time,rr,time_sec,key,time_created
0.881,0.881,0.881,7192475796,2021_07_26_08_08_49
0.851,0.851,1.732,7192475796,2021_07_26_08_08_49
1.495,1.495,3.2270000000000003,7192475796,2021_07_26_08_08_49
0.75,0.75,3.9770000000000003,7192475796,2021_07_26_08_08_49
0.731,0.731,4.708,7192475796,2021_07_26_08_08_49
0.712,0.712,5.42,7192475796,2021_07_26_08_08_49
0.699,0.699,6.119,7192475796,2021_07_26_08_08_49
0.692,0.692,6.811,7192475796,2021_07_26_08_08_49
0.688,0.688,7.499,7192475796,2021_07_26_08_08_49
0.683,0.683,8.182,7192475796,2021_07_26_08_08_49
0.671,0.671,8.853,7192475796,2021_07_26_08_08_49
0.664,0.664,9.517,7192475796,2021_07_26_08_08_49
0.654,0.654,10.171,7192475796,2021_07_26_08_08_49
0.538,0.538,10.709,7192475796,2021_07_26_08_08_49
0.748,0.748,11.457,7192475796,2021_07_26_08_08_49
0.635,0.635,12.092,7192475796,2021_07_26_08_08_49
1.245,1.245,13.337,7192475796,2021_07_26_08_08_49
0.616,0.616,13.953,7192475796,2021_07_26_08_08_49
0.622,0.622,14.575,7192475796,2021_07_26_08_08_49
0.877,0.877,15.452,7192475796,2021_07_26_08_08_49
0.336,0.336,15.788,7192475796,2021_07_26_08_08_49
0.605,0.605,16.393,7192475796,2021_07_26_08_08_49
0.609,0.609,17.002,7192475796,2021_07_26_08_08_49
0.588,0.588,17.59,7192475796,2021_07_26_08_08_49
0.38,0.38,17.97,7192475796,2021_07_26_08_08_49
0.558,0.558,18.528,7192475796,2021_07_26_08_08_49
1.385,1.385,19.913,7192475796,2021_07_26_08_08_49
0.296,0.296,20.209,7192475796,2021_07_26_08_08_49
0.284,0.284,20.493,7192475796,2021_07_26_08_08_49
0.785,0.785,21.278,7192475796,2021_07_26_08_08_49
1.343,1.343,22.621,7192475796,2021_07_26_08_08_49
0.304,0.304,22.925,7192475796,2021_07_26_08_08_49
1.397,1.397,24.322,7192475796,2021_07_26_08_08_49
1.721,1.721,26.043,7192475796,2021_07_26_08_08_49
3.804,3.804,29.847,7192475796,2021_07_26_08_08_49
0.709,0.709,30.556,7192475796,2021_07_26_08_08_49
0.287,0.287,30.843,7192475796,2021_07_26_08_08_49
0.399,0.399,31.242,7192475796,2021_07_26_08_08_49
1.269,1.269,32.511,7192475796,2021_07_26_08_08_49
0.469,0.469,32.98,7192475796,2021_07_26_08_08_49
2.813,2.813,35.793,7192475796,2021_07_26_08_08_49
0.3,0.3,36.093,7192475796,2021_07_26_08_08_49
0.739,0.739,36.832,7192475796,2021_07_26_08_08_49
3.249,3.249,40.081,7192475796,2021_07_26_08_08_49
0.94,0.94,41.021,7192475796,2021_07_26_08_08_49
1.347,1.347,42.368,7192475796,2021_07_26_08_08_49
0.628,0.628,42.996,7192475796,2021_07_26_08_08_49
0.642,0.642,43.638,7192475796,2021_07_26_08_08_49
1.341,1.341,44.979,7192475796,2021_07_26_08_08_49
0.532,0.532,45.511,7192475796,2021_07_26_08_08_49
1.448,1.448,46.959,7192475796,2021_07_26_08_08_49
1.373,1.373,48.332,7192475796,2021_07_26_08_08_49
7.29,7.29,55.622,7192475796,2021_07_26_08_08_49
0.49,0.49,56.112,7192475796,2021_07_26_08_08_49
0.479,0.479,56.591,7192475796,2021_07_26_08_08_49
0.502,0.502,57.093,7192475796,2021_07_26_08_08_49
0.483,0.483,57.576,7192475796,2021_07_26_08_08_49
0.479,0.479,58.055,7192475796,2021_07_26_08_08_49
0.487,0.487,58.542,7192475796,2021_07_26_08_08_49
0.487,0.487,59.029,7192475796,2021_07_26_08_08_49
0.489,0.489,59.518,7192475796,2021_07_26_08_08_49
0.478,0.478,59.996,7192475796,2021_07_26_08_08_49
0.486,0.486,60.482,7192475796,2021_07_26_08_08_49
0.48,0.48,60.962,7192475796,2021_07_26_08_08_49
0.474,0.474,61.436,7192475796,2021_07_26_08_08_49
0.493,0.493,61.929,7192475796,2021_07_26_08_08_49
0.476,0.476,62.405,7192475796,2021_07_26_08_08_49
0.488,0.488,62.893,7192475796,2021_07_26_08_08_49
1.447,1.447,64.34,7192475796,2021_07_26_08_08_49
0.47,0.47,64.81,7192475796,2021_07_26_08_08_49
0.492,0.492,65.302,7192475796,2021_07_26_08_08_49
0.482,0.482,65.784,7192475796,2021_07_26_08_08_49
1.435,1.435,67.219,7192475796,2021_07_26_08_08_49
0.964,0.964,68.183,7192475796,2021_07_26_08_08_49
0.964,0.964,69.147,7192475796,2021_07_26_08_08_49
0.475,0.475,69.622,7192475796,2021_07_26_08_08_49
0.959,0.959,70.581,7192475796,2021_07_26_08_08_49
0.467,0.467,71.048,7192475796,2021_07_26_08_08_49
0.479,0.479,71.527,7192475796,2021_07_26_08_08_49
0.475,0.475,72.002,7192475796,2021_07_26_08_08_49
0.953,0.953,72.955,7192475796,2021_07_26_08_08_49
0.468,0.468,73.423,7192475796,2021_07_26_08_08_49
0.944,0.944,74.367,7192475796,2021_07_26_08_08_49
0.466,0.466,74.833,7192475796,2021_07_26_08_08_49
0.948,0.948,75.781,7192475796,2021_07_26_08_08_49
0.466,0.466,76.247,7192475796,2021_07_26_08_08_49
0.945,0.945,77.192,7192475796,2021_07_26_08_08_49
0.464,0.464,77.656,7192475796,2021_07_26_08_08_49
0.941,0.941,78.597,7192475796,2021_07_26_08_08_49
0.462,0.462,79.059,7192475796,2021_07_26_08_08_49
0.938,0.938,79.997,7192475796,2021_07_26_08_08_49
0.462,0.462,80.459,7192475796,2021_07_26_08_08_49
0.938,0.938,81.397,7192475796,2021_07_26_08_08_49
0.46,0.46,81.857,7192475796,2021_07_26_08_08_49
0.937,0.937,82.794,7192475796,2021_07_26_08_08_49
0.46,0.46,83.254,7192475796,2021_07_26_08_08_49
1.396,1.396,84.65,7192475796,2021_07_26_08_08_49
0.935,0.935,85.585,7192475796,2021_07_26_08_08_49
0.461,0.461,86.046,7192475796,2021_07_26_08_08_49
0.466,0.466,86.512,7192475796,2021_07_26_08_08_49
0.465,0.465,86.977,7192475796,2021_07_26_08_08_49
0.461,0.461,87.438,7192475796,2021_07_26_08_08_49
0.47,0.47,87.908,7192475796,2021_07_26_08_08_49
1.864,1.864,89.772,7192475796,2021_07_26_08_08_49
0.462,0.462,90.234,7192475796,2021_07_26_08_08_49
0.469,0.469,90.703,7192475796,2021_07_26_08_08_49
0.468,0.468,91.171,7192475796,2021_07_26_08_08_49
0.928,0.928,92.099,7192475796,2021_07_26_08_08_49
0.464,0.464,92.563,7192475796,2021_07_26_08_08_49
0.458,0.458,93.021,7192475796,2021_07_26_08_08_49
0.935,0.935,93.956,7192475796,2021_07_26_08_08_49
0.464,0.464,94.42,7192475796,2021_07_26_08_08_49
0.93,0.93,95.35,7192475796,2021_07_26_08_08_49
0.46,0.46,95.81,7192475796,2021_07_26_08_08_49
0.93,0.93,96.74,7192475796,2021_07_26_08_08_49
0.457,0.457,97.197,7192475796,2021_07_26_08_08_49
0.929,0.929,98.126,7192475796,2021_07_26_08_08_49
0.515,0.515,98.641,7192475796,2021_07_26_08_08_49
1.341,1.341,99.982,7192475796,2021_07_26_08_08_49
0.454,0.454,100.436,7192475796,2021_07_26_08_08_49
0.472,0.472,100.908,7192475796,2021_07_26_08_08_49
0.463,0.463,101.371,7192475796,2021_07_26_08_08_49
0.455,0.455,101.826,7192475796,2021_07_26_08_08_49
0.935,0.935,102.761,7192475796,2021_07_26_08_08_49
0.455,0.455,103.216,7192475796,2021_07_26_08_08_49
0.469,0.469,103.685,7192475796,2021_07_26_08_08_49
0.468,0.468,104.153,7192475796,2021_07_26_08_08_49
0.457,0.457,104.61,7192475796,2021_07_26_08_08_49
0.468,0.468,105.078,7192475796,2021_07_26_08_08_49
1.861,1.861,106.93900000000001,7192475796,2021_07_26_08_08_49
0.459,0.459,107.398,7192475796,2021_07_26_08_08_49
0.938,0.938,108.336,7192475796,2021_07_26_08_08_49
0.461,0.461,108.797,7192475796,2021_07_26_08_08_49
0.938,0.938,109.735,7192475796,2021_07_26_08_08_49
0.462,0.462,110.197,7192475796,2021_07_26_08_08_49
0.933,0.933,111.13,7192475796,2021_07_26_08_08_49
0.46,0.46,111.59,7192475796,2021_07_26_08_08_49
0.462,0.462,112.052,7192475796,2021_07_26_08_08_49
0.472,0.472,112.524,7192475796,2021_07_26_08_08_49
0.463,0.463,112.987,7192475796,2021_07_26_08_08_49
0.461,0.461,113.44800000000001,7192475796,2021_07_26_08_08_49
0.468,0.468,113.916,7192475796,2021_07_26_08_08_49
0.465,0.465,114.381,7192475796,2021_07_26_08_08_49
0.458,0.458,114.839,7192475796,2021_07_26_08_08_49
0.467,0.467,115.306,7192475796,2021_07_26_08_08_49
0.466,0.466,115.772,7192475796,2021_07_26_08_08_49
0.46,0.46,116.232,7192475796,2021_07_26_08_08_49
0.461,0.461,116.693,7192475796,2021_07_26_08_08_49
0.468,0.468,117.161,7192475796,2021_07_26_08_08_49
0.46,0.46,117.621,7192475796,2021_07_26_08_08_49
0.474,0.474,118.095,7192475796,2021_07_26_08_08_49
0.463,0.463,118.558,7192475796,2021_07_26_08_08_49
0.939,0.939,119.497,7192475796,2021_07_26_08_08_49
0.469,0.469,119.966,7192475796,2021_07_26_08_08_49
0.47,0.47,120.436,7192475796,2021_07_26_08_08_49
0.475,0.475,120.911,7192475796,2021_07_26_08_08_49
0.461,0.461,121.372,7192475796,2021_07_26_08_08_49
0.948,0.948,122.32000000000001,7192475796,2021_07_26_08_08_49
0.459,0.459,122.779,7192475796,2021_07_26_08_08_49
0.948,0.948,123.727,7192475796,2021_07_26_08_08_49
0.463,0.463,124.19,7192475796,2021_07_26_08_08_49
0.479,0.479,124.669,7192475796,2021_07_26_08_08_49
0.471,0.471,125.14,7192475796,2021_07_26_08_08_49
