time,rr,time_sec,key,time_created
0.767,0.767,0.767,8159021853,2022_01_21_17_28_28
0.739,0.739,1.506,8159021853,2022_01_21_17_28_28
0.743,0.743,2.249,8159021853,2022_01_21_17_28_28
0.715,0.715,2.964,8159021853,2022_01_21_17_28_28
0.722,0.722,3.686,8159021853,2022_01_21_17_28_28
0.709,0.709,4.395,8159021853,2022_01_21_17_28_28
0.696,0.696,5.091,8159021853,2022_01_21_17_28_28
0.7,0.7,5.7909999999999995,8159021853,2022_01_21_17_28_28
0.688,0.688,6.479,8159021853,2022_01_21_17_28_28
0.688,0.688,7.167,8159021853,2022_01_21_17_28_28
0.678,0.678,7.845,8159021853,2022_01_21_17_28_28
0.563,0.563,8.408,8159021853,2022_01_21_17_28_28
0.785,0.785,9.193,8159021853,2022_01_21_17_28_28
0.639,0.639,9.831999999999999,8159021853,2022_01_21_17_28_28
0.654,0.654,10.486,8159021853,2022_01_21_17_28_28
0.646,0.646,11.132,8159021853,2022_01_21_17_28_28
0.626,0.626,11.758,8159021853,2022_01_21_17_28_28
0.648,0.648,12.406,8159021853,2022_01_21_17_28_28
0.622,0.622,13.028,8159021853,2022_01_21_17_28_28
0.63,0.63,13.658,8159021853,2022_01_21_17_28_28
0.629,0.629,14.286999999999999,8159021853,2022_01_21_17_28_28
0.616,0.616,14.903,8159021853,2022_01_21_17_28_28
0.616,0.616,15.519,8159021853,2022_01_21_17_28_28
0.605,0.605,16.124,8159021853,2022_01_21_17_28_28
0.623,0.623,16.747,8159021853,2022_01_21_17_28_28
0.602,0.602,17.349,8159021853,2022_01_21_17_28_28
0.604,0.604,17.953,8159021853,2022_01_21_17_28_28
0.595,0.595,18.548,8159021853,2022_01_21_17_28_28
0.595,0.595,19.143,8159021853,2022_01_21_17_28_28
0.598,0.598,19.741,8159021853,2022_01_21_17_28_28
1.156,1.156,20.897,8159021853,2022_01_21_17_28_28
0.593,0.593,21.49,8159021853,2022_01_21_17_28_28
1.141,1.141,22.631,8159021853,2022_01_21_17_28_28
0.572,0.572,23.203,8159021853,2022_01_21_17_28_28
1.131,1.131,24.334,8159021853,2022_01_21_17_28_28
0.576,0.576,24.91,8159021853,2022_01_21_17_28_28
1.104,1.104,26.014,8159021853,2022_01_21_17_28_28
0.561,0.561,26.575,8159021853,2022_01_21_17_28_28
0.541,0.541,27.116,8159021853,2022_01_21_17_28_28
0.567,0.567,27.683,8159021853,2022_01_21_17_28_28
1.085,1.085,28.768,8159021853,2022_01_21_17_28_28
0.556,0.556,29.323999999999998,8159021853,2022_01_21_17_28_28
0.543,0.543,29.867,8159021853,2022_01_21_17_28_28
0.551,0.551,30.418,8159021853,2022_01_21_17_28_28
0.538,0.538,30.956,8159021853,2022_01_21_17_28_28
0.537,0.537,31.493,8159021853,2022_01_21_17_28_28
1.097,1.097,32.589999999999996,8159021853,2022_01_21_17_28_28
0.54,0.54,33.13,8159021853,2022_01_21_17_28_28
1.081,1.081,34.211,8159021853,2022_01_21_17_28_28
0.896,0.896,35.107,8159021853,2022_01_21_17_28_28
0.715,0.715,35.822,8159021853,2022_01_21_17_28_28
0.529,0.529,36.351,8159021853,2022_01_21_17_28_28
0.532,0.532,36.883,8159021853,2022_01_21_17_28_28
0.558,0.558,37.441,8159021853,2022_01_21_17_28_28
1.079,1.079,38.52,8159021853,2022_01_21_17_28_28
1.076,1.076,39.596,8159021853,2022_01_21_17_28_28
0.544,0.544,40.14,8159021853,2022_01_21_17_28_28
1.075,1.075,41.215,8159021853,2022_01_21_17_28_28
0.54,0.54,41.755,8159021853,2022_01_21_17_28_28
0.558,0.558,42.313,8159021853,2022_01_21_17_28_28
2.151,2.151,44.464,8159021853,2022_01_21_17_28_28
0.538,0.538,45.002,8159021853,2022_01_21_17_28_28
0.538,0.538,45.54,8159021853,2022_01_21_17_28_28
0.537,0.537,46.077,8159021853,2022_01_21_17_28_28
0.533,0.533,46.61,8159021853,2022_01_21_17_28_28
0.555,0.555,47.165,8159021853,2022_01_21_17_28_28
0.521,0.521,47.686,8159021853,2022_01_21_17_28_28
0.537,0.537,48.223,8159021853,2022_01_21_17_28_28
0.519,0.519,48.742,8159021853,2022_01_21_17_28_28
0.528,0.528,49.27,8159021853,2022_01_21_17_28_28
0.518,0.518,49.788,8159021853,2022_01_21_17_28_28
0.531,0.531,50.319,8159021853,2022_01_21_17_28_28
1.039,1.039,51.358,8159021853,2022_01_21_17_28_28
0.512,0.512,51.87,8159021853,2022_01_21_17_28_28
1.029,1.029,52.899,8159021853,2022_01_21_17_28_28
0.535,0.535,53.434,8159021853,2022_01_21_17_28_28
1.036,1.036,54.47,8159021853,2022_01_21_17_28_28
0.518,0.518,54.988,8159021853,2022_01_21_17_28_28
0.523,0.523,55.511,8159021853,2022_01_21_17_28_28
0.515,0.515,56.026,8159021853,2022_01_21_17_28_28
0.513,0.513,56.539,8159021853,2022_01_21_17_28_28
0.521,0.521,57.06,8159021853,2022_01_21_17_28_28
1.042,1.042,58.102,8159021853,2022_01_21_17_28_28
