time,rr,time_sec,key,time_created
0.711,0.711,0.711,9982049464,2022_11_15_09_51_35
0.336,0.336,1.047,9982049464,2022_11_15_09_51_35
0.638,0.638,1.685,9982049464,2022_11_15_09_51_35
0.321,0.321,2.0060000000000002,9982049464,2022_11_15_09_51_35
0.32,0.32,2.326,9982049464,2022_11_15_09_51_35
0.332,0.332,2.658,9982049464,2022_11_15_09_51_35
0.313,0.313,2.971,9982049464,2022_11_15_09_51_35
0.335,0.335,3.306,9982049464,2022_11_15_09_51_35
0.965,0.965,4.271,9982049464,2022_11_15_09_51_35
0.47,0.47,4.741,9982049464,2022_11_15_09_51_35
2.064,2.064,6.805,9982049464,2022_11_15_09_51_35
0.645,0.645,7.45,9982049464,2022_11_15_09_51_35
0.658,0.658,8.108,9982049464,2022_11_15_09_51_35
0.649,0.649,8.757,9982049464,2022_11_15_09_51_35
0.299,0.299,9.056000000000001,9982049464,2022_11_15_09_51_35
0.351,0.351,9.407,9982049464,2022_11_15_09_51_35
0.603,0.603,10.01,9982049464,2022_11_15_09_51_35
0.294,0.294,10.304,9982049464,2022_11_15_09_51_35
1.706,1.706,12.01,9982049464,2022_11_15_09_51_35
0.335,0.335,12.345,9982049464,2022_11_15_09_51_35
2.404,2.404,14.749,9982049464,2022_11_15_09_51_35
1.746,1.746,16.495,9982049464,2022_11_15_09_51_35
0.563,0.563,17.058,9982049464,2022_11_15_09_51_35
1.552,1.552,18.61,9982049464,2022_11_15_09_51_35
0.377,0.377,18.987,9982049464,2022_11_15_09_51_35
1.533,1.533,20.52,9982049464,2022_11_15_09_51_35
0.316,0.316,20.836,9982049464,2022_11_15_09_51_35
0.836,0.836,21.672,9982049464,2022_11_15_09_51_35
0.313,0.313,21.985,9982049464,2022_11_15_09_51_35
0.91,0.91,22.895,9982049464,2022_11_15_09_51_35
0.407,0.407,23.302,9982049464,2022_11_15_09_51_35
0.433,0.433,23.735,9982049464,2022_11_15_09_51_35
2.031,2.031,25.766,9982049464,2022_11_15_09_51_35
2.325,2.325,28.091,9982049464,2022_11_15_09_51_35
1.657,1.657,29.748,9982049464,2022_11_15_09_51_35
0.461,0.461,30.209,9982049464,2022_11_15_09_51_35
0.511,0.511,30.72,9982049464,2022_11_15_09_51_35
0.357,0.357,31.077,9982049464,2022_11_15_09_51_35
0.673,0.673,31.75,9982049464,2022_11_15_09_51_35
1.978,1.978,33.728,9982049464,2022_11_15_09_51_35
0.327,0.327,34.055,9982049464,2022_11_15_09_51_35
1.976,1.976,36.031,9982049464,2022_11_15_09_51_35
0.909,0.909,36.94,9982049464,2022_11_15_09_51_35
0.375,0.375,37.315,9982049464,2022_11_15_09_51_35
1.032,1.032,38.347,9982049464,2022_11_15_09_51_35
1.993,1.993,40.34,9982049464,2022_11_15_09_51_35
0.633,0.633,40.973,9982049464,2022_11_15_09_51_35
0.572,0.572,41.545,9982049464,2022_11_15_09_51_35
0.762,0.762,42.307,9982049464,2022_11_15_09_51_35
0.311,0.311,42.618,9982049464,2022_11_15_09_51_35
1.022,1.022,43.64,9982049464,2022_11_15_09_51_35
0.338,0.338,43.978,9982049464,2022_11_15_09_51_35
0.298,0.298,44.276,9982049464,2022_11_15_09_51_35
1.371,1.371,45.647,9982049464,2022_11_15_09_51_35
0.339,0.339,45.986,9982049464,2022_11_15_09_51_35
0.331,0.331,46.317,9982049464,2022_11_15_09_51_35
1.009,1.009,47.326,9982049464,2022_11_15_09_51_35
0.325,0.325,47.651,9982049464,2022_11_15_09_51_35
0.677,0.677,48.328,9982049464,2022_11_15_09_51_35
0.681,0.681,49.009,9982049464,2022_11_15_09_51_35
1.304,1.304,50.313,9982049464,2022_11_15_09_51_35
0.361,0.361,50.674,9982049464,2022_11_15_09_51_35
0.661,0.661,51.335,9982049464,2022_11_15_09_51_35
0.609,0.609,51.944,9982049464,2022_11_15_09_51_35
0.716,0.716,52.660000000000004,9982049464,2022_11_15_09_51_35
0.314,0.314,52.974000000000004,9982049464,2022_11_15_09_51_35
0.328,0.328,53.302,9982049464,2022_11_15_09_51_35
0.663,0.663,53.965,9982049464,2022_11_15_09_51_35
1.05,1.05,55.015,9982049464,2022_11_15_09_51_35
0.664,0.664,55.679,9982049464,2022_11_15_09_51_35
0.648,0.648,56.327,9982049464,2022_11_15_09_51_35
0.424,0.424,56.751,9982049464,2022_11_15_09_51_35
0.282,0.282,57.033,9982049464,2022_11_15_09_51_35
0.975,0.975,58.008,9982049464,2022_11_15_09_51_35
1.015,1.015,59.023,9982049464,2022_11_15_09_51_35
0.294,0.294,59.317,9982049464,2022_11_15_09_51_35
0.427,0.427,59.744,9982049464,2022_11_15_09_51_35
0.324,0.324,60.068,9982049464,2022_11_15_09_51_35
0.271,0.271,60.339,9982049464,2022_11_15_09_51_35
1.01,1.01,61.349000000000004,9982049464,2022_11_15_09_51_35
0.695,0.695,62.044,9982049464,2022_11_15_09_51_35
0.477,0.477,62.521,9982049464,2022_11_15_09_51_35
6.207,6.207,68.728,9982049464,2022_11_15_09_51_35
1.421,1.421,70.149,9982049464,2022_11_15_09_51_35
0.478,0.478,70.627,9982049464,2022_11_15_09_51_35
2.093,2.093,72.72,9982049464,2022_11_15_09_51_35
1.033,1.033,73.753,9982049464,2022_11_15_09_51_35
0.325,0.325,74.078,9982049464,2022_11_15_09_51_35
0.745,0.745,74.823,9982049464,2022_11_15_09_51_35
0.479,0.479,75.302,9982049464,2022_11_15_09_51_35
0.929,0.929,76.231,9982049464,2022_11_15_09_51_35
0.468,0.468,76.699,9982049464,2022_11_15_09_51_35
0.42,0.42,77.119,9982049464,2022_11_15_09_51_35
0.335,0.335,77.454,9982049464,2022_11_15_09_51_35
0.338,0.338,77.792,9982049464,2022_11_15_09_51_35
0.287,0.287,78.079,9982049464,2022_11_15_09_51_35
0.758,0.758,78.837,9982049464,2022_11_15_09_51_35
0.301,0.301,79.138,9982049464,2022_11_15_09_51_35
0.667,0.667,79.805,9982049464,2022_11_15_09_51_35
0.625,0.625,80.43,9982049464,2022_11_15_09_51_35
0.93,0.93,81.36,9982049464,2022_11_15_09_51_35
0.923,0.923,82.283,9982049464,2022_11_15_09_51_35
0.47,0.47,82.753,9982049464,2022_11_15_09_51_35
0.457,0.457,83.21,9982049464,2022_11_15_09_51_35
0.926,0.926,84.136,9982049464,2022_11_15_09_51_35
0.832,0.832,84.968,9982049464,2022_11_15_09_51_35
1.214,1.214,86.182,9982049464,2022_11_15_09_51_35
0.721,0.721,86.903,9982049464,2022_11_15_09_51_35
0.634,0.634,87.537,9982049464,2022_11_15_09_51_35
0.605,0.605,88.142,9982049464,2022_11_15_09_51_35
0.277,0.277,88.419,9982049464,2022_11_15_09_51_35
0.422,0.422,88.841,9982049464,2022_11_15_09_51_35
3.288,3.288,92.129,9982049464,2022_11_15_09_51_35
4.533,4.533,96.662,9982049464,2022_11_15_09_51_35
1.289,1.289,97.951,9982049464,2022_11_15_09_51_35
0.78,0.78,98.731,9982049464,2022_11_15_09_51_35
0.497,0.497,99.228,9982049464,2022_11_15_09_51_35
4.521,4.521,103.749,9982049464,2022_11_15_09_51_35
3.944,3.944,107.693,9982049464,2022_11_15_09_51_35
0.371,0.371,108.06400000000001,9982049464,2022_11_15_09_51_35
1.831,1.831,109.895,9982049464,2022_11_15_09_51_35
1.489,1.489,111.384,9982049464,2022_11_15_09_51_35
1.459,1.459,112.843,9982049464,2022_11_15_09_51_35
1.283,1.283,114.126,9982049464,2022_11_15_09_51_35
1.214,1.214,115.34,9982049464,2022_11_15_09_51_35
1.724,1.724,117.06400000000001,9982049464,2022_11_15_09_51_35
0.611,0.611,117.675,9982049464,2022_11_15_09_51_35
4.913,4.913,122.588,9982049464,2022_11_15_09_51_35
0.438,0.438,123.026,9982049464,2022_11_15_09_51_35
0.758,0.758,123.784,9982049464,2022_11_15_09_51_35
1.003,1.003,124.787,9982049464,2022_11_15_09_51_35
0.531,0.531,125.318,9982049464,2022_11_15_09_51_35
0.917,0.917,126.235,9982049464,2022_11_15_09_51_35
0.457,0.457,126.69200000000001,9982049464,2022_11_15_09_51_35
0.453,0.453,127.145,9982049464,2022_11_15_09_51_35
1.366,1.366,128.511,9982049464,2022_11_15_09_51_35
0.619,0.619,129.13,9982049464,2022_11_15_09_51_35
0.256,0.256,129.386,9982049464,2022_11_15_09_51_35
0.771,0.771,130.157,9982049464,2022_11_15_09_51_35
1.082,1.082,131.239,9982049464,2022_11_15_09_51_35
0.47,0.47,131.709,9982049464,2022_11_15_09_51_35
0.457,0.457,132.166,9982049464,2022_11_15_09_51_35
0.453,0.453,132.619,9982049464,2022_11_15_09_51_35
0.466,0.466,133.085,9982049464,2022_11_15_09_51_35
0.458,0.458,133.543,9982049464,2022_11_15_09_51_35
0.458,0.458,134.001,9982049464,2022_11_15_09_51_35
0.614,0.614,134.615,9982049464,2022_11_15_09_51_35
0.305,0.305,134.92,9982049464,2022_11_15_09_51_35
0.635,0.635,135.555,9982049464,2022_11_15_09_51_35
0.695,0.695,136.25,9982049464,2022_11_15_09_51_35
0.493,0.493,136.743,9982049464,2022_11_15_09_51_35
1.585,1.585,138.328,9982049464,2022_11_15_09_51_35
0.27,0.27,138.598,9982049464,2022_11_15_09_51_35
0.837,0.837,139.435,9982049464,2022_11_15_09_51_35
0.791,0.791,140.226,9982049464,2022_11_15_09_51_35
1.711,1.711,141.937,9982049464,2022_11_15_09_51_35
0.694,0.694,142.631,9982049464,2022_11_15_09_51_35
3.195,3.195,145.826,9982049464,2022_11_15_09_51_35
1.177,1.177,147.00300000000001,9982049464,2022_11_15_09_51_35
1.989,1.989,148.992,9982049464,2022_11_15_09_51_35
0.505,0.505,149.497,9982049464,2022_11_15_09_51_35
0.457,0.457,149.954,9982049464,2022_11_15_09_51_35
1.114,1.114,151.068,9982049464,2022_11_15_09_51_35
0.262,0.262,151.33,9982049464,2022_11_15_09_51_35
0.379,0.379,151.709,9982049464,2022_11_15_09_51_35
0.315,0.315,152.024,9982049464,2022_11_15_09_51_35
1.06,1.06,153.084,9982049464,2022_11_15_09_51_35
0.991,0.991,154.075,9982049464,2022_11_15_09_51_35
0.922,0.922,154.997,9982049464,2022_11_15_09_51_35
0.741,0.741,155.738,9982049464,2022_11_15_09_51_35
0.631,0.631,156.369,9982049464,2022_11_15_09_51_35
1.428,1.428,157.797,9982049464,2022_11_15_09_51_35
1.015,1.015,158.812,9982049464,2022_11_15_09_51_35
1.205,1.205,160.017,9982049464,2022_11_15_09_51_35
0.81,0.81,160.827,9982049464,2022_11_15_09_51_35
0.555,0.555,161.382,9982049464,2022_11_15_09_51_35
1.362,1.362,162.744,9982049464,2022_11_15_09_51_35
0.484,0.484,163.228,9982049464,2022_11_15_09_51_35
0.674,0.674,163.902,9982049464,2022_11_15_09_51_35
0.318,0.318,164.22,9982049464,2022_11_15_09_51_35
0.327,0.327,164.547,9982049464,2022_11_15_09_51_35
