time,rr,time_sec,key,time_created
0.618,0.618,0.618,10255563768,2023_01_06_08_21_31
0.626,0.626,1.244,10255563768,2023_01_06_08_21_31
1.278,1.278,2.5220000000000002,10255563768,2023_01_06_08_21_31
0.321,0.321,2.843,10255563768,2023_01_06_08_21_31
0.977,0.977,3.82,10255563768,2023_01_06_08_21_31
0.32,0.32,4.14,10255563768,2023_01_06_08_21_31
0.3,0.3,4.44,10255563768,2023_01_06_08_21_31
0.354,0.354,4.794,10255563768,2023_01_06_08_21_31
0.318,0.318,5.112,10255563768,2023_01_06_08_21_31
0.967,0.967,6.079,10255563768,2023_01_06_08_21_31
0.327,0.327,6.406,10255563768,2023_01_06_08_21_31
1.297,1.297,7.703,10255563768,2023_01_06_08_21_31
0.333,0.333,8.036,10255563768,2023_01_06_08_21_31
0.325,0.325,8.361,10255563768,2023_01_06_08_21_31
0.662,0.662,9.023,10255563768,2023_01_06_08_21_31
0.649,0.649,9.672,10255563768,2023_01_06_08_21_31
0.972,0.972,10.644,10255563768,2023_01_06_08_21_31
1.666,1.666,12.31,10255563768,2023_01_06_08_21_31
0.313,0.313,12.623,10255563768,2023_01_06_08_21_31
0.644,0.644,13.267,10255563768,2023_01_06_08_21_31
0.329,0.329,13.596,10255563768,2023_01_06_08_21_31
0.422,0.422,14.018,10255563768,2023_01_06_08_21_31
0.882,0.882,14.9,10255563768,2023_01_06_08_21_31
0.651,0.651,15.551,10255563768,2023_01_06_08_21_31
0.343,0.343,15.894,10255563768,2023_01_06_08_21_31
0.329,0.329,16.223,10255563768,2023_01_06_08_21_31
1.315,1.315,17.538,10255563768,2023_01_06_08_21_31
0.344,0.344,17.882,10255563768,2023_01_06_08_21_31
0.33,0.33,18.212,10255563768,2023_01_06_08_21_31
0.326,0.326,18.538,10255563768,2023_01_06_08_21_31
0.336,0.336,18.874,10255563768,2023_01_06_08_21_31
0.334,0.334,19.208,10255563768,2023_01_06_08_21_31
0.342,0.342,19.55,10255563768,2023_01_06_08_21_31
0.643,0.643,20.193,10255563768,2023_01_06_08_21_31
0.657,0.657,20.85,10255563768,2023_01_06_08_21_31
0.409,0.409,21.259,10255563768,2023_01_06_08_21_31
0.599,0.599,21.858,10255563768,2023_01_06_08_21_31
0.693,0.693,22.551,10255563768,2023_01_06_08_21_31
0.302,0.302,22.853,10255563768,2023_01_06_08_21_31
0.341,0.341,23.194,10255563768,2023_01_06_08_21_31
0.346,0.346,23.54,10255563768,2023_01_06_08_21_31
1.063,1.063,24.603,10255563768,2023_01_06_08_21_31
0.446,0.446,25.049,10255563768,2023_01_06_08_21_31
0.438,0.438,25.487,10255563768,2023_01_06_08_21_31
0.317,0.317,25.804,10255563768,2023_01_06_08_21_31
0.673,0.673,26.477,10255563768,2023_01_06_08_21_31
0.55,0.55,27.027,10255563768,2023_01_06_08_21_31
0.434,0.434,27.461,10255563768,2023_01_06_08_21_31
0.419,0.419,27.88,10255563768,2023_01_06_08_21_31
1.125,1.125,29.005,10255563768,2023_01_06_08_21_31
0.438,0.438,29.443,10255563768,2023_01_06_08_21_31
1.017,1.017,30.46,10255563768,2023_01_06_08_21_31
0.33,0.33,30.79,10255563768,2023_01_06_08_21_31
0.312,0.312,31.102,10255563768,2023_01_06_08_21_31
0.352,0.352,31.454,10255563768,2023_01_06_08_21_31
0.664,0.664,32.118,10255563768,2023_01_06_08_21_31
0.668,0.668,32.786,10255563768,2023_01_06_08_21_31
0.331,0.331,33.117,10255563768,2023_01_06_08_21_31
