time,rr,time_sec,key,time_created
0.638,0.638,0.638,9623283380,2022_09_17_07_04_33
1.547,1.547,2.185,9623283380,2022_09_17_07_04_33
0.354,0.354,2.5389999999999997,9623283380,2022_09_17_07_04_33
0.471,0.471,3.01,9623283380,2022_09_17_07_04_33
0.51,0.51,3.52,9623283380,2022_09_17_07_04_33
0.454,0.454,3.9739999999999998,9623283380,2022_09_17_07_04_33
0.632,0.632,4.606,9623283380,2022_09_17_07_04_33
0.312,0.312,4.918,9623283380,2022_09_17_07_04_33
0.329,0.329,5.247,9623283380,2022_09_17_07_04_33
0.307,0.307,5.554,9623283380,2022_09_17_07_04_33
0.323,0.323,5.877,9623283380,2022_09_17_07_04_33
0.333,0.333,6.21,9623283380,2022_09_17_07_04_33
0.302,0.302,6.512,9623283380,2022_09_17_07_04_33
0.644,0.644,7.156,9623283380,2022_09_17_07_04_33
0.666,0.666,7.822,9623283380,2022_09_17_07_04_33
1.675,1.675,9.497,9623283380,2022_09_17_07_04_33
1.283,1.283,10.78,9623283380,2022_09_17_07_04_33
0.628,0.628,11.408,9623283380,2022_09_17_07_04_33
0.954,0.954,12.362,9623283380,2022_09_17_07_04_33
1.285,1.285,13.647,9623283380,2022_09_17_07_04_33
0.473,0.473,14.12,9623283380,2022_09_17_07_04_33
0.509,0.509,14.629,9623283380,2022_09_17_07_04_33
0.304,0.304,14.933,9623283380,2022_09_17_07_04_33
0.625,0.625,15.558,9623283380,2022_09_17_07_04_33
0.34,0.34,15.898,9623283380,2022_09_17_07_04_33
1.284,1.284,17.182,9623283380,2022_09_17_07_04_33
0.961,0.961,18.143,9623283380,2022_09_17_07_04_33
0.338,0.338,18.481,9623283380,2022_09_17_07_04_33
0.313,0.313,18.794,9623283380,2022_09_17_07_04_33
0.631,0.631,19.425,9623283380,2022_09_17_07_04_33
0.308,0.308,19.733,9623283380,2022_09_17_07_04_33
0.336,0.336,20.069,9623283380,2022_09_17_07_04_33
0.326,0.326,20.395,9623283380,2022_09_17_07_04_33
0.308,0.308,20.703,9623283380,2022_09_17_07_04_33
0.332,0.332,21.035,9623283380,2022_09_17_07_04_33
0.311,0.311,21.346,9623283380,2022_09_17_07_04_33
0.311,0.311,21.657,9623283380,2022_09_17_07_04_33
0.326,0.326,21.983,9623283380,2022_09_17_07_04_33
0.635,0.635,22.618,9623283380,2022_09_17_07_04_33
0.628,0.628,23.246,9623283380,2022_09_17_07_04_33
0.631,0.631,23.877,9623283380,2022_09_17_07_04_33
0.34,0.34,24.217,9623283380,2022_09_17_07_04_33
0.313,0.313,24.53,9623283380,2022_09_17_07_04_33
0.306,0.306,24.836,9623283380,2022_09_17_07_04_33
0.312,0.312,25.148,9623283380,2022_09_17_07_04_33
5.286,5.286,30.434,9623283380,2022_09_17_07_04_33
0.448,0.448,30.881999999999998,9623283380,2022_09_17_07_04_33
0.93,0.93,31.812,9623283380,2022_09_17_07_04_33
0.611,0.611,32.423,9623283380,2022_09_17_07_04_33
0.316,0.316,32.739,9623283380,2022_09_17_07_04_33
0.295,0.295,33.034,9623283380,2022_09_17_07_04_33
0.316,0.316,33.35,9623283380,2022_09_17_07_04_33
0.653,0.653,34.003,9623283380,2022_09_17_07_04_33
1.251,1.251,35.254,9623283380,2022_09_17_07_04_33
0.302,0.302,35.556,9623283380,2022_09_17_07_04_33
1.617,1.617,37.173,9623283380,2022_09_17_07_04_33
0.623,0.623,37.796,9623283380,2022_09_17_07_04_33
0.631,0.631,38.427,9623283380,2022_09_17_07_04_33
0.649,0.649,39.076,9623283380,2022_09_17_07_04_33
0.626,0.626,39.702,9623283380,2022_09_17_07_04_33
0.326,0.326,40.028,9623283380,2022_09_17_07_04_33
0.956,0.956,40.984,9623283380,2022_09_17_07_04_33
0.313,0.313,41.297,9623283380,2022_09_17_07_04_33
0.332,0.332,41.629,9623283380,2022_09_17_07_04_33
0.646,0.646,42.275,9623283380,2022_09_17_07_04_33
0.649,0.649,42.924,9623283380,2022_09_17_07_04_33
0.655,0.655,43.579,9623283380,2022_09_17_07_04_33
0.646,0.646,44.225,9623283380,2022_09_17_07_04_33
0.942,0.942,45.167,9623283380,2022_09_17_07_04_33
0.334,0.334,45.501,9623283380,2022_09_17_07_04_33
0.63,0.63,46.131,9623283380,2022_09_17_07_04_33
2.05,2.05,48.181,9623283380,2022_09_17_07_04_33
1.773,1.773,49.954,9623283380,2022_09_17_07_04_33
0.319,0.319,50.272999999999996,9623283380,2022_09_17_07_04_33
0.32,0.32,50.592999999999996,9623283380,2022_09_17_07_04_33
0.325,0.325,50.918,9623283380,2022_09_17_07_04_33
0.62,0.62,51.538,9623283380,2022_09_17_07_04_33
0.316,0.316,51.854,9623283380,2022_09_17_07_04_33
0.291,0.291,52.144999999999996,9623283380,2022_09_17_07_04_33
0.334,0.334,52.479,9623283380,2022_09_17_07_04_33
0.441,0.441,52.92,9623283380,2022_09_17_07_04_33
1.419,1.419,54.339,9623283380,2022_09_17_07_04_33
0.671,0.671,55.01,9623283380,2022_09_17_07_04_33
0.34,0.34,55.35,9623283380,2022_09_17_07_04_33
0.946,0.946,56.296,9623283380,2022_09_17_07_04_33
1.261,1.261,57.557,9623283380,2022_09_17_07_04_33
1.262,1.262,58.819,9623283380,2022_09_17_07_04_33
0.323,0.323,59.141999999999996,9623283380,2022_09_17_07_04_33
0.6,0.6,59.742,9623283380,2022_09_17_07_04_33
0.324,0.324,60.066,9623283380,2022_09_17_07_04_33
0.616,0.616,60.682,9623283380,2022_09_17_07_04_33
0.666,0.666,61.348,9623283380,2022_09_17_07_04_33
2.2,2.2,63.548,9623283380,2022_09_17_07_04_33
0.337,0.337,63.885,9623283380,2022_09_17_07_04_33
0.635,0.635,64.52,9623283380,2022_09_17_07_04_33
0.663,0.663,65.18299999999999,9623283380,2022_09_17_07_04_33
0.314,0.314,65.497,9623283380,2022_09_17_07_04_33
0.316,0.316,65.813,9623283380,2022_09_17_07_04_33
0.956,0.956,66.769,9623283380,2022_09_17_07_04_33
1.267,1.267,68.036,9623283380,2022_09_17_07_04_33
0.954,0.954,68.99,9623283380,2022_09_17_07_04_33
0.313,0.313,69.303,9623283380,2022_09_17_07_04_33
0.324,0.324,69.627,9623283380,2022_09_17_07_04_33
0.644,0.644,70.271,9623283380,2022_09_17_07_04_33
0.305,0.305,70.576,9623283380,2022_09_17_07_04_33
1.274,1.274,71.85,9623283380,2022_09_17_07_04_33
0.973,0.973,72.823,9623283380,2022_09_17_07_04_33
0.956,0.956,73.779,9623283380,2022_09_17_07_04_33
0.319,0.319,74.098,9623283380,2022_09_17_07_04_33
0.306,0.306,74.404,9623283380,2022_09_17_07_04_33
0.634,0.634,75.038,9623283380,2022_09_17_07_04_33
0.657,0.657,75.695,9623283380,2022_09_17_07_04_33
0.326,0.326,76.021,9623283380,2022_09_17_07_04_33
0.319,0.319,76.34,9623283380,2022_09_17_07_04_33
0.343,0.343,76.68299999999999,9623283380,2022_09_17_07_04_33
0.326,0.326,77.009,9623283380,2022_09_17_07_04_33
0.327,0.327,77.336,9623283380,2022_09_17_07_04_33
0.317,0.317,77.653,9623283380,2022_09_17_07_04_33
0.647,0.647,78.3,9623283380,2022_09_17_07_04_33
0.316,0.316,78.616,9623283380,2022_09_17_07_04_33
1.617,1.617,80.233,9623283380,2022_09_17_07_04_33
0.327,0.327,80.56,9623283380,2022_09_17_07_04_33
0.654,0.654,81.214,9623283380,2022_09_17_07_04_33
0.647,0.647,81.861,9623283380,2022_09_17_07_04_33
0.313,0.313,82.174,9623283380,2022_09_17_07_04_33
0.323,0.323,82.497,9623283380,2022_09_17_07_04_33
0.315,0.315,82.812,9623283380,2022_09_17_07_04_33
0.339,0.339,83.151,9623283380,2022_09_17_07_04_33
0.326,0.326,83.477,9623283380,2022_09_17_07_04_33
0.309,0.309,83.786,9623283380,2022_09_17_07_04_33
