time,rr,time_sec,key,time_created
0.667,0.667,0.667,9611569644,2022_09_15_06_35_27
0.646,0.646,1.3130000000000002,9611569644,2022_09_15_06_35_27
0.641,0.641,1.9540000000000002,9611569644,2022_09_15_06_35_27
0.634,0.634,2.588,9611569644,2022_09_15_06_35_27
0.627,0.627,3.215,9611569644,2022_09_15_06_35_27
0.622,0.622,3.837,9611569644,2022_09_15_06_35_27
0.609,0.609,4.446,9611569644,2022_09_15_06_35_27
1.196,1.196,5.642,9611569644,2022_09_15_06_35_27
1.753,1.753,7.395,9611569644,2022_09_15_06_35_27
0.589,0.589,7.984,9611569644,2022_09_15_06_35_27
0.565,0.565,8.549,9611569644,2022_09_15_06_35_27
0.563,0.563,9.112,9611569644,2022_09_15_06_35_27
0.572,0.572,9.684,9611569644,2022_09_15_06_35_27
0.563,0.563,10.247,9611569644,2022_09_15_06_35_27
0.534,0.534,10.780999999999999,9611569644,2022_09_15_06_35_27
0.569,0.569,11.35,9611569644,2022_09_15_06_35_27
0.553,0.553,11.903,9611569644,2022_09_15_06_35_27
0.534,0.534,12.437,9611569644,2022_09_15_06_35_27
0.544,0.544,12.981,9611569644,2022_09_15_06_35_27
0.54,0.54,13.520999999999999,9611569644,2022_09_15_06_35_27
0.532,0.532,14.052999999999999,9611569644,2022_09_15_06_35_27
0.529,0.529,14.582,9611569644,2022_09_15_06_35_27
0.519,0.519,15.100999999999999,9611569644,2022_09_15_06_35_27
0.527,0.527,15.628,9611569644,2022_09_15_06_35_27
1.031,1.031,16.659,9611569644,2022_09_15_06_35_27
1.022,1.022,17.681,9611569644,2022_09_15_06_35_27
1.016,1.016,18.697,9611569644,2022_09_15_06_35_27
1.003,1.003,19.7,9611569644,2022_09_15_06_35_27
0.997,0.997,20.697,9611569644,2022_09_15_06_35_27
0.505,0.505,21.201999999999998,9611569644,2022_09_15_06_35_27
0.494,0.494,21.695999999999998,9611569644,2022_09_15_06_35_27
0.499,0.499,22.195,9611569644,2022_09_15_06_35_27
0.498,0.498,22.693,9611569644,2022_09_15_06_35_27
0.499,0.499,23.192,9611569644,2022_09_15_06_35_27
0.494,0.494,23.686,9611569644,2022_09_15_06_35_27
1.981,1.981,25.667,9611569644,2022_09_15_06_35_27
0.482,0.482,26.149,9611569644,2022_09_15_06_35_27
0.506,0.506,26.655,9611569644,2022_09_15_06_35_27
0.489,0.489,27.144,9611569644,2022_09_15_06_35_27
0.496,0.496,27.64,9611569644,2022_09_15_06_35_27
0.475,0.475,28.115,9611569644,2022_09_15_06_35_27
0.51,0.51,28.625,9611569644,2022_09_15_06_35_27
0.48,0.48,29.105,9611569644,2022_09_15_06_35_27
0.499,0.499,29.604,9611569644,2022_09_15_06_35_27
0.482,0.482,30.086,9611569644,2022_09_15_06_35_27
0.495,0.495,30.581,9611569644,2022_09_15_06_35_27
0.483,0.483,31.064,9611569644,2022_09_15_06_35_27
0.983,0.983,32.047,9611569644,2022_09_15_06_35_27
0.981,0.981,33.028,9611569644,2022_09_15_06_35_27
0.47,0.47,33.498,9611569644,2022_09_15_06_35_27
0.506,0.506,34.004,9611569644,2022_09_15_06_35_27
0.48,0.48,34.484,9611569644,2022_09_15_06_35_27
0.498,0.498,34.982,9611569644,2022_09_15_06_35_27
0.479,0.479,35.461,9611569644,2022_09_15_06_35_27
0.497,0.497,35.958,9611569644,2022_09_15_06_35_27
0.484,0.484,36.442,9611569644,2022_09_15_06_35_27
0.974,0.974,37.416,9611569644,2022_09_15_06_35_27
0.492,0.492,37.908,9611569644,2022_09_15_06_35_27
0.484,0.484,38.392,9611569644,2022_09_15_06_35_27
0.969,0.969,39.361,9611569644,2022_09_15_06_35_27
0.49,0.49,39.851,9611569644,2022_09_15_06_35_27
0.487,0.487,40.338,9611569644,2022_09_15_06_35_27
0.983,0.983,41.321,9611569644,2022_09_15_06_35_27
0.485,0.485,41.806,9611569644,2022_09_15_06_35_27
0.494,0.494,42.3,9611569644,2022_09_15_06_35_27
0.985,0.985,43.285,9611569644,2022_09_15_06_35_27
0.503,0.503,43.788,9611569644,2022_09_15_06_35_27
0.49,0.49,44.278,9611569644,2022_09_15_06_35_27
0.498,0.498,44.775999999999996,9611569644,2022_09_15_06_35_27
0.486,0.486,45.262,9611569644,2022_09_15_06_35_27
0.501,0.501,45.763,9611569644,2022_09_15_06_35_27
0.497,0.497,46.26,9611569644,2022_09_15_06_35_27
0.5,0.5,46.76,9611569644,2022_09_15_06_35_27
0.476,0.476,47.236,9611569644,2022_09_15_06_35_27
0.513,0.513,47.749,9611569644,2022_09_15_06_35_27
0.481,0.481,48.23,9611569644,2022_09_15_06_35_27
0.968,0.968,49.198,9611569644,2022_09_15_06_35_27
0.501,0.501,49.699,9611569644,2022_09_15_06_35_27
0.479,0.479,50.178,9611569644,2022_09_15_06_35_27
