time,rr,time_sec,key,time_created
0.468,0.468,0.468,9697057954,2022_09_29_06_50_33
0.706,0.706,1.174,9697057954,2022_09_29_06_50_33
0.443,0.443,1.617,9697057954,2022_09_29_06_50_33
0.336,0.336,1.953,9697057954,2022_09_29_06_50_33
0.642,0.642,2.595,9697057954,2022_09_29_06_50_33
0.585,0.585,3.18,9697057954,2022_09_29_06_50_33
0.937,0.937,4.117,9697057954,2022_09_29_06_50_33
0.429,0.429,4.546,9697057954,2022_09_29_06_50_33
0.986,0.986,5.532,9697057954,2022_09_29_06_50_33
0.82,0.82,6.352,9697057954,2022_09_29_06_50_33
0.827,0.827,7.179,9697057954,2022_09_29_06_50_33
0.506,0.506,7.685,9697057954,2022_09_29_06_50_33
0.288,0.288,7.973,9697057954,2022_09_29_06_50_33
0.509,0.509,8.482,9697057954,2022_09_29_06_50_33
0.317,0.317,8.799,9697057954,2022_09_29_06_50_33
0.342,0.342,9.141,9697057954,2022_09_29_06_50_33
0.319,0.319,9.46,9697057954,2022_09_29_06_50_33
0.647,0.647,10.107,9697057954,2022_09_29_06_50_33
1.278,1.278,11.385,9697057954,2022_09_29_06_50_33
0.94,0.94,12.325,9697057954,2022_09_29_06_50_33
1.282,1.282,13.607,9697057954,2022_09_29_06_50_33
1.172,1.172,14.779,9697057954,2022_09_29_06_50_33
0.964,0.964,15.743,9697057954,2022_09_29_06_50_33
0.512,0.512,16.255,9697057954,2022_09_29_06_50_33
0.666,0.666,16.921,9697057954,2022_09_29_06_50_33
0.326,0.326,17.247,9697057954,2022_09_29_06_50_33
0.526,0.526,17.773,9697057954,2022_09_29_06_50_33
0.734,0.734,18.507,9697057954,2022_09_29_06_50_33
0.376,0.376,18.883,9697057954,2022_09_29_06_50_33
0.273,0.273,19.156,9697057954,2022_09_29_06_50_33
0.676,0.676,19.832,9697057954,2022_09_29_06_50_33
0.328,0.328,20.16,9697057954,2022_09_29_06_50_33
0.329,0.329,20.489,9697057954,2022_09_29_06_50_33
0.333,0.333,20.822,9697057954,2022_09_29_06_50_33
1.29,1.29,22.112000000000002,9697057954,2022_09_29_06_50_33
1.309,1.309,23.421,9697057954,2022_09_29_06_50_33
1.291,1.291,24.712,9697057954,2022_09_29_06_50_33
0.849,0.849,25.561,9697057954,2022_09_29_06_50_33
0.459,0.459,26.02,9697057954,2022_09_29_06_50_33
1.283,1.283,27.303,9697057954,2022_09_29_06_50_33
0.316,0.316,27.619,9697057954,2022_09_29_06_50_33
