time,rr,time_sec,key,time_created
0.567,0.567,0.567,10202252947,2022_12_28_11_30_48
0.555,0.555,1.1219999999999999,10202252947,2022_12_28_11_30_48
0.543,0.543,1.665,10202252947,2022_12_28_11_30_48
0.538,0.538,2.2030000000000003,10202252947,2022_12_28_11_30_48
0.539,0.539,2.742,10202252947,2022_12_28_11_30_48
0.52,0.52,3.262,10202252947,2022_12_28_11_30_48
0.524,0.524,3.786,10202252947,2022_12_28_11_30_48
0.533,0.533,4.319,10202252947,2022_12_28_11_30_48
0.513,0.513,4.832,10202252947,2022_12_28_11_30_48
0.509,0.509,5.341,10202252947,2022_12_28_11_30_48
0.518,0.518,5.859,10202252947,2022_12_28_11_30_48
0.491,0.491,6.3500000000000005,10202252947,2022_12_28_11_30_48
0.514,0.514,6.864,10202252947,2022_12_28_11_30_48
0.5,0.5,7.364,10202252947,2022_12_28_11_30_48
0.497,0.497,7.861000000000001,10202252947,2022_12_28_11_30_48
0.498,0.498,8.359,10202252947,2022_12_28_11_30_48
0.489,0.489,8.848,10202252947,2022_12_28_11_30_48
0.502,0.502,9.35,10202252947,2022_12_28_11_30_48
0.484,0.484,9.834,10202252947,2022_12_28_11_30_48
0.495,0.495,10.329,10202252947,2022_12_28_11_30_48
0.476,0.476,10.805,10202252947,2022_12_28_11_30_48
0.492,0.492,11.297,10202252947,2022_12_28_11_30_48
0.477,0.477,11.774000000000001,10202252947,2022_12_28_11_30_48
0.478,0.478,12.252,10202252947,2022_12_28_11_30_48
0.479,0.479,12.731,10202252947,2022_12_28_11_30_48
0.48,0.48,13.211,10202252947,2022_12_28_11_30_48
0.475,0.475,13.686,10202252947,2022_12_28_11_30_48
0.46,0.46,14.146,10202252947,2022_12_28_11_30_48
0.482,0.482,14.628,10202252947,2022_12_28_11_30_48
0.458,0.458,15.086,10202252947,2022_12_28_11_30_48
0.471,0.471,15.557,10202252947,2022_12_28_11_30_48
0.456,0.456,16.013,10202252947,2022_12_28_11_30_48
0.936,0.936,16.949,10202252947,2022_12_28_11_30_48
0.444,0.444,17.393,10202252947,2022_12_28_11_30_48
0.465,0.465,17.858,10202252947,2022_12_28_11_30_48
0.452,0.452,18.31,10202252947,2022_12_28_11_30_48
0.441,0.441,18.751,10202252947,2022_12_28_11_30_48
0.463,0.463,19.214,10202252947,2022_12_28_11_30_48
0.438,0.438,19.652,10202252947,2022_12_28_11_30_48
0.443,0.443,20.095,10202252947,2022_12_28_11_30_48
0.451,0.451,20.546,10202252947,2022_12_28_11_30_48
0.436,0.436,20.982,10202252947,2022_12_28_11_30_48
0.439,0.439,21.421,10202252947,2022_12_28_11_30_48
0.443,0.443,21.864,10202252947,2022_12_28_11_30_48
0.43,0.43,22.294,10202252947,2022_12_28_11_30_48
0.87,0.87,23.164,10202252947,2022_12_28_11_30_48
0.425,0.425,23.589,10202252947,2022_12_28_11_30_48
0.431,0.431,24.02,10202252947,2022_12_28_11_30_48
0.438,0.438,24.458,10202252947,2022_12_28_11_30_48
0.421,0.421,24.879,10202252947,2022_12_28_11_30_48
0.416,0.416,25.295,10202252947,2022_12_28_11_30_48
0.433,0.433,25.728,10202252947,2022_12_28_11_30_48
0.423,0.423,26.151,10202252947,2022_12_28_11_30_48
0.414,0.414,26.565,10202252947,2022_12_28_11_30_48
0.85,0.85,27.415,10202252947,2022_12_28_11_30_48
0.405,0.405,27.82,10202252947,2022_12_28_11_30_48
0.845,0.845,28.665,10202252947,2022_12_28_11_30_48
0.412,0.412,29.077,10202252947,2022_12_28_11_30_48
0.412,0.412,29.489,10202252947,2022_12_28_11_30_48
0.835,0.835,30.324,10202252947,2022_12_28_11_30_48
0.402,0.402,30.726,10202252947,2022_12_28_11_30_48
0.404,0.404,31.13,10202252947,2022_12_28_11_30_48
0.426,0.426,31.556,10202252947,2022_12_28_11_30_48
0.413,0.413,31.969,10202252947,2022_12_28_11_30_48
1.233,1.233,33.202,10202252947,2022_12_28_11_30_48
0.41,0.41,33.612,10202252947,2022_12_28_11_30_48
0.803,0.803,34.415,10202252947,2022_12_28_11_30_48
0.421,0.421,34.836,10202252947,2022_12_28_11_30_48
0.412,0.412,35.248,10202252947,2022_12_28_11_30_48
0.395,0.395,35.643,10202252947,2022_12_28_11_30_48
0.411,0.411,36.054,10202252947,2022_12_28_11_30_48
0.413,0.413,36.467,10202252947,2022_12_28_11_30_48
0.41,0.41,36.877,10202252947,2022_12_28_11_30_48
0.402,0.402,37.279,10202252947,2022_12_28_11_30_48
0.4,0.4,37.679,10202252947,2022_12_28_11_30_48
1.224,1.224,38.903,10202252947,2022_12_28_11_30_48
0.402,0.402,39.305,10202252947,2022_12_28_11_30_48
0.404,0.404,39.709,10202252947,2022_12_28_11_30_48
0.413,0.413,40.122,10202252947,2022_12_28_11_30_48
0.396,0.396,40.518,10202252947,2022_12_28_11_30_48
0.4,0.4,40.918,10202252947,2022_12_28_11_30_48
0.411,0.411,41.329,10202252947,2022_12_28_11_30_48
0.408,0.408,41.737,10202252947,2022_12_28_11_30_48
0.401,0.401,42.138,10202252947,2022_12_28_11_30_48
0.399,0.399,42.537,10202252947,2022_12_28_11_30_48
0.396,0.396,42.933,10202252947,2022_12_28_11_30_48
0.816,0.816,43.749,10202252947,2022_12_28_11_30_48
0.396,0.396,44.145,10202252947,2022_12_28_11_30_48
0.394,0.394,44.539,10202252947,2022_12_28_11_30_48
0.39,0.39,44.929,10202252947,2022_12_28_11_30_48
0.411,0.411,45.34,10202252947,2022_12_28_11_30_48
0.399,0.399,45.739,10202252947,2022_12_28_11_30_48
0.392,0.392,46.131,10202252947,2022_12_28_11_30_48
0.396,0.396,46.527,10202252947,2022_12_28_11_30_48
0.391,0.391,46.918,10202252947,2022_12_28_11_30_48
0.408,0.408,47.326,10202252947,2022_12_28_11_30_48
0.399,0.399,47.725,10202252947,2022_12_28_11_30_48
0.387,0.387,48.112,10202252947,2022_12_28_11_30_48
0.392,0.392,48.504,10202252947,2022_12_28_11_30_48
0.387,0.387,48.891,10202252947,2022_12_28_11_30_48
0.407,0.407,49.298,10202252947,2022_12_28_11_30_48
0.401,0.401,49.699,10202252947,2022_12_28_11_30_48
0.779,0.779,50.478,10202252947,2022_12_28_11_30_48
0.388,0.388,50.866,10202252947,2022_12_28_11_30_48
0.801,0.801,51.667,10202252947,2022_12_28_11_30_48
0.39,0.39,52.057,10202252947,2022_12_28_11_30_48
0.385,0.385,52.442,10202252947,2022_12_28_11_30_48
0.388,0.388,52.83,10202252947,2022_12_28_11_30_48
0.401,0.401,53.231,10202252947,2022_12_28_11_30_48
0.392,0.392,53.623,10202252947,2022_12_28_11_30_48
0.774,0.774,54.397,10202252947,2022_12_28_11_30_48
0.389,0.389,54.786,10202252947,2022_12_28_11_30_48
0.398,0.398,55.184,10202252947,2022_12_28_11_30_48
0.393,0.393,55.577,10202252947,2022_12_28_11_30_48
0.395,0.395,55.972,10202252947,2022_12_28_11_30_48
0.383,0.383,56.355000000000004,10202252947,2022_12_28_11_30_48
0.772,0.772,57.127,10202252947,2022_12_28_11_30_48
0.39,0.39,57.517,10202252947,2022_12_28_11_30_48
0.393,0.393,57.910000000000004,10202252947,2022_12_28_11_30_48
0.389,0.389,58.299,10202252947,2022_12_28_11_30_48
0.378,0.378,58.677,10202252947,2022_12_28_11_30_48
0.384,0.384,59.061,10202252947,2022_12_28_11_30_48
0.385,0.385,59.446,10202252947,2022_12_28_11_30_48
0.397,0.397,59.843,10202252947,2022_12_28_11_30_48
0.388,0.388,60.231,10202252947,2022_12_28_11_30_48
0.379,0.379,60.61,10202252947,2022_12_28_11_30_48
0.383,0.383,60.993,10202252947,2022_12_28_11_30_48
0.378,0.378,61.371,10202252947,2022_12_28_11_30_48
1.163,1.163,62.534,10202252947,2022_12_28_11_30_48
0.381,0.381,62.915,10202252947,2022_12_28_11_30_48
0.365,0.365,63.28,10202252947,2022_12_28_11_30_48
0.396,0.396,63.676,10202252947,2022_12_28_11_30_48
0.378,0.378,64.054,10202252947,2022_12_28_11_30_48
0.394,0.394,64.44800000000001,10202252947,2022_12_28_11_30_48
0.39,0.39,64.838,10202252947,2022_12_28_11_30_48
0.376,0.376,65.214,10202252947,2022_12_28_11_30_48
0.755,0.755,65.969,10202252947,2022_12_28_11_30_48
0.385,0.385,66.354,10202252947,2022_12_28_11_30_48
0.379,0.379,66.733,10202252947,2022_12_28_11_30_48
0.39,0.39,67.123,10202252947,2022_12_28_11_30_48
0.381,0.381,67.504,10202252947,2022_12_28_11_30_48
0.372,0.372,67.876,10202252947,2022_12_28_11_30_48
0.384,0.384,68.26,10202252947,2022_12_28_11_30_48
0.377,0.377,68.637,10202252947,2022_12_28_11_30_48
0.77,0.77,69.407,10202252947,2022_12_28_11_30_48
0.385,0.385,69.792,10202252947,2022_12_28_11_30_48
0.37,0.37,70.162,10202252947,2022_12_28_11_30_48
0.761,0.761,70.923,10202252947,2022_12_28_11_30_48
0.376,0.376,71.299,10202252947,2022_12_28_11_30_48
0.39,0.39,71.68900000000001,10202252947,2022_12_28_11_30_48
0.385,0.385,72.074,10202252947,2022_12_28_11_30_48
0.373,0.373,72.447,10202252947,2022_12_28_11_30_48
0.369,0.369,72.816,10202252947,2022_12_28_11_30_48
0.377,0.377,73.193,10202252947,2022_12_28_11_30_48
0.385,0.385,73.578,10202252947,2022_12_28_11_30_48
0.377,0.377,73.955,10202252947,2022_12_28_11_30_48
0.386,0.386,74.341,10202252947,2022_12_28_11_30_48
0.383,0.383,74.724,10202252947,2022_12_28_11_30_48
0.371,0.371,75.095,10202252947,2022_12_28_11_30_48
0.372,0.372,75.467,10202252947,2022_12_28_11_30_48
0.374,0.374,75.841,10202252947,2022_12_28_11_30_48
0.385,0.385,76.226,10202252947,2022_12_28_11_30_48
0.376,0.376,76.602,10202252947,2022_12_28_11_30_48
0.385,0.385,76.987,10202252947,2022_12_28_11_30_48
0.38,0.38,77.367,10202252947,2022_12_28_11_30_48
0.369,0.369,77.736,10202252947,2022_12_28_11_30_48
0.371,0.371,78.107,10202252947,2022_12_28_11_30_48
0.371,0.371,78.478,10202252947,2022_12_28_11_30_48
1.144,1.144,79.622,10202252947,2022_12_28_11_30_48
0.379,0.379,80.001,10202252947,2022_12_28_11_30_48
0.369,0.369,80.37,10202252947,2022_12_28_11_30_48
0.377,0.377,80.747,10202252947,2022_12_28_11_30_48
0.371,0.371,81.118,10202252947,2022_12_28_11_30_48
0.752,0.752,81.87,10202252947,2022_12_28_11_30_48
0.388,0.388,82.258,10202252947,2022_12_28_11_30_48
0.377,0.377,82.635,10202252947,2022_12_28_11_30_48
0.374,0.374,83.009,10202252947,2022_12_28_11_30_48
0.375,0.375,83.384,10202252947,2022_12_28_11_30_48
0.371,0.371,83.755,10202252947,2022_12_28_11_30_48
0.377,0.377,84.132,10202252947,2022_12_28_11_30_48
0.372,0.372,84.504,10202252947,2022_12_28_11_30_48
0.39,0.39,84.894,10202252947,2022_12_28_11_30_48
0.378,0.378,85.272,10202252947,2022_12_28_11_30_48
0.378,0.378,85.65,10202252947,2022_12_28_11_30_48
0.376,0.376,86.026,10202252947,2022_12_28_11_30_48
0.366,0.366,86.392,10202252947,2022_12_28_11_30_48
0.379,0.379,86.771,10202252947,2022_12_28_11_30_48
0.373,0.373,87.144,10202252947,2022_12_28_11_30_48
1.144,1.144,88.288,10202252947,2022_12_28_11_30_48
0.376,0.376,88.664,10202252947,2022_12_28_11_30_48
0.373,0.373,89.037,10202252947,2022_12_28_11_30_48
0.376,0.376,89.413,10202252947,2022_12_28_11_30_48
0.37,0.37,89.783,10202252947,2022_12_28_11_30_48
0.373,0.373,90.156,10202252947,2022_12_28_11_30_48
0.374,0.374,90.53,10202252947,2022_12_28_11_30_48
0.387,0.387,90.917,10202252947,2022_12_28_11_30_48
0.377,0.377,91.294,10202252947,2022_12_28_11_30_48
0.379,0.379,91.673,10202252947,2022_12_28_11_30_48
0.376,0.376,92.049,10202252947,2022_12_28_11_30_48
0.367,0.367,92.416,10202252947,2022_12_28_11_30_48
0.368,0.368,92.784,10202252947,2022_12_28_11_30_48
0.374,0.374,93.158,10202252947,2022_12_28_11_30_48
0.378,0.378,93.536,10202252947,2022_12_28_11_30_48
0.373,0.373,93.909,10202252947,2022_12_28_11_30_48
0.763,0.763,94.672,10202252947,2022_12_28_11_30_48
0.371,0.371,95.043,10202252947,2022_12_28_11_30_48
0.364,0.364,95.407,10202252947,2022_12_28_11_30_48
0.372,0.372,95.779,10202252947,2022_12_28_11_30_48
0.382,0.382,96.161,10202252947,2022_12_28_11_30_48
0.371,0.371,96.532,10202252947,2022_12_28_11_30_48
0.38,0.38,96.912,10202252947,2022_12_28_11_30_48
0.759,0.759,97.671,10202252947,2022_12_28_11_30_48
0.372,0.372,98.043,10202252947,2022_12_28_11_30_48
0.744,0.744,98.787,10202252947,2022_12_28_11_30_48
0.372,0.372,99.159,10202252947,2022_12_28_11_30_48
0.381,0.381,99.54,10202252947,2022_12_28_11_30_48
0.756,0.756,100.296,10202252947,2022_12_28_11_30_48
0.381,0.381,100.677,10202252947,2022_12_28_11_30_48
0.367,0.367,101.044,10202252947,2022_12_28_11_30_48
0.374,0.374,101.418,10202252947,2022_12_28_11_30_48
0.369,0.369,101.787,10202252947,2022_12_28_11_30_48
0.374,0.374,102.161,10202252947,2022_12_28_11_30_48
0.364,0.364,102.525,10202252947,2022_12_28_11_30_48
1.137,1.137,103.662,10202252947,2022_12_28_11_30_48
0.372,0.372,104.034,10202252947,2022_12_28_11_30_48
0.741,0.741,104.775,10202252947,2022_12_28_11_30_48
0.369,0.369,105.144,10202252947,2022_12_28_11_30_48
0.373,0.373,105.517,10202252947,2022_12_28_11_30_48
0.366,0.366,105.883,10202252947,2022_12_28_11_30_48
0.38,0.38,106.263,10202252947,2022_12_28_11_30_48
0.371,0.371,106.634,10202252947,2022_12_28_11_30_48
0.381,0.381,107.015,10202252947,2022_12_28_11_30_48
0.743,0.743,107.758,10202252947,2022_12_28_11_30_48
0.361,0.361,108.119,10202252947,2022_12_28_11_30_48
0.368,0.368,108.487,10202252947,2022_12_28_11_30_48
0.374,0.374,108.861,10202252947,2022_12_28_11_30_48
0.373,0.373,109.234,10202252947,2022_12_28_11_30_48
0.743,0.743,109.977,10202252947,2022_12_28_11_30_48
0.381,0.381,110.358,10202252947,2022_12_28_11_30_48
0.37,0.37,110.728,10202252947,2022_12_28_11_30_48
0.742,0.742,111.47,10202252947,2022_12_28_11_30_48
0.361,0.361,111.831,10202252947,2022_12_28_11_30_48
0.365,0.365,112.196,10202252947,2022_12_28_11_30_48
0.364,0.364,112.56,10202252947,2022_12_28_11_30_48
0.374,0.374,112.934,10202252947,2022_12_28_11_30_48
0.365,0.365,113.299,10202252947,2022_12_28_11_30_48
0.753,0.753,114.052,10202252947,2022_12_28_11_30_48
0.362,0.362,114.414,10202252947,2022_12_28_11_30_48
1.104,1.104,115.518,10202252947,2022_12_28_11_30_48
0.368,0.368,115.886,10202252947,2022_12_28_11_30_48
0.37,0.37,116.256,10202252947,2022_12_28_11_30_48
0.362,0.362,116.618,10202252947,2022_12_28_11_30_48
0.745,0.745,117.363,10202252947,2022_12_28_11_30_48
0.381,0.381,117.744,10202252947,2022_12_28_11_30_48
0.369,0.369,118.113,10202252947,2022_12_28_11_30_48
0.363,0.363,118.476,10202252947,2022_12_28_11_30_48
0.375,0.375,118.851,10202252947,2022_12_28_11_30_48
0.363,0.363,119.214,10202252947,2022_12_28_11_30_48
0.361,0.361,119.575,10202252947,2022_12_28_11_30_48
0.369,0.369,119.944,10202252947,2022_12_28_11_30_48
0.373,0.373,120.31700000000001,10202252947,2022_12_28_11_30_48
0.365,0.365,120.682,10202252947,2022_12_28_11_30_48
1.12,1.12,121.802,10202252947,2022_12_28_11_30_48
0.366,0.366,122.168,10202252947,2022_12_28_11_30_48
0.373,0.373,122.541,10202252947,2022_12_28_11_30_48
0.366,0.366,122.907,10202252947,2022_12_28_11_30_48
0.363,0.363,123.27,10202252947,2022_12_28_11_30_48
0.363,0.363,123.633,10202252947,2022_12_28_11_30_48
0.365,0.365,123.998,10202252947,2022_12_28_11_30_48
0.372,0.372,124.37,10202252947,2022_12_28_11_30_48
0.363,0.363,124.733,10202252947,2022_12_28_11_30_48
0.379,0.379,125.112,10202252947,2022_12_28_11_30_48
0.363,0.363,125.475,10202252947,2022_12_28_11_30_48
0.751,0.751,126.226,10202252947,2022_12_28_11_30_48
0.367,0.367,126.593,10202252947,2022_12_28_11_30_48
0.726,0.726,127.319,10202252947,2022_12_28_11_30_48
0.371,0.371,127.69,10202252947,2022_12_28_11_30_48
0.365,0.365,128.055,10202252947,2022_12_28_11_30_48
0.73,0.73,128.785,10202252947,2022_12_28_11_30_48
0.38,0.38,129.165,10202252947,2022_12_28_11_30_48
0.366,0.366,129.531,10202252947,2022_12_28_11_30_48
0.75,0.75,130.281,10202252947,2022_12_28_11_30_48
0.368,0.368,130.649,10202252947,2022_12_28_11_30_48
0.361,0.361,131.01,10202252947,2022_12_28_11_30_48
0.733,0.733,131.743,10202252947,2022_12_28_11_30_48
0.366,0.366,132.109,10202252947,2022_12_28_11_30_48
0.365,0.365,132.474,10202252947,2022_12_28_11_30_48
0.367,0.367,132.841,10202252947,2022_12_28_11_30_48
0.373,0.373,133.214,10202252947,2022_12_28_11_30_48
0.36,0.36,133.574,10202252947,2022_12_28_11_30_48
0.741,0.741,134.315,10202252947,2022_12_28_11_30_48
0.378,0.378,134.693,10202252947,2022_12_28_11_30_48
0.37,0.37,135.063,10202252947,2022_12_28_11_30_48
0.37,0.37,135.433,10202252947,2022_12_28_11_30_48
0.37,0.37,135.803,10202252947,2022_12_28_11_30_48
0.361,0.361,136.164,10202252947,2022_12_28_11_30_48
0.729,0.729,136.893,10202252947,2022_12_28_11_30_48
0.369,0.369,137.262,10202252947,2022_12_28_11_30_48
0.729,0.729,137.991,10202252947,2022_12_28_11_30_48
0.369,0.369,138.36,10202252947,2022_12_28_11_30_48
0.741,0.741,139.101,10202252947,2022_12_28_11_30_48
0.376,0.376,139.477,10202252947,2022_12_28_11_30_48
0.376,0.376,139.853,10202252947,2022_12_28_11_30_48
0.365,0.365,140.218,10202252947,2022_12_28_11_30_48
0.365,0.365,140.583,10202252947,2022_12_28_11_30_48
0.729,0.729,141.312,10202252947,2022_12_28_11_30_48
0.365,0.365,141.677,10202252947,2022_12_28_11_30_48
0.363,0.363,142.04,10202252947,2022_12_28_11_30_48
0.362,0.362,142.402,10202252947,2022_12_28_11_30_48
0.372,0.372,142.774,10202252947,2022_12_28_11_30_48
0.362,0.362,143.136,10202252947,2022_12_28_11_30_48
0.294,0.294,143.43,10202252947,2022_12_28_11_30_48
0.437,0.437,143.867,10202252947,2022_12_28_11_30_48
0.379,0.379,144.246,10202252947,2022_12_28_11_30_48
0.366,0.366,144.612,10202252947,2022_12_28_11_30_48
0.747,0.747,145.359,10202252947,2022_12_28_11_30_48
0.365,0.365,145.724,10202252947,2022_12_28_11_30_48
0.363,0.363,146.087,10202252947,2022_12_28_11_30_48
0.732,0.732,146.819,10202252947,2022_12_28_11_30_48
0.362,0.362,147.181,10202252947,2022_12_28_11_30_48
0.365,0.365,147.546,10202252947,2022_12_28_11_30_48
0.367,0.367,147.913,10202252947,2022_12_28_11_30_48
0.37,0.37,148.283,10202252947,2022_12_28_11_30_48
0.36,0.36,148.643,10202252947,2022_12_28_11_30_48
1.116,1.116,149.759,10202252947,2022_12_28_11_30_48
1.104,1.104,150.863,10202252947,2022_12_28_11_30_48
0.361,0.361,151.224,10202252947,2022_12_28_11_30_48
0.36,0.36,151.584,10202252947,2022_12_28_11_30_48
0.366,0.366,151.95,10202252947,2022_12_28_11_30_48
0.371,0.371,152.321,10202252947,2022_12_28_11_30_48
0.361,0.361,152.682,10202252947,2022_12_28_11_30_48
0.729,0.729,153.411,10202252947,2022_12_28_11_30_48
0.369,0.369,153.78,10202252947,2022_12_28_11_30_48
0.365,0.365,154.145,10202252947,2022_12_28_11_30_48
0.377,0.377,154.522,10202252947,2022_12_28_11_30_48
0.365,0.365,154.887,10202252947,2022_12_28_11_30_48
0.744,0.744,155.631,10202252947,2022_12_28_11_30_48
0.365,0.365,155.996,10202252947,2022_12_28_11_30_48
0.361,0.361,156.357,10202252947,2022_12_28_11_30_48
0.365,0.365,156.722,10202252947,2022_12_28_11_30_48
1.101,1.101,157.823,10202252947,2022_12_28_11_30_48
0.361,0.361,158.184,10202252947,2022_12_28_11_30_48
0.738,0.738,158.922,10202252947,2022_12_28_11_30_48
0.375,0.375,159.297,10202252947,2022_12_28_11_30_48
0.37,0.37,159.667,10202252947,2022_12_28_11_30_48
0.371,0.371,160.038,10202252947,2022_12_28_11_30_48
0.372,0.372,160.41,10202252947,2022_12_28_11_30_48
0.721,0.721,161.131,10202252947,2022_12_28_11_30_48
0.365,0.365,161.496,10202252947,2022_12_28_11_30_48
0.372,0.372,161.868,10202252947,2022_12_28_11_30_48
0.362,0.362,162.23,10202252947,2022_12_28_11_30_48
0.365,0.365,162.595,10202252947,2022_12_28_11_30_48
0.363,0.363,162.958,10202252947,2022_12_28_11_30_48
0.38,0.38,163.338,10202252947,2022_12_28_11_30_48
0.365,0.365,163.703,10202252947,2022_12_28_11_30_48
0.372,0.372,164.075,10202252947,2022_12_28_11_30_48
0.741,0.741,164.816,10202252947,2022_12_28_11_30_48
0.368,0.368,165.184,10202252947,2022_12_28_11_30_48
0.362,0.362,165.546,10202252947,2022_12_28_11_30_48
0.36,0.36,165.906,10202252947,2022_12_28_11_30_48
0.363,0.363,166.269,10202252947,2022_12_28_11_30_48
0.366,0.366,166.635,10202252947,2022_12_28_11_30_48
0.359,0.359,166.994,10202252947,2022_12_28_11_30_48
0.368,0.368,167.362,10202252947,2022_12_28_11_30_48
0.365,0.365,167.727,10202252947,2022_12_28_11_30_48
0.734,0.734,168.461,10202252947,2022_12_28_11_30_48
0.374,0.374,168.835,10202252947,2022_12_28_11_30_48
0.375,0.375,169.21,10202252947,2022_12_28_11_30_48
0.363,0.363,169.573,10202252947,2022_12_28_11_30_48
0.358,0.358,169.931,10202252947,2022_12_28_11_30_48
0.364,0.364,170.295,10202252947,2022_12_28_11_30_48
0.368,0.368,170.663,10202252947,2022_12_28_11_30_48
0.365,0.365,171.028,10202252947,2022_12_28_11_30_48
0.729,0.729,171.757,10202252947,2022_12_28_11_30_48
0.37,0.37,172.127,10202252947,2022_12_28_11_30_48
0.362,0.362,172.489,10202252947,2022_12_28_11_30_48
1.113,1.113,173.602,10202252947,2022_12_28_11_30_48
0.367,0.367,173.969,10202252947,2022_12_28_11_30_48
0.738,0.738,174.707,10202252947,2022_12_28_11_30_48
0.362,0.362,175.069,10202252947,2022_12_28_11_30_48
0.358,0.358,175.427,10202252947,2022_12_28_11_30_48
0.73,0.73,176.157,10202252947,2022_12_28_11_30_48
0.728,0.728,176.885,10202252947,2022_12_28_11_30_48
0.365,0.365,177.25,10202252947,2022_12_28_11_30_48
0.364,0.364,177.614,10202252947,2022_12_28_11_30_48
0.364,0.364,177.978,10202252947,2022_12_28_11_30_48
0.735,0.735,178.713,10202252947,2022_12_28_11_30_48
0.373,0.373,179.086,10202252947,2022_12_28_11_30_48
0.372,0.372,179.458,10202252947,2022_12_28_11_30_48
0.361,0.361,179.819,10202252947,2022_12_28_11_30_48
0.354,0.354,180.173,10202252947,2022_12_28_11_30_48
0.732,0.732,180.905,10202252947,2022_12_28_11_30_48
0.361,0.361,181.266,10202252947,2022_12_28_11_30_48
0.361,0.361,181.627,10202252947,2022_12_28_11_30_48
0.359,0.359,181.986,10202252947,2022_12_28_11_30_48
0.37,0.37,182.356,10202252947,2022_12_28_11_30_48
0.36,0.36,182.716,10202252947,2022_12_28_11_30_48
0.737,0.737,183.453,10202252947,2022_12_28_11_30_48
0.371,0.371,183.824,10202252947,2022_12_28_11_30_48
0.361,0.361,184.185,10202252947,2022_12_28_11_30_48
0.735,0.735,184.92,10202252947,2022_12_28_11_30_48
0.36,0.36,185.28,10202252947,2022_12_28_11_30_48
0.355,0.355,185.635,10202252947,2022_12_28_11_30_48
0.363,0.363,185.998,10202252947,2022_12_28_11_30_48
0.368,0.368,186.36599999999999,10202252947,2022_12_28_11_30_48
0.358,0.358,186.724,10202252947,2022_12_28_11_30_48
0.363,0.363,187.087,10202252947,2022_12_28_11_30_48
0.357,0.357,187.444,10202252947,2022_12_28_11_30_48
0.732,0.732,188.176,10202252947,2022_12_28_11_30_48
0.375,0.375,188.551,10202252947,2022_12_28_11_30_48
0.369,0.369,188.92,10202252947,2022_12_28_11_30_48
0.365,0.365,189.285,10202252947,2022_12_28_11_30_48
0.365,0.365,189.65,10202252947,2022_12_28_11_30_48
0.36,0.36,190.01,10202252947,2022_12_28_11_30_48
0.354,0.354,190.364,10202252947,2022_12_28_11_30_48
0.364,0.364,190.728,10202252947,2022_12_28_11_30_48
0.715,0.715,191.443,10202252947,2022_12_28_11_30_48
1.093,1.093,192.536,10202252947,2022_12_28_11_30_48
0.357,0.357,192.893,10202252947,2022_12_28_11_30_48
