serial_number,time_created,manufacturer,product,number,type,hrm_connect,name,sport,sub_sport,key
3935516471,2021_12_13_18_38_08,garmin,2431,65535,activity,TRUE,Bike Indoor,cycling,indoor_cycling,7958949092
