"ID","data","event","event_group","event_type","timestamp"
2020-08-26 10:40:19,0,"timer",0,"start",2020-08-26 08:22:35
2020-08-26 10:40:19,0,"timer",0,"stop_all",2020-08-26 08:24:23
2020-08-26 10:40:19,4,NA,255,"marker",2020-08-26 08:24:23
2020-08-26 10:40:19,0,"timer",0,"start",2020-08-26 08:33:51
2020-08-26 10:40:19,0,"timer",0,"stop_all",2020-08-26 08:58:16
2020-08-26 10:40:19,4,NA,255,"marker",2020-08-26 08:58:16
2020-08-26 10:40:19,0,"timer",0,"start",2020-08-26 08:58:28
2020-08-26 10:40:19,4,NA,255,"marker",2020-08-26 09:03:40
2020-08-26 10:40:19,0,"timer",0,"stop_all",2020-08-26 09:03:41
2020-08-26 10:40:19,83,"recovery_hr",255,"marker",2020-08-26 09:05:41
