"ID","data","event","event_group","event_type","timestamp"
2020-09-29 15:56:53,0,"timer",0,"start",2020-09-29 14:43:22
2020-09-29 15:56:53,584,NA,255,"marker",2020-09-29 14:57:36
2020-09-29 15:56:53,0,"timer",0,"stop_all",2020-09-29 14:57:37
2020-09-29 15:56:53,108,"recovery_hr",255,"marker",2020-09-29 14:59:37
2020-09-29 15:56:53,0,"timer",0,"start",2020-09-29 15:07:53
2020-09-29 15:56:53,874,NA,255,"marker",2020-09-29 15:32:19
2020-09-29 15:56:53,0,"timer",0,"stop_all",2020-09-29 15:32:20
2020-09-29 15:56:53,153,"recovery_hr",255,"marker",2020-09-29 15:34:20
2020-09-29 15:56:53,0,"timer",0,"start",2020-09-29 15:38:29
2020-09-29 15:56:53,874,NA,255,"marker",2020-09-29 15:38:48
2020-09-29 15:56:53,0,"timer",0,"stop_all",2020-09-29 15:38:49
2020-09-29 15:56:53,0,"timer",0,"start",2020-09-29 15:38:52
2020-09-29 15:56:53,874,NA,255,"marker",2020-09-29 15:50:57
2020-09-29 15:56:53,0,"timer",0,"stop_all",2020-09-29 15:50:58
2020-09-29 15:56:53,0,"timer",0,"start",2020-09-29 15:51:00
2020-09-29 15:56:53,932,NA,255,"marker",2020-09-29 15:54:48
2020-09-29 15:56:53,0,"timer",0,"stop_all",2020-09-29 15:54:49
2020-09-29 15:56:53,0,"timer",0,"start",2020-09-29 15:54:50
2020-09-29 15:56:53,932,NA,255,"marker",2020-09-29 15:55:56
2020-09-29 15:56:53,0,"timer",0,"stop_all",2020-09-29 15:55:57
