"ID","data","event","event_group","event_type","timestamp"
2020-07-10 10:50:32,0,"timer",0,"start",2020-07-10 09:52:28
2020-07-10 10:50:32,352,NA,255,"marker",2020-07-10 10:01:29
2020-07-10 10:50:32,0,"timer",0,"stop_all",2020-07-10 10:01:30
2020-07-10 10:50:32,0,"timer",0,"start",2020-07-10 10:01:34
2020-07-10 10:50:32,816,NA,255,"marker",2020-07-10 10:33:23
2020-07-10 10:50:32,0,"timer",0,"stop_all",2020-07-10 10:33:24
2020-07-10 10:50:32,0,"timer",0,"start",2020-07-10 10:33:39
2020-07-10 10:50:32,874,NA,255,"marker",2020-07-10 10:41:33
2020-07-10 10:50:32,0,"timer",0,"stop_all",2020-07-10 10:41:34
2020-07-10 10:50:32,0,"timer",0,"start",2020-07-10 10:41:46
2020-07-10 10:50:32,932,NA,255,"marker",2020-07-10 10:50:22
2020-07-10 10:50:32,0,"timer",0,"stop_all",2020-07-10 10:50:23
