"ID","avg_cadence","avg_fractional_cadence","avg_heart_rate","avg_speed","avg_stance_time","avg_stance_time_percent","avg_temperature","avg_vertical_oscillation","end_position_lat","end_position_long","event","event_group","event_type","intensity","lap_trigger","max_cadence","max_fractional_cadence","max_heart_rate","max_speed","max_temperature","message_index","sport","start_position_lat","start_position_long","start_time","sub_sport","timestamp","total_ascent","total_calories","total_cycles","total_descent","total_distance","total_elapsed_time","total_fractional_cycles","total_timer_time","wkt_step_index"
2020-11-27 16:43:01,86,0.65625,153,4.57,6553.5,655.35,127,6553.5,538908777,-1111384313,"lap",255,"stop",NA,"distance",95,0,166,5.524,127,NA,"running",538968111,-1111413994,2020-11-27 16:12:23,"generic",2020-11-27 16:15:20,12,36,254,10,804.67,176.085,1.9921875,176.085,NA
2020-11-27 16:43:01,83,0.921875,167,4.485,6553.5,655.35,127,6553.5,538974365,-1111366904,"lap",255,"stop",NA,"distance",86,0.5,174,4.721,127,NA,"running",538909245,-1111384595,2020-11-27 16:15:21,"generic",2020-11-27 16:18:19,14,24,250,17,804.67,179.432,1.9921875,179.432,NA
2020-11-27 16:43:01,82,0.1640625,157,4.51,6553.5,655.35,127,6553.5,538951751,-1111401643,"lap",255,"stop",NA,"distance",84,0.5,172,4.609,127,NA,"running",538974829,-1111366826,2020-11-27 16:18:20,"generic",2020-11-27 16:21:18,8,26,243,13,804.67,178.433,1.9921875,178.433,NA
2020-11-27 16:43:01,80,0.9140625,113,2.924,6553.5,655.35,127,6553.5,538968404,-1111413786,"lap",255,"stop",NA,"manual",83,0,126,4.488,127,NA,"running",538951337,-1111401194,2020-11-27 16:21:19,"generic",2020-11-27 16:23:50,12,23,203,10,444.69,152.094,1.9921875,152.094,NA
2020-11-27 16:43:01,84,0.1328125,98,4.501,6553.5,655.35,127,6553.5,538908627,-1111384250,"lap",255,"stop",NA,"distance",87,0.5,108,4.917,127,NA,"running",538968411,-1111413951,2020-11-27 16:23:50,"generic",2020-11-27 16:26:49,15,24,249,5,804.67,178.773,1.9921875,178.773,NA
2020-11-27 16:43:01,82,0.8046875,85,4.483,6553.5,655.35,127,6553.5,538974048,-1111366768,"lap",255,"stop",NA,"distance",84,0.5,86,4.703,127,NA,"running",538909101,-1111384552,2020-11-27 16:26:50,"generic",2020-11-27 16:29:48,6,19,245,8,804.67,179.505,1.9921875,179.505,NA
2020-11-27 16:43:01,70,0.703125,78,1.197,6553.5,655.35,127,6553.5,538982880,-1111369632,"lap",255,"stop",NA,"manual",83,0,87,4.535,127,NA,"running",538974553,-1111366650,2020-11-27 16:29:49,"generic",2020-11-27 16:31:05,0,4,66,10,91.7,76.608,1.9921875,76.608,NA
2020-11-27 16:43:01,82,0.9609375,71,3.386,6553.5,655.35,127,6553.5,538979452,-1111415405,"lap",255,"stop",NA,"manual",85,0.5,77,3.499,127,NA,"running",538982982,-1111369812,2020-11-27 16:31:05,"generic",2020-11-27 16:33:12,7,19,172,0,430.9,127.248,1.9921875,127.248,NA
2020-11-27 16:43:01,84,0.21875,82,4.417,6553.5,655.35,127,6553.5,538902717,-1111390804,"lap",255,"stop",NA,"distance",89,0,84,4.843,127,NA,"running",538979062,-1111415443,2020-11-27 16:33:12,"generic",2020-11-27 16:36:14,20,27,256,16,804.67,182.191,1.9921875,182.191,NA
2020-11-27 16:43:01,84,0.7109375,84,4.678,6553.5,655.35,127,6553.5,538928922,-1111359184,"lap",255,"stop",NA,"manual",89,0.5,85,4.936,127,NA,"running",538902382,-1111390351,2020-11-27 16:36:15,"generic",2020-11-27 16:37:44,12,9,123,17,421.09,90.007,1.9921875,90.007,NA
2020-11-27 16:43:01,79,0.9609375,82,3.068,6553.5,655.35,127,6553.5,538957232,-1111368270,"lap",255,"stop",NA,"manual",84,0.5,85,4.815,127,NA,"running",538929365,-1111359166,2020-11-27 16:37:44,"generic",2020-11-27 16:39:30,5,8,125,7,290.78,105.63,1.9921875,94.768,NA
2020-11-27 16:43:01,84,0.4921875,83,4.454,6553.5,655.35,127,6553.5,538892249,-1111388814,"lap",255,"stop",NA,"distance",86,0.5,85,4.731,127,NA,"running",538957259,-1111368776,2020-11-27 16:39:30,"generic",2020-11-27 16:42:30,16,20,253,7,804.67,180.645,1.9921875,180.645,NA
2020-11-27 16:43:01,80,0.1953125,84,2.882,6553.5,655.35,127,6553.5,538885304,-1111389836,"lap",255,"stop",NA,"session_end",84,0.5,85,4.451,127,NA,"running",538891828,-1111388767,2020-11-27 16:42:31,"generic",2020-11-27 16:43:01,0,3,28,6,65.67,22.784,1.9921875,22.784,NA
