"ID","data","event","event_group","event_type","timestamp"
2020-05-21 13:34:45,0,"timer",0,"start",2020-05-21 13:00:47
2020-05-21 13:34:45,167,NA,255,"marker",2020-05-21 13:01:11
2020-05-21 13:34:45,0,"timer",0,"stop_all",2020-05-21 13:01:12
2020-05-21 13:34:45,97,"recovery_hr",255,"marker",2020-05-21 13:03:12
2020-05-21 13:34:45,0,"timer",0,"start",2020-05-21 13:04:45
2020-05-21 13:34:45,164,NA,255,"marker",2020-05-21 13:04:46
2020-05-21 13:34:45,0,"timer",0,"stop_all",2020-05-21 13:04:47
2020-05-21 13:34:45,105,"recovery_hr",255,"marker",2020-05-21 13:06:47
2020-05-21 13:34:45,0,"timer",0,"start",2020-05-21 13:08:28
2020-05-21 13:34:45,160,NA,255,"marker",2020-05-21 13:08:40
2020-05-21 13:34:45,0,"timer",0,"stop_all",2020-05-21 13:08:41
2020-05-21 13:34:45,0,"timer",0,"start",2020-05-21 13:08:43
2020-05-21 13:34:45,294,NA,255,"marker",2020-05-21 13:24:47
2020-05-21 13:34:45,0,"timer",0,"stop_all",2020-05-21 13:24:48
2020-05-21 13:34:45,0,"timer",0,"start",2020-05-21 13:25:00
2020-05-21 13:34:45,294,NA,255,"marker",2020-05-21 13:25:04
2020-05-21 13:34:45,0,"timer",0,"stop_all",2020-05-21 13:25:05
2020-05-21 13:34:45,0,"timer",0,"start",2020-05-21 13:26:16
2020-05-21 13:34:45,294,NA,255,"marker",2020-05-21 13:34:27
2020-05-21 13:34:45,0,"timer",0,"stop_all",2020-05-21 13:34:28
