"ID","data","event","event_group","event_type","timestamp"
2019-06-20 07:11:03,0,"timer",0,"start",2019-06-20 06:09:19
2019-06-20 07:11:03,700,NA,255,"marker",2019-06-20 06:26:17
2019-06-20 07:11:03,0,"timer",0,"stop_all",2019-06-20 06:26:18
2019-06-20 07:11:03,0,"timer",0,"start",2019-06-20 06:26:23
2019-06-20 07:11:03,0,"timer",0,"stop_all",2019-06-20 06:51:38
2019-06-20 07:11:03,1338,NA,255,"marker",2019-06-20 06:51:38
2019-06-20 07:11:03,0,"timer",0,"start",2019-06-20 06:52:11
2019-06-20 07:11:03,0,"timer",0,"stop_all",2019-06-20 07:00:04
2019-06-20 07:11:03,1396,NA,255,"marker",2019-06-20 07:00:04
2019-06-20 07:11:03,0,"timer",0,"start",2019-06-20 07:00:52
2019-06-20 07:11:03,1396,NA,255,"marker",2019-06-20 07:01:49
2019-06-20 07:11:03,0,"timer",0,"stop_all",2019-06-20 07:01:50
2019-06-20 07:11:03,0,"timer",0,"start",2019-06-20 07:02:33
2019-06-20 07:11:03,1396,NA,255,"marker",2019-06-20 07:10:54
2019-06-20 07:11:03,0,"timer",0,"stop_all",2019-06-20 07:10:55
