"ID","avg_cadence","avg_fractional_cadence","avg_heart_rate","avg_speed","avg_stance_time","avg_stance_time_percent","avg_temperature","avg_vertical_oscillation","end_position_lat","end_position_long","event","event_group","event_type","intensity","lap_trigger","max_cadence","max_fractional_cadence","max_heart_rate","max_speed","max_temperature","message_index","sport","start_position_lat","start_position_long","start_time","sub_sport","timestamp","total_ascent","total_calories","total_cycles","total_descent","total_distance","total_elapsed_time","total_fractional_cycles","total_timer_time","wkt_step_index"
2019-04-19 11:32:13,74,0,143,5.853,6553.5,655.35,127,6553.5,2147483647,2147483647,"lap",255,"stop",NA,"manual",113,0.5,192,11.122,127,NA,"running",2147483647,2147483647,2019-04-19 11:20:29,"treadmill",2019-04-19 11:20:44,65535,0,8,65535,85.62,14.629,1.9921875,14.629,NA
2019-04-19 11:32:13,86,0.296875,140,0.967,6553.5,655.35,127,6553.5,2147483647,2147483647,"lap",255,"stop",NA,"manual",113,0.5,192,9.34,127,NA,"running",2147483647,2147483647,2019-04-19 11:20:44,"treadmill",2019-04-19 11:22:22,65535,15,52,65535,95.15,98.42,1.9921875,98.42,NA
2019-04-19 11:32:13,111,0,138,2.542,6553.5,655.35,127,6553.5,2147483647,2147483647,"lap",255,"stop",NA,"manual",111,0,155,12.121,127,NA,"running",2147483647,2147483647,2019-04-19 11:22:22,"treadmill",2019-04-19 11:22:36,65535,1,9,65535,35.82,14.094,1.9921875,14.094,NA
2019-04-19 11:32:13,68,0.9609375,142,1.195,6553.5,655.35,127,6553.5,2147483647,2147483647,"lap",255,"stop",NA,"manual",111,0,158,9.601,127,NA,"running",2147483647,2147483647,2019-04-19 11:22:36,"treadmill",2019-04-19 11:24:13,65535,17,74,65535,115.93,96.989,1.9921875,96.989,NA
2019-04-19 11:32:13,255,1.9921875,154,0,6553.5,655.35,127,6553.5,2147483647,2147483647,"lap",255,"stop",NA,"manual",255,1.9921875,175,0,127,NA,"running",2147483647,2147483647,2019-04-19 11:24:13,"treadmill",2019-04-19 11:24:25,65535,1,4294967295,65535,0,11.927,1.9921875,11.927,NA
2019-04-19 11:32:13,63,0.703125,138,0.487,6553.5,655.35,127,6553.5,2147483647,2147483647,"lap",255,"stop",NA,"manual",84,0,182,2.753,127,NA,"running",2147483647,2147483647,2019-04-19 11:24:25,"treadmill",2019-04-19 11:26:33,65535,20,97,65535,61.89,127.026,1.9921875,127.026,NA
2019-04-19 11:32:13,65,0.6015625,114,3.212,6553.5,655.35,127,6553.5,2147483647,2147483647,"lap",255,"stop",NA,"manual",104,0,114,6.578,127,NA,"running",2147483647,2147483647,2019-04-19 11:26:33,"treadmill",2019-04-19 11:26:40,65535,0,5,65535,21.07,6.559,1.9921875,6.559,NA
2019-04-19 11:32:13,65,0.359375,131,1.34,6553.5,655.35,127,6553.5,2147483647,2147483647,"lap",255,"stop",NA,"manual",110,0,146,12.074,127,NA,"running",2147483647,2147483647,2019-04-19 11:26:40,"treadmill",2019-04-19 11:28:26,65535,15,70,65535,142.62,106.392,1.9921875,106.392,NA
2019-04-19 11:32:13,58,0.5,129,3.391,6553.5,655.35,127,6553.5,2147483647,2147483647,"lap",255,"stop",NA,"manual",58,0.5,156,6.942,127,NA,"running",2147483647,2147483647,2019-04-19 11:28:26,"treadmill",2019-04-19 11:28:34,65535,0,9,65535,25.79,7.605,1.9921875,7.605,NA
2019-04-19 11:32:13,61,0.03125,132,1.082,6553.5,655.35,127,6553.5,2147483647,2147483647,"lap",255,"stop",NA,"manual",83,0.5,168,6.709,127,NA,"running",2147483647,2147483647,2019-04-19 11:28:34,"treadmill",2019-04-19 11:30:34,65535,16,105,65535,129.95,120.132,1.9921875,120.132,NA
2019-04-19 11:32:13,72,0.359375,131,5.497,6553.5,655.35,127,6553.5,2147483647,2147483647,"lap",255,"stop",NA,"manual",107,0,145,11.738,127,NA,"running",2147483647,2147483647,2019-04-19 11:30:34,"treadmill",2019-04-19 11:30:42,65535,0,8,65535,43.88,7.982,1.9921875,7.982,NA
2019-04-19 11:32:13,72,0.2890625,147,2.254,6553.5,655.35,127,6553.5,2147483647,2147483647,"lap",255,"stop",NA,"session_end",107,0,163,11.02,127,NA,"running",2147483647,2147483647,2019-04-19 11:30:42,"treadmill",2019-04-19 11:32:13,65535,8,45,65535,114.13,50.626,1.9921875,50.626,NA
