"ID","data","event","event_group","event_type","timestamp"
2019-04-20 19:39:50,0,"timer",0,"start",2019-04-20 18:24:58
2019-04-20 19:39:50,62,NA,255,"marker",2019-04-20 18:29:00
2019-04-20 19:39:50,0,"timer",0,"stop_all",2019-04-20 18:29:01
2019-04-20 19:39:50,0,"timer",0,"start",2019-04-20 18:29:15
2019-04-20 19:39:50,700,NA,255,"marker",2019-04-20 19:26:02
2019-04-20 19:39:50,0,"timer",0,"stop_all",2019-04-20 19:26:03
2019-04-20 19:39:50,0,"timer",0,"start",2019-04-20 19:26:06
2019-04-20 19:39:50,758,NA,255,"marker",2019-04-20 19:36:40
2019-04-20 19:39:50,0,"timer",0,"stop_all",2019-04-20 19:36:41
2019-04-20 19:39:50,106,"recovery_hr",255,"marker",2019-04-20 19:38:41
