"ID","data","event","event_group","event_type","timestamp"
2019-08-27 18:29:24,0,"timer",0,"start",2019-08-27 17:33:52
2019-08-27 18:29:24,0,"timer",0,"stop_all",2019-08-27 17:47:49
2019-08-27 18:29:24,294,NA,255,"marker",2019-08-27 17:47:49
2019-08-27 18:29:24,0,"timer",0,"start",2019-08-27 17:47:50
2019-08-27 18:29:24,352,NA,255,"marker",2019-08-27 17:48:59
2019-08-27 18:29:24,0,"timer",0,"stop_all",2019-08-27 17:49:00
2019-08-27 18:29:24,0,"timer",0,"start",2019-08-27 17:49:02
2019-08-27 18:29:24,526,NA,255,"marker",2019-08-27 17:55:36
2019-08-27 18:29:24,0,"timer",0,"stop_all",2019-08-27 17:55:37
2019-08-27 18:29:24,0,"timer",0,"start",2019-08-27 17:55:48
2019-08-27 18:29:24,700,NA,255,"marker",2019-08-27 18:05:43
2019-08-27 18:29:24,0,"timer",0,"stop_all",2019-08-27 18:05:44
2019-08-27 18:29:24,0,"timer",0,"start",2019-08-27 18:05:51
2019-08-27 18:29:24,850,NA,255,"marker",2019-08-27 18:28:58
2019-08-27 18:29:24,0,"timer",0,"stop_all",2019-08-27 18:28:59
