"ID","data","event","event_group","event_type","timestamp"
2020-08-20 10:48:51,0,"timer",0,"start",2020-08-20 08:25:00
2020-08-20 10:48:51,0,"timer",0,"stop_all",2020-08-20 08:29:26
2020-08-20 10:48:51,276,NA,255,"marker",2020-08-20 08:29:26
2020-08-20 10:48:51,0,"timer",0,"start",2020-08-20 08:29:39
2020-08-20 10:48:51,537,NA,255,"marker",2020-08-20 08:34:21
2020-08-20 10:48:51,0,"timer",0,"stop_all",2020-08-20 08:34:22
2020-08-20 10:48:51,0,"timer",0,"start",2020-08-20 08:34:28
2020-08-20 10:48:51,642,NA,255,"marker",2020-08-20 08:38:59
2020-08-20 10:48:51,0,"timer",0,"stop_all",2020-08-20 08:39:00
2020-08-20 10:48:51,0,"timer",0,"start",2020-08-20 08:40:20
2020-08-20 10:48:51,642,NA,255,"marker",2020-08-20 08:41:22
2020-08-20 10:48:51,0,"timer",0,"stop_all",2020-08-20 08:41:23
2020-08-20 10:48:51,0,"timer",0,"start",2020-08-20 08:43:11
2020-08-20 10:48:51,0,"timer",0,"stop_all",2020-08-20 09:03:08
2020-08-20 10:48:51,1106,NA,255,"marker",2020-08-20 09:03:08
2020-08-20 10:48:51,0,"timer",0,"start",2020-08-20 09:03:37
2020-08-20 10:48:51,1280,NA,255,"marker",2020-08-20 09:12:16
2020-08-20 10:48:51,0,"timer",0,"stop_all",2020-08-20 09:12:17
2020-08-20 10:48:51,0,"timer",0,"start",2020-08-20 09:12:20
2020-08-20 10:48:51,1338,NA,255,"marker",2020-08-20 09:16:38
2020-08-20 10:48:51,0,"timer",0,"stop_all",2020-08-20 09:16:39
2020-08-20 10:48:51,0,"timer",0,"start",2020-08-20 09:17:12
2020-08-20 10:48:51,0,"timer",0,"stop_all",2020-08-20 09:29:41
2020-08-20 10:48:51,1396,NA,255,"marker",2020-08-20 09:29:41
2020-08-20 10:48:51,0,"timer",0,"start",2020-08-20 09:29:59
2020-08-20 10:48:51,1396,NA,255,"marker",2020-08-20 09:33:46
2020-08-20 10:48:51,0,"timer",0,"stop_all",2020-08-20 09:33:47
2020-08-20 10:48:51,124,"recovery_hr",255,"marker",2020-08-20 09:35:47
