"timestamp","position_lat","position_long","distance","altitude","speed","cadence","fractional_cadence","heart_rate"
2021-03-30 21:00:48,45.0128166005015,-93.1498617120087,0,278,0.047,58,0.5,63
2021-03-30 21:00:49,45.0128000881523,-93.1498483009636,2.12,278,1.736,58,0.5,61
2021-03-30 21:00:50,45.0127791333944,-93.1498235743493,5.15,278,1.736,58,0.5,61
2021-03-30 21:00:51,45.0127554126084,-93.1497933156788,8.71,278,2.127,58,0.5,61
2021-03-30 21:00:52,45.0127294287086,-93.1497605424374,12.58,278,2.762,91,0.5,61
2021-03-30 21:00:53,45.0127053726465,-93.1497254222631,16.42,278.2,3.807,93,0,61
2021-03-30 21:00:54,45.012682992965,-93.1496840156615,20.52,278.2,3.807,92,0.5,NA
2021-03-30 21:00:55,45.0126653071493,-93.1496383342892,24.61,278.2,3.975,92,0.5,60
2021-03-30 21:00:56,45.0126521475613,-93.149590222165,28.67,278.4,4.059,92,0.5,59
2021-03-30 21:00:57,45.0126418378204,-93.1495420262218,32.63,278.6,4.059,92,0.5,59
2021-03-30 21:00:58,45.0126346293837,-93.1494946684688,36.45,278.6,3.966,92,0.5,59
2021-03-30 21:00:59,45.0126288458705,-93.1494455505162,40.38,278.6,3.928,92,0.5,57
2021-03-30 21:01:00,45.0126258283854,-93.1493975222111,44.17,278.4,3.826,92,0.5,57
2021-03-30 21:01:01,45.0126237329096,-93.149347146973,48.15,278.6,3.807,92,0.5,57
2021-03-30 21:01:02,45.0126219727099,-93.1492971070111,52.1,278.6,3.807,92,0.5,57
2021-03-30 21:01:03,45.0126207992435,-93.1492468994111,56.06,278.8,3.844,91,0.5,57
2021-03-30 21:01:04,45.0126210507005,-93.149199206382,59.82,279,3.9,91,0.5,57
2021-03-30 21:01:05,45.0126217212528,-93.1491501722485,63.69,279.2,3.9,91,0.5,56
2021-03-30 21:01:06,45.0126206316054,-93.1491031497717,67.4,279.2,3.872,91,0.5,56
2021-03-30 21:01:07,45.0126204639673,-93.1490547023714,71.21,279.4,3.854,90,0.5,56
2021-03-30 21:01:08,45.0126238167286,-93.1490080989897,74.9,279.6,3.807,90,0.5,56
2021-03-30 21:01:09,45.0126262474805,-93.1489602383226,78.69,279.8,3.798,90,0.5,56
2021-03-30 21:01:10,45.0126307737082,-93.1489141378552,82.36,280,3.779,90,0.5,52
2021-03-30 21:01:11,45.0126339588314,-93.1488668639213,86.1,280.4,3.779,91,0.5,50
2021-03-30 21:01:12,45.0126366410404,-93.14882109873,89.72,280.6,3.77,91,0.5,50
2021-03-30 21:01:13,45.012637982145,-93.1487746629864,93.38,280.8,3.77,91,0.5,50
2021-03-30 21:01:14,45.0126387365162,-93.1487300712615,96.89,281,3.751,91,0.5,49
2021-03-30 21:01:15,45.0126396585256,-93.1486859824508,100.37,281.4,3.751,91,0.5,48
2021-03-30 21:01:16,45.0126413349062,-93.1486424803734,103.81,281.6,3.732,91,0.5,48
2021-03-30 21:01:17,45.0126418378204,-93.1485973857343,107.36,281.8,3.723,91,0.5,48
2021-03-30 21:01:18,45.0126429274678,-93.1485518720001,110.95,281.8,3.704,90,0.5,48
2021-03-30 21:01:19,45.0126430951059,-93.1485070288181,114.48,282,3.695,90,0.5,47
2021-03-30 21:01:20,45.0126429274678,-93.1484611798078,118.1,282.4,3.686,90,0.5,47
2021-03-30 21:01:21,45.0126449391246,-93.1484154146165,121.71,282.6,3.676,91,0.5,47
2021-03-30 21:01:22,45.0126506388187,-93.1483706552535,125.29,282.6,3.676,91,0.5,47
2021-03-30 21:01:23,45.0126583501697,-93.148324303329,129.05,282.8,3.676,91,0.5,47
2021-03-30 21:01:24,45.0126705877483,-93.1482776161283,132.97,282.8,3.676,91,0.5,47
2021-03-30 21:01:25,45.0126874353737,-93.1482330244035,136.95,283,3.676,89,0.5,46
2021-03-30 21:01:26,45.0127085577697,-93.1481915339828,140.98,283.2,3.686,89,0.5,46
2021-03-30 21:01:27,45.0127318594605,-93.1481529772282,144.97,283.2,3.695,91,0.5,46
2021-03-30 21:01:28,45.0127571728081,-93.148118108511,148.91,283.2,3.704,91,0.5,46
2021-03-30 21:01:29,45.0127851683646,-93.1480884365737,152.79,283.2,3.714,91,0.5,46
2021-03-30 21:01:30,45.0128150079399,-93.1480642966926,156.61,282.8,3.714,91,0.5,46
2021-03-30 21:01:31,45.0128470268101,-93.1480481196195,160.4,282.6,3.723,90,0.5,46
2021-03-30 21:01:32,45.0128814764321,-93.1480385642499,164.3,282.4,3.723,90,0.5,46
2021-03-30 21:01:33,45.0129167642444,-93.148036301136,168.22,282,3.723,90,0.5,46
2021-03-30 21:01:34,45.0129511300474,-93.1480330321938,172.05,281.6,3.732,90,0.5,46
2021-03-30 21:01:35,45.0129864178598,-93.1480322778225,175.96,281.6,3.732,90,0.5,46
2021-03-30 21:01:36,45.0130208674818,-93.1480373907834,179.81,281.6,3.732,90,0.5,46
2021-03-30 21:01:37,45.0130541436374,-93.1480499636382,183.63,281.6,3.742,90,0.5,46
2021-03-30 21:01:38,45.0130864977837,-93.1480659730732,187.44,281.4,3.742,90,0.5,46
2021-03-30 21:01:39,45.013116504997,-93.1480878498405,191.19,281.2,3.742,90,0.5,46
2021-03-30 21:01:40,45.013142991811,-93.1481121573597,194.7,281.2,3.742,90,0.5,46
2021-03-30 21:01:41,45.0131663773209,-93.1481388956308,198.04,281.6,3.742,89,0.5,46
2021-03-30 21:01:42,45.0131900981069,-93.1481687352061,201.57,281.8,3.742,89,0.5,46
2021-03-30 21:01:43,45.0132103823125,-93.1482025142759,205.06,281.8,3.723,89,0.5,NA
2021-03-30 21:01:44,45.0132277328521,-93.1482419092208,208.71,281.6,3.723,90,0.5,NA
2021-03-30 21:01:45,45.013238042593,-93.1482835672796,212.19,281.2,3.714,90,0.5,46
2021-03-30 21:01:46,45.0132470950484,-93.1483275722712,215.79,281,3.714,90,0.5,46
2021-03-30 21:01:47,45.0132510345429,-93.1483708228916,219.23,280.8,3.704,90,0.5,46
2021-03-30 21:01:48,45.0132522080094,-93.1484159175307,222.78,280.4,3.704,90,0.5,46
2021-03-30 21:01:49,45.0132505316287,-93.1484620179981,226.41,280.2,3.695,90,0.5,46
2021-03-30 21:01:50,45.0132496096194,-93.1485079508275,230.03,279.6,3.686,90,0.5,NA
2021-03-30 21:01:51,45.0132479332387,-93.1485521234572,233.51,279.2,3.676,90,0.5,NA
2021-03-30 21:01:52,45.0132465921342,-93.1485962960869,237,278.8,3.676,90,0.5,46
2021-03-30 21:01:53,45.0132435746491,-93.1486423127353,240.64,278.4,3.667,89,0.5,46
2021-03-30 21:01:54,45.0132443290204,-93.1486884970218,244.28,278.2,3.667,89,0.5,47
2021-03-30 21:01:55,45.0132439937443,-93.1487329211086,247.78,278,3.658,89,0.5,50
2021-03-30 21:01:56,45.0132437422872,-93.1487759202719,251.17,277.8,3.658,89,0.5,53
2021-03-30 21:01:57,45.0132419820875,-93.1488192547113,254.58,278,3.658,88,0.5,54
2021-03-30 21:01:58,45.0132416468114,-93.1488637626171,258.09,277.8,3.648,88,0.5,55
2021-03-30 21:01:59,45.0132418982685,-93.148908270523,261.6,277.8,3.639,88,0.5,58
2021-03-30 21:02:00,45.0132417306304,-93.1489527784288,265.11,277.8,3.639,88,0.5,64
2021-03-30 21:02:01,45.0132429040968,-93.1489961966872,268.53,277.8,3.639,88,0.5,84
2021-03-30 21:02:02,45.013243407011,-93.1490396987647,271.96,277.8,3.63,88,0.5,115
2021-03-30 21:02:03,45.0132469274104,-93.1490820273757,275.31,277.8,3.63,88,0.5,115
2021-03-30 21:02:04,45.0132478494197,-93.1491240207106,278.62,277.6,3.62,87,0.5,126
2021-03-30 21:02:05,45.013248603791,-93.1491665169597,281.97,277.6,3.611,87,0.5,132
2021-03-30 21:02:06,45.0132470950484,-93.1492073368281,285.19,277.4,3.602,87,0.5,133
2021-03-30 21:02:07,45.0132506992668,-93.1492515932769,288.7,277.4,3.592,87,0.5,133
2021-03-30 21:02:08,45.0132517050952,-93.1492950953543,292.13,277,3.583,88,0.5,134
2021-03-30 21:02:09,45.0132519565523,-93.149339184165,295.6,276.8,3.583,88,0.5,134
2021-03-30 21:02:10,45.0132527109236,-93.149381345138,298.93,276.8,3.574,88,0.5,135
2021-03-30 21:02:11,45.0132514536381,-93.1494218297303,302.11,276.8,3.574,88,0.5,135
2021-03-30 21:02:12,45.0132508669049,-93.1494620628655,305.29,276.6,3.564,88,0.5,135
2021-03-30 21:02:13,45.0132523756474,-93.1495045591146,308.64,276.8,3.555,88,0.5,135
2021-03-30 21:02:14,45.0132557284087,-93.149547893554,312.07,276.8,3.546,87,0.5,136
2021-03-30 21:02:15,45.0132604222745,-93.1495932396501,315.69,276.8,3.546,87,0.5,136
2021-03-30 21:02:16,45.0132641941309,-93.1496369931847,319.16,277,3.536,87,0.5,137
2021-03-30 21:02:17,45.0132677145302,-93.1496818363667,322.72,277.2,3.536,87,0.5,137
2021-03-30 21:02:18,45.0132694747299,-93.1497247517109,326.09,277.4,3.536,87,0.5,137
2021-03-30 21:02:19,45.0132678821683,-93.1497664097697,329.38,277.6,3.536,87,0.5,137
2021-03-30 21:02:20,45.0132667087018,-93.1498104147613,332.85,278,3.527,87,0.5,137
2021-03-30 21:02:21,45.0132624339312,-93.1498528271914,336.22,278.2,3.527,87,0.5,137
2021-03-30 21:02:22,45.0132580753416,-93.1498951558024,339.59,278.2,3.518,87,0.5,138
2021-03-30 21:02:23,45.0132502801716,-93.149936478585,342.96,278.2,3.518,87,0.5,138
2021-03-30 21:02:24,45.0132373720407,-93.1499771308154,346.47,278.4,3.518,87,0.5,138
2021-03-30 21:02:25,45.013224799186,-93.1500180345029,349.98,279.2,3.508,87,0.5,138
2021-03-30 21:02:26,45.0132070295513,-93.1500534061342,353.39,279.4,3.508,87,0.5,138
2021-03-30 21:02:27,45.0131859071553,-93.1500860117376,356.86,279.6,3.508,87,0.5,138
2021-03-30 21:02:28,45.0131620187312,-93.15011610277,360.42,279.6,3.499,87,0.5,138
2021-03-30 21:02:29,45.0131361186504,-93.1501414161175,363.89,279.8,3.499,87,0.5,138
2021-03-30 21:02:30,45.01310845837,-93.1501607783139,367.32,279.8,3.499,87,0.5,138
2021-03-30 21:02:31,45.0130796246231,-93.1501762010157,370.73,279.8,3.49,87,0.5,138
2021-03-30 21:02:32,45.0130487792194,-93.1501861754805,374.24,280,3.49,87,0.5,138
2021-03-30 21:02:33,45.0130171794444,-93.150192881003,377.79,280,3.49,87,0.5,139
2021-03-30 21:02:34,45.0129855796695,-93.1501999218017,381.35,280,3.48,87,0.5,138
2021-03-30 21:02:35,45.0129534769803,-93.1502011790872,384.91,279.8,3.48,87,0.5,138
2021-03-30 21:02:36,45.0129217933863,-93.1501988321543,388.44,279.6,3.48,87,0.5,138
2021-03-30 21:02:37,45.012889271602,-93.1501925457269,392.09,279.6,3.48,87,0.5,138
2021-03-30 21:02:38,45.01285742037,-93.1501845829189,395.68,279.8,3.48,86,0.5,137
2021-03-30 21:02:39,45.0128266587853,-93.1501736864448,399.2,280,3.48,86,0.5,137
2021-03-30 21:02:40,45.0127972383052,-93.1501563359052,402.75,280.4,3.48,86,0.5,137
