"timestamp","position_lat","position_long","distance","altitude","speed","heart_rate","cadence","fractional_cadence"
2021-02-19 19:48:36,44.9849778693169,-93.2339321170002,1.72,260.6,1.372,77,54,0.5
2021-02-19 19:48:37,44.9849637039006,-93.23391309008,3.79,261.2,1.353,77,54,0.5
2021-02-19 19:48:38,44.9849455151707,-93.2338833343238,6.85,261.4,1.782,77,54,0.5
2021-02-19 19:48:39,44.9849327746779,-93.2338491361588,9.9,261.6,1.838,77,54,0.5
2021-02-19 19:48:40,44.9849150050431,-93.2338133454323,13.33,261.8,2.398,79,86,0
2021-02-19 19:48:41,44.9848955590278,-93.233780907467,16.63,263,3.742,81,91,0
2021-02-19 19:48:42,44.9848758615553,-93.2337457872927,20.15,263.6,3.742,82,91,0
2021-02-19 19:48:43,44.9848568346351,-93.23370966129,23.69,264,3.994,85,91,0
2021-02-19 19:48:44,44.984837975353,-93.2336739543825,27.17,264.6,3.994,87,91,0
2021-02-19 19:48:45,44.9848188646138,-93.2336362358183,30.77,265,3.994,89,91,0
2021-02-19 19:48:46,44.9848034419119,-93.2335935719311,34.55,264.6,3.77,93,91,0
2021-02-19 19:48:47,44.9847871810198,-93.2335524167866,38.26,264.2,3.695,94,91,0
2021-02-19 19:48:48,44.9847714230418,-93.233513943851,41.76,264,3.695,96,91,0
2021-02-19 19:48:49,44.9847583472729,-93.2334737945348,45.25,263.6,3.695,98,91,0
2021-02-19 19:48:50,44.9847466126084,-93.2334353215992,48.54,263.2,3.695,102,91,0
2021-02-19 19:48:51,44.9847324471921,-93.2333989441395,51.81,263.4,3.667,104,90,0
2021-02-19 19:48:52,44.9847178626806,-93.2333629019558,55.06,263.6,3.527,107,90,0
2021-02-19 19:48:53,44.9847000930458,-93.2333258539438,58.58,263.8,3.406,108,90,0
2021-02-19 19:48:54,44.984682071954,-93.233292074874,61.9,264.2,3.359,110,90,0
2021-02-19 19:48:55,44.9846637155861,-93.2332567870617,65.33,264.6,3.359,111,90,0
2021-02-19 19:48:56,44.9846489634365,-93.2332219183445,68.53,264.8,3.359,111,90,0
2021-02-19 19:48:57,44.9846346303821,-93.2331857923418,71.78,264.8,3.359,111,90,0
2021-02-19 19:48:58,44.9846201296896,-93.2331489119679,75.1,264.6,3.34,112,90,0
2021-02-19 19:48:59,44.9846057128161,-93.2331133726984,78.33,264.6,3.34,112,90,0
2021-02-19 19:49:00,44.9845930561423,-93.2330788392574,81.39,264.6,3.331,113,90,0
2021-02-19 19:49:01,44.9845792260021,-93.2330432999879,84.58,264.6,3.322,113,90,0
2021-02-19 19:49:02,44.9845649767667,-93.2330083474517,87.76,264.6,3.294,114,90,0
2021-02-19 19:49:03,44.9845479615033,-93.2329719699919,91.19,264.8,3.294,115,89,0.5
2021-02-19 19:49:04,44.9845332931727,-93.2329336646944,94.62,264.8,3.284,115,89,0.5
2021-02-19 19:49:05,44.9845214746892,-93.2328953593969,97.91,264.8,3.284,116,89,0
2021-02-19 19:49:06,44.9845085665584,-93.2328598201275,101.06,264.8,3.284,116,88,0
2021-02-19 19:49:07,44.9844955746084,-93.232824280858,104.21,264.8,3.284,117,88,0
2021-02-19 19:49:08,44.9844819121063,-93.2327885739505,107.41,264.6,3.275,118,87,0
2021-02-19 19:49:09,44.9844643101096,-93.2327539566904,110.77,264.6,3.266,119,87,0
2021-02-19 19:49:10,44.9844481330365,-93.2327192556113,114.03,264.6,3.266,119,86,0.5
2021-02-19 19:49:11,44.9844322912395,-93.2326851412654,117.25,264.6,3.266,120,86,0.5
2021-02-19 19:49:12,44.9844172876328,-93.2326535414904,120.25,264.6,3.256,121,87,0
2021-02-19 19:49:13,44.9844006914645,-93.2326221931726,123.33,264.8,3.256,122,87,0
2021-02-19 19:49:14,44.9843850173056,-93.2325879950076,126.54,264.8,3.238,123,89,0
2021-02-19 19:49:15,44.9843711033463,-93.2325527910143,129.71,264.8,3.228,124,90,0
2021-02-19 19:49:16,44.9843572732061,-93.2325170002878,132.93,265,3.228,124,90,0.5
2021-02-19 19:49:17,44.9843442812562,-93.2324802037328,136.16,265.2,3.228,125,90,0
2021-02-19 19:49:18,44.9843334686011,-93.2324449997395,139.19,265.2,3.228,126,89,0.5
2021-02-19 19:49:19,44.984322572127,-93.2324089575559,142.28,265.2,3.228,126,88,0
2021-02-19 19:49:20,44.9843047186732,-93.232372161001,145.79,265.2,3.21,127,88,0
2021-02-19 19:49:21,44.9842889606953,-93.2323367055506,149.09,265.2,3.2,127,87,0
2021-02-19 19:49:22,44.9842761363834,-93.2323028426617,152.11,265,3.2,128,87,0
2021-02-19 19:49:23,44.9842627253383,-93.2322681415826,155.22,265,3.191,128,87,0
2021-02-19 19:49:24,44.9842470511794,-93.2322316803038,158.58,264.8,3.182,128,86,0.5
2021-02-19 19:49:25,44.9842318799347,-93.2321943808347,161.97,264.6,3.182,129,86,0.5
2021-02-19 19:49:26,44.9842175468802,-93.2321593444794,165.16,264.4,3.191,129,86,0.5
2021-02-19 19:49:27,44.9842052254826,-93.2321244757622,168.23,264.2,3.191,130,85,0.5
2021-02-19 19:49:28,44.9841937422752,-93.2320897746831,171.25,264,3.172,130,85,0.5
2021-02-19 19:49:29,44.9841805826873,-93.2320533972234,174.47,264,3.163,131,86,0.5
2021-02-19 19:49:30,44.9841681774706,-93.2320152595639,177.77,263.8,3.163,131,87,0
2021-02-19 19:49:31,44.9841568619013,-93.2319780439138,180.97,263.8,3.154,131,87,0
2021-02-19 19:49:32,44.9841448757797,-93.231941414997,184.15,263.4,3.154,132,87,0
2021-02-19 19:49:33,44.9841295368969,-93.2319041155279,187.55,263.2,3.154,132,87,0
2021-02-19 19:49:34,44.9841136950999,-93.2318669836968,190.96,263,3.154,132,87,0
2021-02-19 19:49:35,44.9840994458646,-93.2318315282464,194.17,262.6,3.154,133,88,0
2021-02-19 19:49:36,44.9840841908008,-93.2317978329957,197.32,262.2,3.154,133,88,0
2021-02-19 19:49:37,44.9840683490038,-93.2317622099072,200.63,262,3.154,133,88,0
2021-02-19 19:49:38,44.9840548541397,-93.2317254971713,203.89,261.6,3.154,133,88,0
2021-02-19 19:49:39,44.9840442091227,-93.2316882815212,207.05,261.6,3.154,134,88,0
2021-02-19 19:49:40,44.9840331450105,-93.2316527422518,210.11,261.4,3.154,134,88,0
2021-02-19 19:49:41,44.9840221647173,-93.2316187117249,213.05,261.2,3.154,134,88,0
2021-02-19 19:49:42,44.9840119387954,-93.2315854355693,215.91,261,3.144,134,88,0
2021-02-19 19:49:43,44.9839997012168,-93.2315508183092,218.96,260.8,3.144,134,88,0
2021-02-19 19:49:44,44.9839875474572,-93.2315208949149,221.67,260.4,3.135,134,88,0
2021-02-19 19:49:45,44.9839793331921,-93.2314913906157,224.16,260.2,3.135,134,88,0
2021-02-19 19:49:46,44.9839665926993,-93.2314651552588,226.64,259.8,3.116,135,88,0
2021-02-19 19:49:47,44.9839531816542,-93.2314410153776,229.05,259.8,3.098,135,88,0
2021-02-19 19:49:48,44.9839344061911,-93.2314177136868,231.83,259.8,3.07,135,88,0
