"timestamp","start_time","start_position_lat","start_position_long","end_position_lat","end_position_long","total_elapsed_time","total_timer_time","total_distance","total_cycles","message_index","total_calories","avg_speed","max_speed","total_ascent","total_descent","wkt_step_index","avg_vertical_oscillation","avg_stance_time_percent","avg_stance_time","event","event_type","avg_heart_rate","max_heart_rate","avg_cadence","max_cadence","intensity","lap_trigger","sport","event_group","sub_sport","avg_temperature","max_temperature","avg_fractional_cadence","max_fractional_cadence","total_fractional_cycles"
2021-03-16 23:33:25,2021-03-16 23:33:10,44.9849973153323,-93.2339595258236,44.9854680430144,-93.234986057505,15,15,96.44,13,NA,1,6.429,8.78,3,0,NA,6553.5,655.35,6553.5,"lap","stop",118,139,84,97,NA,"time","running",255,"generic",127,127,0.5,0.5,1.9921875
2021-03-16 23:36:25,2021-03-16 23:33:26,44.9855114612728,-93.2350570522249,44.985070489347,-93.2341026887298,180,180,204.12,152,NA,24,1.134,8.155,2,5,NA,6553.5,655.35,6553.5,"lap","stop",117,156,61,97,NA,"time","running",255,"generic",127,127,0.4140625,0.5,1.9921875
2021-03-16 23:36:27,2021-03-16 23:36:26,44.985062526539,-93.2340921275318,44.9850560724735,-93.2340879365802,2,2,2.02,0,NA,0,1.008,1.017,0,0,NA,6553.5,655.35,6553.5,"lap","stop",102,102,58,58,NA,"time","running",255,"generic",127,127,0.5,0.5,1.9921875
2021-03-16 23:36:42,2021-03-16 23:36:28,44.98504945077,-93.2340876851231,44.9854620080441,-93.2349212653935,15,15,81.63,20,NA,1,5.442,8.342,0,0,NA,6553.5,655.35,6553.5,"lap","stop",115,132,92,101,NA,"time","running",255,"generic",127,127,0.3671875,0.5,1.9921875
2021-03-16 23:39:42,2021-03-16 23:36:43,44.9855009838939,-93.2349963672459,44.9850631970912,-93.234098078683,180,180,232.41,156,NA,22,1.291,8.23,9,7,NA,6553.5,655.35,6553.5,"lap","stop",115,151,60,101,NA,"time","running",255,"generic",127,127,0.890625,0.5,1.9921875
2021-03-16 23:39:44,2021-03-16 23:39:43,44.9850645381957,-93.2341055385768,44.9850661307573,-93.2341246493161,2,2,2.04,4294967295,NA,0,1.022,0.765,0,0,NA,6553.5,655.35,6553.5,"lap","stop",104,104,255,255,NA,"time","running",255,"generic",127,127,1.9921875,1.9921875,1.9921875
2021-03-16 23:39:59,2021-03-16 23:39:45,44.9850695673376,-93.2341514714062,44.9855636805296,-93.2351769134402,15,15,99.35,4294967295,NA,1,6.624,7.315,4,0,NA,6553.5,655.35,6553.5,"lap","stop",119,131,255,255,NA,"time","running",255,"generic",127,127,1.9921875,1.9921875,1.9921875
2021-03-16 23:42:59,2021-03-16 23:40:00,44.9856032431126,-93.2352552004158,44.9849715828896,-93.2339296862483,180,180,241.78,163,NA,26,1.343,7.502,2,9,NA,6553.5,655.35,6553.5,"lap","stop",123,156,60,90,NA,"time","running",255,"generic",127,127,0.7734375,0,1.9921875
2021-03-16 23:43:01,2021-03-16 23:43:00,44.9849761091173,-93.2339543290436,44.9849866703153,-93.2339862640947,2,2,4.68,1,NA,0,2.342,1.334,0,0,NA,6553.5,655.35,6553.5,"lap","stop",117,117,63,63,NA,"time","running",255,"generic",127,127,0.5,0.5,1.9921875
2021-03-16 23:43:16,2021-03-16 23:43:02,44.9850013386458,-93.2340280059725,44.9855000618845,-93.235065350309,15,15,102.34,20,NA,2,6.823,9.349,5,0,NA,6553.5,655.35,6553.5,"lap","stop",136,152,102,117,NA,"time","running",255,"generic",127,127,0.1015625,0,1.9921875
2021-03-16 23:43:38,2021-03-16 23:43:17,44.9855369422585,-93.2351373508573,44.9857293907553,-93.2354916539043,7.939,7.939,42.59,7,NA,1,5.365,7.707,4,0,NA,6553.5,655.35,6553.5,"lap","stop",157,160,105,108,NA,"session_end","running",255,"generic",127,127,0.375,0,1.9921875
