"timestamp","start_time","start_position_lat","start_position_long","end_position_lat","end_position_long","total_elapsed_time","total_timer_time","total_distance","total_cycles","message_index","total_calories","avg_speed","max_speed","total_ascent","total_descent","wkt_step_index","avg_vertical_oscillation","avg_stance_time_percent","avg_stance_time","event","event_type","avg_heart_rate","max_heart_rate","avg_cadence","max_cadence","intensity","lap_trigger","sport","event_group","sub_sport","avg_temperature","max_temperature","avg_fractional_cadence","max_fractional_cadence","total_fractional_cycles"
2021-02-23 23:30:54,2021-02-23 23:26:50,44.985432587564,-93.2336512394249,44.9802695866674,-93.2319188676775,243.879,223.73,804.67,323,NA,41,3.597,4.18,29,13,NA,6553.5,655.35,6553.5,"lap","stop",129,139,86,97,NA,"distance","running",255,"generic",127,127,0.75,0.5,1.9921875
2021-02-23 23:36:34,2021-02-23 23:30:55,44.9802587740123,-93.2318772096187,44.9802402500063,-93.2304079458117,340.063,41.316,151.23,52,NA,8,3.66,3.686,0,3,NA,6553.5,655.35,6553.5,"lap","stop",138,142,84,86,NA,"manual","running",255,"generic",127,127,0.7421875,0.5,1.9921875
2021-02-23 23:37:14,2021-02-23 23:36:34,44.9802427645773,-93.2304105442017,44.9800478853285,-93.233096441254,40,40,211.75,56,NA,5,5.294,5.869,0,5,NA,6553.5,655.35,6553.5,"lap","stop",124,147,87,97,NA,"time","running",255,"generic",127,127,0.8671875,0.5,1.9921875
2021-02-23 23:37:49,2021-02-23 23:37:15,44.9800434429199,-93.2331655919552,44.979829872027,-93.2345444150269,35,35,117.92,47,NA,7,3.369,5.505,0,5,NA,6553.5,655.35,6553.5,"lap","stop",148,149,84,90,NA,"time","running",255,"generic",127,127,0.3125,0.5,1.9921875
2021-02-23 23:38:29,2021-02-23 23:37:50,44.9798224959522,-93.2345802057534,44.979570703581,-93.2371051702648,40,40,203.96,59,NA,9,5.099,5.533,4,7,NA,6553.5,655.35,6553.5,"lap","stop",151,158,89,93,NA,"time","running",255,"generic",127,127,0.875,0.5,1.9921875
2021-02-23 23:39:04,2021-02-23 23:38:30,44.979583946988,-93.2371697947383,44.9795519281179,-93.2385145034641,35,35,111.47,46,NA,8,3.185,5.318,21,2,NA,6553.5,655.35,6553.5,"lap","stop",155,159,83,91,NA,"time","running",255,"generic",127,127,0.5,0.5,1.9921875
2021-02-23 23:39:44,2021-02-23 23:39:05,44.9795440491289,-93.2385389786214,44.9796912353486,-93.2361095678061,40,40,198.32,57,NA,9,4.958,5.337,4,10,NA,6553.5,655.35,6553.5,"lap","stop",154,159,88,93,NA,"time","running",255,"generic",127,127,0.7734375,0.5,1.9921875
2021-02-23 23:40:19,2021-02-23 23:39:45,44.9797075800598,-93.2360443565995,44.97981662862,-93.2347662001848,35,35,110.46,47,NA,7,3.156,5.011,12,9,NA,6553.5,655.35,6553.5,"lap","stop",158,160,83,88,NA,"time","running",255,"generic",127,127,0.5390625,0.5,1.9921875
2021-02-23 23:40:59,2021-02-23 23:40:20,44.9798106774688,-93.2347436528653,44.9800051376224,-93.2320861704648,40,40,214.04,58,NA,9,5.351,5.542,9,17,NA,6553.5,655.35,6553.5,"lap","stop",159,164,89,91,NA,"time","running",255,"generic",127,127,0.2734375,0.5,1.9921875
2021-02-23 23:41:34,2021-02-23 23:41:00,44.9800089932978,-93.2320290897042,44.980207728222,-93.2308192458004,35,35,102.18,45,NA,8,2.919,5.057,6,4,NA,6553.5,655.35,6553.5,"lap","stop",161,164,82,88,NA,"time","running",255,"generic",127,127,0.03125,0.5,1.9921875
2021-02-23 23:42:14,2021-02-23 23:41:35,44.9802108295262,-93.2307840418071,44.9801590293646,-93.2283976301551,40,40,190.38,55,NA,9,4.76,5.151,5,0,NA,6553.5,655.35,6553.5,"lap","stop",161,165,85,88,NA,"time","running",255,"generic",127,127,0.5390625,0.5,1.9921875
2021-02-23 23:42:49,2021-02-23 23:42:15,44.9801457021385,-93.2283359393477,44.9800090771168,-93.2273203041404,35,35,100.56,46,NA,8,2.873,5.067,3,0,NA,6553.5,655.35,6553.5,"lap","stop",161,165,81,86,NA,"time","running",255,"generic",127,127,0.5859375,0.5,1.9921875
2021-02-23 23:43:29,2021-02-23 23:42:50,44.9800186324865,-93.2273713499308,44.9802996776998,-93.2300523016602,40,40,221.56,57,NA,9,5.539,5.626,0,7,NA,6553.5,655.35,6553.5,"lap","stop",161,164,87,90,NA,"time","running",255,"generic",127,127,0.109375,0,1.9921875
2021-02-23 23:44:19,2021-02-23 23:43:30,44.9802980013192,-93.2301160041243,44.9802316166461,-93.2304962072521,49.996,8.71,30.35,8,NA,2,3.484,5.337,0,0,NA,6553.5,655.35,6553.5,"lap","stop",161,165,81,85,NA,"manual","running",255,"generic",127,127,0.0546875,0.5,1.9921875
2021-02-23 23:44:20,2021-02-23 23:44:19,44.980228766799,-93.2305241189897,44.980228766799,-93.2305241189897,1.23,1.23,2.23,1,NA,0,1.813,2.342,0,0,NA,6553.5,655.35,6553.5,"lap","stop",134,134,86,86,NA,"manual","running",255,"generic",127,127,0.5,0.5,1.9921875
2021-02-23 23:44:21,2021-02-23 23:44:20,44.9802263360471,-93.2305584009737,44.9802263360471,-93.2305584009737,0.165,0.165,2.71,1,NA,0,16.424,2.342,0,0,NA,6553.5,655.35,6553.5,"lap","stop",135,135,86,86,NA,"manual","running",255,"generic",127,127,0.5,0.5,1.9921875
2021-02-23 23:44:22,2021-02-23 23:44:21,44.9802244082093,-93.2305948622525,44.9802244082093,-93.2305948622525,1.063,1.063,2.89,1,NA,0,2.719,2.641,0,0,NA,6553.5,655.35,6553.5,"lap","stop",135,135,86,86,NA,"manual","running",255,"generic",127,127,0.5,0.5,1.9921875
2021-02-23 23:44:24,2021-02-23 23:44:22,44.9802213069052,-93.2306293118745,44.9802167806774,-93.2306667789817,2.137,2.137,5.72,1,NA,0,2.677,2.837,0,0,NA,6553.5,655.35,6553.5,"lap","stop",136,136,84,84,NA,"manual","running",255,"generic",127,127,0.5,0.5,1.9921875
2021-02-23 23:44:25,2021-02-23 23:44:24,44.9802148528397,-93.2307049166411,44.9802148528397,-93.2307049166411,0.908,0.908,3.01,1,NA,0,3.315,2.837,0,0,NA,6553.5,655.35,6553.5,"lap","stop",135,135,84,84,NA,"manual","running",255,"generic",127,127,0.5,0.5,1.9921875
2021-02-23 23:44:26,2021-02-23 23:44:25,44.9802142661065,-93.2307397015393,44.9802142661065,-93.2307397015393,1.095,1.095,2.75,1,NA,0,2.511,2.837,0,0,NA,6553.5,655.35,6553.5,"lap","stop",135,135,84,84,NA,"manual","running",255,"generic",127,127,0.5,0.5,1.9921875
2021-02-23 23:44:31,2021-02-23 23:44:26,44.9802122544497,-93.2307756599039,44.9801947362721,-93.2309488300234,4.879,4.879,16.62,5,NA,0,3.406,2.986,0,0,NA,6553.5,655.35,6553.5,"lap","stop",133,134,85,85,NA,"manual","running",255,"generic",127,127,0.1015625,0.5,1.9921875
2021-02-23 23:44:33,2021-02-23 23:44:31,44.9801933951676,-93.2309944275767,44.9801912158728,-93.2310370076448,2.435,2.435,6.96,1,NA,0,2.858,3.135,0,0,NA,6553.5,655.35,6553.5,"lap","stop",131,131,85,86,NA,"manual","running",255,"generic",127,127,0.5,0.5,1.9921875
2021-02-23 23:44:34,2021-02-23 23:44:33,44.9801874440163,-93.2310837786645,44.9801874440163,-93.2310837786645,0.822,0.822,3.7,1,NA,0,4.501,3.172,0,0,NA,6553.5,655.35,6553.5,"lap","stop",131,131,84,84,NA,"manual","running",255,"generic",127,127,0.5,0.5,1.9921875
2021-02-23 23:44:35,2021-02-23 23:44:34,44.9801808223128,-93.2311283703893,44.9801808223128,-93.2311283703893,1.419,1.419,3.6,1,NA,0,2.537,3.182,0,0,NA,6553.5,655.35,6553.5,"lap","stop",131,131,84,84,NA,"manual","running",255,"generic",127,127,0.5,0.5,1.9921875
