"sports_name","sports_sport","sports_sub_sport","timestamp","start_time","start_position_lat","start_position_long","total_elapsed_time","total_timer_time","total_distance","total_cycles","nec_lat","nec_long","swc_lat","swc_long","message_index","total_calories","avg_speed","max_speed","total_ascent","total_descent","first_lap_index","num_laps","avg_vertical_oscillation","avg_stance_time_percent","avg_stance_time","event","event_type","sport","sub_sport","avg_heart_rate","max_heart_rate","avg_cadence","max_cadence","total_training_effect","event_group","trigger","avg_temperature","max_temperature","avg_fractional_cadence","max_fractional_cadence","total_fractional_cycles","sport_index"
"Run","running","generic",2021-04-01 15:33:41,2021-04-01 14:50:23,45.0127591006458,-93.1497580278665,2422.426,1033.437,3553.12,"1462",45.0132517050952,-93.1479733530432,45.0126162730157,-93.1502182781696,NA,"173",3.438,7.185,"66","56","0","9",6553.5,655.35,6553.5,"lap","stop","running","generic","139","170","87","101",1.6,"255","activity_end","127","127",0.5234375,0,1.9921875,"255"
