"ID","timestamp","avg_cadence","avg_fractional_cadence","avg_heart_rate","avg_speed","avg_stance_time","avg_stance_time_percent","avg_temperature","avg_vertical_oscillation","end_position_lat","end_position_long","event","event_group","event_type","intensity","lap_trigger","max_cadence","max_fractional_cadence","max_heart_rate","max_speed","max_temperature","message_index","sport","start_position_lat","start_position_long","start_time","sub_sport","total_ascent","total_calories","total_cycles","total_descent","total_distance","total_elapsed_time","total_fractional_cycles","total_timer_time","wkt_step_index"
"2021_04_03 13_19_54",2021-04-03 19:04:24,82,0.96875,138,3.065,6553.5,655.35,127,6553.5,45.1594226248562,-93.132887519896,"lap",255,"stop",NA,"distance",86,0,145,3.695,127,NA,"running",45.1692201476544,-93.1246838998049,2021-04-03 18:55:31,"generic",29,99,724,37,1609.34,532.476,1.9921875,525.071,NA
"2021_04_03 13_19_54",2021-04-03 19:13:03,82,0.546875,142,3.096,6553.5,655.35,127,6553.5,45.1659808773547,-93.1330529786646,"lap",255,"stop",NA,"distance",84,0.5,148,3.266,127,NA,"running",45.1593919470906,-93.1328897830099,2021-04-03 19:04:25,"generic",33,95,713,26,1609.34,519.738,1.9921875,519.738,NA
"2021_04_03 13_19_54",2021-04-03 19:19:54,82,0.6875,146,3.22,6553.5,655.35,127,6553.5,45.1687821932137,-93.1249848939478,"lap",255,"stop",NA,"session_end",86,0.5,151,3.312,127,NA,"running",45.1660118903965,-93.1330548226833,2021-04-03 19:13:04,"generic",8,55,390,11,916.7,284.695,1.9921875,284.695,NA
