"timestamp","position_lat","position_long","distance","altitude","speed","heart_rate","cadence","fractional_cadence"
2021-03-24 23:29:34,44.9853263888508,-93.2337141875178,0,269,1.213,73,0,0
2021-03-24 23:29:35,44.9853166658431,-93.2337401714176,2.31,269.4,0,74,0,0
2021-03-24 23:29:36,44.9852986447513,-93.2337643112987,5.01,270,1.288,74,0,0
2021-03-24 23:29:37,44.9852827191353,-93.2337890379131,7.61,271,1.764,77,0,0
2021-03-24 23:29:38,44.9852578248829,-93.2338154409081,11.07,271.4,2.155,79,91,0
2021-03-24 23:29:39,44.9852267280221,-93.2338465377688,15.31,272,2.426,82,91,0
2021-03-24 23:29:40,44.985194709152,-93.2338740304112,19.47,272.4,4.124,82,91,0
2021-03-24 23:29:41,44.9851662945002,-93.2339002657682,23.25,273,4.152,82,91,0
2021-03-24 23:29:42,44.9851333536208,-93.2339231483638,27.33,273.2,4.152,82,91,0
2021-03-24 23:29:43,44.9850949645042,-93.233928848058,31.61,272.2,4.031,85,92,0
2021-03-24 23:29:44,44.9850622750819,-93.2339176163077,35.35,271.4,4.031,89,92,0
2021-03-24 23:29:45,44.985033608973,-93.2338884472847,39.27,270.4,4.236,91,91,0
2021-03-24 23:29:46,44.9850102234632,-93.2338498905301,43.27,269.8,4.236,93,91,0
2021-03-24 23:29:47,44.9849917832762,-93.2338086515665,47.11,269.4,4.078,93,90,0
2021-03-24 23:29:48,44.9849738460034,-93.2337693404406,50.79,269.4,4.012,95,90,0
2021-03-24 23:29:49,44.9849553219974,-93.2337291911244,54.56,269.4,3.984,95,90,0
2021-03-24 23:29:50,44.9849326070398,-93.2336914725602,58.41,269.8,3.938,100,90,0
2021-03-24 23:29:51,44.984917351976,-93.2336510717869,62.02,269.4,3.928,100,89,0.5
2021-03-24 23:29:52,44.9849000014365,-93.2336099166423,65.79,269.2,3.928,100,89,0.5
2021-03-24 23:29:53,44.984882818535,-93.2335734553635,69.18,269.8,3.872,101,88,0
2021-03-24 23:29:54,44.9848678149283,-93.2335360720754,72.56,270,3.844,103,88,0
2021-03-24 23:29:55,44.984851051122,-93.2334976829588,76.1,270.2,3.779,106,88,0
2021-03-24 23:29:56,44.9848357122391,-93.233458455652,79.62,270.2,3.723,107,88,0
2021-03-24 23:29:57,44.9848202895373,-93.2334207370877,83.05,270.4,3.704,109,87,0
2021-03-24 23:29:58,44.9848025199026,-93.2333825994283,86.63,270.6,3.686,111,87,0
2021-03-24 23:29:59,44.9847823195159,-93.2333454675972,90.29,271,3.667,112,87,0
2021-03-24 23:30:00,44.9847658071667,-93.2333120238036,93.49,271.4,3.667,112,86,0.5
2021-03-24 23:30:01,44.9847493786365,-93.2332781609148,96.7,271.8,3.648,114,86,0.5
2021-03-24 23:30:02,44.9847313575447,-93.2332441303879,100.03,272,3.611,114,86,0.5
2021-03-24 23:30:03,44.9847160186619,-93.2332088425756,103.3,272,3.583,114,87,0
2021-03-24 23:30:04,44.9846997577697,-93.2331728003919,106.66,271.8,3.564,114,87,0
2021-03-24 23:30:05,44.9846834968776,-93.2331358361989,110.09,271.4,3.555,115,87,0
2021-03-24 23:30:06,44.9846669845283,-93.2331064995378,113.03,271.2,3.536,115,87,0
2021-03-24 23:30:07,44.984650304541,-93.2330768276006,116.02,271,3.527,115,87,0
2021-03-24 23:30:08,44.9846340436488,-93.2330420427024,119.31,270.8,3.48,115,87,0
2021-03-24 23:30:09,44.9846161901951,-93.2330075930804,122.66,270.6,3.452,117,86,0.5
2021-03-24 23:30:10,44.9846002645791,-93.2329714670777,126.02,270.4,3.452,117,86,0.5
2021-03-24 23:30:11,44.9845833331347,-93.232935173437,129.44,270.2,3.443,118,86,0.5
2021-03-24 23:30:12,44.9845659825951,-93.2328980416059,132.94,270.2,3.443,118,86,0.5
2021-03-24 23:30:13,44.9845521524549,-93.2328597363085,136.33,270,3.443,118,86,0.5
2021-03-24 23:30:14,44.9845391605049,-93.2328216824681,139.66,269.8,3.434,118,86,0.5
2021-03-24 23:30:15,44.9845252465457,-93.232784550637,142.97,269.4,3.434,118,86,0.5
2021-03-24 23:30:16,44.9845130927861,-93.2327465806156,146.26,269.4,3.434,118,86,0.5
2021-03-24 23:30:17,44.9844981729984,-93.2327094487846,149.62,269.2,3.424,118,86,0.5
2021-03-24 23:30:18,44.9844832532108,-93.2326715625823,153.04,269.2,3.424,118,85,0.5
2021-03-24 23:30:19,44.9844663217664,-93.2326330058277,156.61,269,3.424,118,85,0.5
2021-03-24 23:30:20,44.9844503961504,-93.2325929403305,160.23,268.8,3.424,118,85,0.5
2021-03-24 23:30:21,44.9844371527433,-93.2325531262904,163.7,268.8,3.424,118,84,0.5
2021-03-24 23:30:22,44.9844265077263,-93.2325164973736,166.82,268.8,3.424,120,84,0.5
2021-03-24 23:30:23,44.984412509948,-93.2324796169996,170.12,268.8,3.424,122,84,0.5
2021-03-24 23:30:24,44.9843978416175,-93.2324420660734,173.5,268.8,3.406,122,84,0.5
2021-03-24 23:30:25,44.984383424744,-93.2324036769569,176.92,268.6,3.396,122,85,0.5
2021-03-24 23:30:26,44.9843685887754,-93.2323650363833,180.39,268.6,3.396,122,85,0.5
2021-03-24 23:30:27,44.9843538366258,-93.2323269825429,183.81,268.4,3.396,122,85,0.5
2021-03-24 23:30:28,44.9843402579427,-93.2322880905122,187.23,268.2,3.396,123,86,0.5
2021-03-24 23:30:29,44.9843250866979,-93.2322516292334,190.56,268,3.396,123,86,0.5
2021-03-24 23:30:30,44.9843095801771,-93.2322148326784,193.93,267.8,3.396,123,86,0.5
2021-03-24 23:30:31,44.9842941574752,-93.2321763597429,197.42,267.6,3.396,123,85,0.5
2021-03-24 23:30:32,44.9842814169824,-93.2321393117309,200.66,267.4,3.396,123,85,0.5
2021-03-24 23:30:33,44.9842667486519,-93.2321013417095,204.07,267,3.396,123,85,0.5
2021-03-24 23:30:34,44.9842515774071,-93.2320637907833,207.47,267,3.387,123,85,0.5
2021-03-24 23:30:35,44.9842382501811,-93.2320259884,210.8,266.8,3.387,123,85,0.5
2021-03-24 23:30:36,44.9842229951173,-93.2319901138544,214.1,266.6,3.387,123,86,0.5
2021-03-24 23:30:37,44.9842070695013,-93.2319555804133,217.34,266.2,3.387,123,86,0.5
2021-03-24 23:30:38,44.984190557152,-93.2319168560207,220.91,266,3.387,126,86,0.5
2021-03-24 23:30:39,44.9841757211834,-93.2318757008761,224.55,265.8,3.387,126,85,0.5
2021-03-24 23:30:40,44.9841599632055,-93.2318367250264,228.09,265.6,3.387,126,85,0.5
2021-03-24 23:30:41,44.984142947942,-93.2318004313856,231.52,265.4,3.387,126,85,0.5
2021-03-24 23:30:42,44.9841274414212,-93.231761874631,235.01,265.2,3.387,127,85,0.5
2021-03-24 23:30:43,44.9841134436429,-93.2317204680294,238.62,265.2,3.396,127,85,0.5
2021-03-24 23:30:44,44.9840996135026,-93.231679899618,242.17,265,3.396,127,85,0.5
2021-03-24 23:30:45,44.9840857833624,-93.2316393312067,245.73,265,3.396,127,85,0.5
2021-03-24 23:30:46,44.9840702768415,-93.231600522995,249.23,264.8,3.396,127,85,0.5
2021-03-24 23:30:47,44.9840548541397,-93.231560876593,252.8,264.6,3.406,127,85,0.5
2021-03-24 23:30:48,44.9840395990759,-93.231521146372,256.36,264.4,3.406,127,85,0.5
2021-03-24 23:30:49,44.9840249307454,-93.2314821705222,259.83,264.2,3.406,127,85,0.5
2021-03-24 23:30:50,44.9840090051293,-93.2314405962825,263.55,264.2,3.406,128,85,0.5
2021-03-24 23:30:51,44.9839990306646,-93.2313991896808,267,264,3.406,128,85,0.5
2021-03-24 23:30:52,44.9840010423213,-93.231354681775,270.52,263.6,3.406,129,85,0.5
2021-03-24 23:30:53,44.9840151239187,-93.231315035373,274.01,263.4,3.406,130,85,0
2021-03-24 23:30:54,44.9840395990759,-93.2312882971019,277.43,263.2,3.415,130,84,0
2021-03-24 23:30:55,44.9840721208602,-93.231270192191,281.3,262.8,3.415,131,84,0
2021-03-24 23:30:56,44.9841025471687,-93.2312535960227,284.93,262.6,3.415,131,84,0
2021-03-24 23:30:57,44.9841317161918,-93.2312401011586,288.33,262.2,3.415,131,84,0
2021-03-24 23:30:58,44.9841618072242,-93.2312271930277,291.83,261.8,3.424,131,84,0
2021-03-24 23:30:59,44.984190473333,-93.2312102615833,295.27,261.4,3.424,132,85,0.5
2021-03-24 23:31:00,44.9842165410519,-93.2311911508441,298.53,261,3.424,133,85,0.5
2021-03-24 23:31:01,44.9842456262559,-93.2311730459332,302.06,260.6,3.424,134,85,0.5
2021-03-24 23:31:02,44.9842746276408,-93.2311577070504,305.5,260.2,3.424,134,85,0.5
2021-03-24 23:31:03,44.9843025393784,-93.2311484031379,308.68,259.8,3.424,135,85,0.5
2021-03-24 23:31:04,44.984330534935,-93.2311346568167,311.95,259.4,3.424,135,85,0.5
2021-03-24 23:31:05,44.9843540880829,-93.2311238441616,314.7,259.2,3.424,137,85,0.5
2021-03-24 23:31:06,44.984378227964,-93.2311112713069,317.56,258.8,3.424,139,85,0.5
2021-03-24 23:31:07,44.9844001047313,-93.2310970220715,320.22,258.6,3.424,141,85,0.5
2021-03-24 23:31:08,44.9844187963754,-93.2310833595693,322.56,258.2,3.415,141,85,0.5
2021-03-24 23:31:09,44.9844406731427,-93.2310743909329,325.09,258,3.415,141,86,0.5
2021-03-24 23:31:10,44.9844642262906,-93.2310659252107,328.49,257.6,3.406,142,86,0.5
2021-03-24 23:31:11,44.9844936467707,-93.2310541905463,331.9,257.2,3.406,142,86,0.5
2021-03-24 23:31:12,44.9845180381089,-93.231045473367,335.31,256.8,3.415,142,85,0.5
2021-03-24 23:31:13,44.9845394957811,-93.2310381811112,338.73,256.2,3.415,142,85,0.5
2021-03-24 23:31:14,44.9845633003861,-93.2310339063406,341.38,255.8,3.434,142,85,0.5
2021-03-24 23:31:15,44.9845821596682,-93.2310054916888,343.86,255.4,3.443,142,85,0.5
2021-03-24 23:31:16,44.9846181180328,-93.2309915777296,347.95,254.8,3.452,142,85,0.5
2021-03-24 23:31:17,44.98465558514,-93.2309733051807,352.25,254.2,3.452,142,85,0.5
2021-03-24 23:31:18,44.984687268734,-93.2309308927506,356.56,254,3.443,144,85,0.5
2021-03-24 23:31:19,44.9847177788615,-93.2308783382177,361.4,253.6,3.443,144,85,0.5
2021-03-24 23:31:20,44.984745355323,-93.2308248616755,366.22,253.6,3.452,145,85,0.5
2021-03-24 23:31:21,44.9847730994225,-93.2307907473296,370.22,253.6,3.462,145,86,0.5
2021-03-24 23:31:22,44.9847974907607,-93.2307553756982,373.91,253.4,3.471,145,86,0.5
2021-03-24 23:31:23,44.9848228041083,-93.2307349238545,377.11,253.2,3.48,145,86,0.5
2021-03-24 23:31:24,44.9848448485136,-93.230701982975,380.38,253.2,3.49,146,86,0.5
2021-03-24 23:31:25,44.9848704971373,-93.2306759990752,383.8,253.2,3.49,146,86,0.5
2021-03-24 23:31:26,44.9848941341043,-93.2306594867259,386.73,253.2,3.471,146,85,0.5
2021-03-24 23:31:27,44.9849171005189,-93.230641297996,389.63,253.2,3.452,146,85,0.5
2021-03-24 23:31:28,44.9849486164749,-93.2306263782084,393.32,253.2,3.406,146,85,0.5
2021-03-24 23:31:29,44.9849746841937,-93.2306057587266,396.56,253.4,3.378,146,85,0.5
2021-03-24 23:31:30,44.9850033503026,-93.2305851392448,400.05,253.8,3.368,146,85,0.5
2021-03-24 23:31:31,44.9850340280682,-93.2305627595633,403.84,254,3.359,146,85,0.5
2021-03-24 23:31:32,44.9850644543767,-93.2305466663092,407.43,254.2,3.359,146,85,0.5
2021-03-24 23:31:33,44.9850910250098,-93.2305292319506,410.65,254.4,3.368,146,85,0.5
2021-03-24 23:31:34,44.9851236306131,-93.2305202633142,414.33,254.4,3.368,146,85,0.5
2021-03-24 23:31:35,44.9851513747126,-93.2305103726685,417.46,254.6,3.35,146,85,0.5
2021-03-24 23:31:36,44.9851831421256,-93.2305075228214,420.96,254.4,3.35,146,85,0.5
2021-03-24 23:31:37,44.9852203577757,-93.2305106241256,425.11,254.8,3.34,146,85,0.5
2021-03-24 23:31:38,44.9852566514164,-93.2305184192955,429.18,255,3.34,146,85,0.5
2021-03-24 23:31:39,44.9852916039526,-93.2305252086371,433.1,255.2,3.359,146,85,0.5
2021-03-24 23:31:40,44.9853262212127,-93.2305291481316,436.96,255.4,3.368,146,85,0.5
2021-03-24 23:31:41,44.9853600002825,-93.2305350154638,440.74,255.4,3.368,146,85,0.5
2021-03-24 23:31:42,44.9853938631713,-93.2305392902344,444.51,255.2,3.378,147,86,0.5
2021-03-24 23:31:43,44.9854288995266,-93.2305423077196,448.41,255.4,3.387,147,86,0.5
2021-03-24 23:31:44,44.985464354977,-93.2305425591767,452.33,255.8,3.396,147,86,0.5
2021-03-24 23:31:45,44.9854975473136,-93.2305412180722,456.01,256.2,3.406,147,86,0.5
2021-03-24 23:31:46,44.9855288956314,-93.2305392064154,459.47,256.6,3.415,147,86,0.5
2021-03-24 23:31:47,44.9855611659586,-93.230538032949,463.04,257.2,3.424,147,86,0.5
2021-03-24 23:31:48,44.9855929333717,-93.2305371947587,466.55,257.4,3.434,147,86,0.5
2021-03-24 23:31:49,44.985623024404,-93.2305368594825,469.87,257.6,3.434,147,86,0.5
2021-03-24 23:31:50,44.9856528639793,-93.230540798977,473.21,257.6,3.434,147,86,0.5
2021-03-24 23:31:51,44.9856819491833,-93.2305426429957,476.43,258,3.424,147,85,0.5
2021-03-24 23:31:52,44.9857125431299,-93.2305428106338,479.83,258.2,3.406,146,85,0.5
2021-03-24 23:31:53,44.9857408739626,-93.2305410504341,482.97,258.4,3.387,146,85,0.5
2021-03-24 23:31:54,44.9857685342431,-93.2305402122438,486.03,258.8,3.378,147,85,0.5
2021-03-24 23:31:55,44.9857934284955,-93.2305369433016,488.8,259.2,3.368,147,85,0.5
2021-03-24 23:31:56,44.9858197476715,-93.2305343449116,491.72,259.4,3.359,147,86,0.5
2021-03-24 23:31:57,44.9858459830284,-93.2305299025029,494.64,259.8,3.34,147,86,0.5
2021-03-24 23:31:58,44.9858716316521,-93.230527639389,497.47,260.4,3.331,147,86,0.5
2021-03-24 23:31:59,44.9858993757516,-93.2305286452174,500.53,260.8,3.312,147,86,0.5
2021-03-24 23:32:00,44.9859277904034,-93.2305346801877,503.72,261,3.294,147,86,0.5
2021-03-24 23:32:01,44.9859566241503,-93.2305404637009,506.95,261.4,3.284,148,85,0.5
2021-03-24 23:32:02,44.9859856255352,-93.2305447384715,510.18,261.6,3.284,148,85,0.5
2021-03-24 23:32:03,44.9860157165676,-93.2305410504341,513.52,262,3.284,148,85,0.5
2021-03-24 23:32:04,44.9860474839807,-93.2305427268147,517.04,261.8,3.284,148,85,0.5
2021-03-24 23:32:05,44.9860790837556,-93.230545911938,520.55,261.6,3.294,148,85,0.5
2021-03-24 23:32:06,44.9861083365977,-93.2305474206805,523.8,261.8,3.303,148,85,0.5
2021-03-24 23:32:07,44.9861350748688,-93.2305473368615,526.76,262,3.312,148,85,0.5
2021-03-24 23:32:08,44.9861609749496,-93.2305426429957,529.62,262.4,3.312,149,85,0.5
2021-03-24 23:32:09,44.9861899763346,-93.2305369433016,532.86,262.4,3.303,149,85,0.5
2021-03-24 23:32:10,44.9862186424434,-93.2305334229022,536.03,262.4,3.294,149,84,0.5
2021-03-24 23:32:11,44.9862457159907,-93.2305342610925,539.03,262.8,3.284,149,84,0.5
2021-03-24 23:32:12,44.9862732924521,-93.2305325008929,542.08,263,3.275,149,84,0.5
2021-03-24 23:32:13,44.9863013718277,-93.2305335905403,545.2,263.6,3.256,150,84,0.5
2021-03-24 23:32:14,44.9863300379366,-93.2305369433016,548.39,263.8,3.247,150,84,0.5
2021-03-24 23:32:15,44.9863609671593,-93.2305389549583,551.81,264,3.238,151,86,0.5
2021-03-24 23:32:16,44.9863926507533,-93.2305373623967,555.32,264.2,3.238,151,86,0.5
2021-03-24 23:32:17,44.9864225741476,-93.2305330038071,558.66,264.4,3.238,151,86,0.5
