"sports_name","sports_sport","sports_sub_sport","timestamp","start_time","start_position_lat","start_position_long","total_elapsed_time","total_timer_time","total_distance","total_cycles","nec_lat","nec_long","swc_lat","swc_long","message_index","total_calories","avg_speed","max_speed","total_ascent","total_descent","first_lap_index","num_laps","avg_vertical_oscillation","avg_stance_time_percent","avg_stance_time","event","event_type","sport","sub_sport","avg_heart_rate","max_heart_rate","avg_cadence","max_cadence","total_training_effect","event_group","trigger","avg_temperature","max_temperature","avg_fractional_cadence","max_fractional_cadence","total_fractional_cycles","sport_index"
"Run","running","generic",2021-01-29 18:14:33,2021-01-29 17:25:20,44.9853180069476,-93.2337336335331,2676.284,2474.322,8704.36,3529,44.9881302192807,-93.1947495695204,44.978783307597,-93.2339081447572,NA,462,3.518,6.317,165,168,0,21,6553.5,655.35,6553.5,"lap","stop","running","generic",150,170,86,96,2.5,255,"activity_end",127,127,0.03125,0.5,1.9921875,255
