"ID","data","event","event_group","event_type","timestamp"
2020-11-06 17:49:00,0,"timer",0,"start",2020-11-06 16:26:25
2020-11-06 17:49:00,120,NA,255,"marker",2020-11-06 16:29:59
2020-11-06 17:49:00,0,"timer",0,"stop_all",2020-11-06 16:30:00
2020-11-06 17:49:00,0,"timer",0,"start",2020-11-06 16:30:44
2020-11-06 17:49:00,120,NA,255,"marker",2020-11-06 16:31:15
2020-11-06 17:49:00,0,"timer",0,"stop_all",2020-11-06 16:31:16
2020-11-06 17:49:00,0,"timer",0,"start",2020-11-06 16:31:37
2020-11-06 17:49:00,236,NA,255,"marker",2020-11-06 16:33:21
2020-11-06 17:49:00,0,"timer",0,"stop_all",2020-11-06 16:33:22
2020-11-06 17:49:00,88,"recovery_hr",255,"marker",2020-11-06 16:35:22
2020-11-06 17:49:00,0,"timer",0,"start",2020-11-06 16:44:14
2020-11-06 17:49:00,294,NA,255,"marker",2020-11-06 16:45:26
2020-11-06 17:49:00,0,"timer",0,"stop_all",2020-11-06 16:45:27
2020-11-06 17:49:00,0,"timer",0,"start",2020-11-06 16:45:34
2020-11-06 17:49:00,306,NA,255,"marker",2020-11-06 16:48:03
2020-11-06 17:49:00,0,"timer",0,"stop_all",2020-11-06 16:48:04
2020-11-06 17:49:00,0,"timer",0,"start",2020-11-06 16:48:11
2020-11-06 17:49:00,305,NA,255,"marker",2020-11-06 16:49:25
2020-11-06 17:49:00,0,"timer",0,"stop_all",2020-11-06 16:49:26
2020-11-06 17:49:00,0,"timer",0,"start",2020-11-06 16:49:37
2020-11-06 17:49:00,354,NA,255,"marker",2020-11-06 16:50:31
2020-11-06 17:49:00,0,"timer",0,"stop_all",2020-11-06 16:50:32
2020-11-06 17:49:00,0,"timer",0,"start",2020-11-06 16:50:43
2020-11-06 17:49:00,584,NA,255,"marker",2020-11-06 16:56:20
2020-11-06 17:49:00,0,"timer",0,"stop_all",2020-11-06 16:56:21
2020-11-06 17:49:00,0,"timer",0,"start",2020-11-06 16:58:07
2020-11-06 17:49:00,584,NA,255,"marker",2020-11-06 17:02:19
2020-11-06 17:49:00,0,"timer",0,"stop_all",2020-11-06 17:02:20
2020-11-06 17:49:00,0,"timer",0,"start",2020-11-06 17:02:28
2020-11-06 17:49:00,642,NA,255,"marker",2020-11-06 17:05:18
2020-11-06 17:49:00,0,"timer",0,"stop_all",2020-11-06 17:05:19
2020-11-06 17:49:00,0,"timer",0,"start",2020-11-06 17:06:29
2020-11-06 17:49:00,932,NA,255,"marker",2020-11-06 17:30:22
2020-11-06 17:49:00,0,"timer",0,"stop_all",2020-11-06 17:30:23
2020-11-06 17:49:00,0,"timer",0,"start",2020-11-06 17:30:56
2020-11-06 17:49:00,932,NA,255,"marker",2020-11-06 17:35:42
2020-11-06 17:49:00,0,"timer",0,"stop_all",2020-11-06 17:35:43
2020-11-06 17:49:00,0,"timer",0,"start",2020-11-06 17:35:46
2020-11-06 17:49:00,932,NA,255,"marker",2020-11-06 17:46:04
2020-11-06 17:49:00,0,"timer",0,"stop_all",2020-11-06 17:46:05
2020-11-06 17:49:00,114,"recovery_hr",255,"marker",2020-11-06 17:48:05
