"ID","timestamp","avg_cadence","avg_fractional_cadence","avg_heart_rate","avg_speed","avg_stance_time","avg_stance_time_percent","avg_temperature","avg_vertical_oscillation","event","event_group","event_type","first_lap_index","max_cadence","max_fractional_cadence","max_heart_rate","max_speed","max_temperature","message_index","nec_lat","nec_long","num_laps","sport","sport_index","sports_name","sports_sport","sports_sub_sport","start_position_lat","start_position_long","start_time","sub_sport","swc_lat","swc_long","total_ascent","total_calories","total_cycles","total_descent","total_distance","total_elapsed_time","total_fractional_cycles","total_timer_time","total_training_effect","trigger"
"2021_04_04 18_42_42",2021-04-04 18:42:42,"82",0.5,"137",3.489,6553.5,655.35,"127",6553.5,"lap","255","stop","0","86",0,"147",3.919,"127",NA,44.9879171513021,-93.2191661372781,"3","running","255","Run","running","generic",44.9853245448321,-93.2339345477521,2021-04-04 18:23:07,"generic",44.9835246149451,-93.2380136009306,"120","210","1589","152",4039.15,1157.633,1.9921875,1157.633,1.8,"activity_end"
