"sports_name","sports_sport","sports_sub_sport","timestamp","start_time","start_position_lat","start_position_long","total_elapsed_time","total_timer_time","total_distance","total_cycles","nec_lat","nec_long","swc_lat","swc_long","message_index","total_calories","avg_speed","max_speed","total_ascent","total_descent","first_lap_index","num_laps","avg_vertical_oscillation","avg_stance_time_percent","avg_stance_time","event","event_type","sport","sub_sport","avg_heart_rate","max_heart_rate","avg_cadence","max_cadence","total_training_effect","event_group","trigger","avg_temperature","max_temperature","avg_fractional_cadence","max_fractional_cadence","total_fractional_cycles","sport_index"
"Run","running","generic",2021-02-04 12:34:57,2021-02-04 10:59:29,44.9852771870792,-93.2337058056146,5667.94,5566.62,17396.55,7767,45.018114214763,-93.1765747535974,44.9777034670115,-93.2338861841708,NA,895,3.125,4.124,294,304,0,22,6553.5,655.35,6553.5,"lap","stop","running","generic",144,155,83,93,2.5,255,"activity_end",127,127,0.9921875,0,1.9921875,255
