"timestamp","start_time","start_position_lat","start_position_long","end_position_lat","end_position_long","total_elapsed_time","total_timer_time","total_distance","total_cycles","message_index","total_calories","avg_speed","max_speed","total_ascent","total_descent","wkt_step_index","avg_vertical_oscillation","avg_stance_time_percent","avg_stance_time","event","event_type","avg_heart_rate","max_heart_rate","avg_cadence","max_cadence","intensity","lap_trigger","sport","event_group","sub_sport","avg_temperature","max_temperature","avg_fractional_cadence","max_fractional_cadence","total_fractional_cycles"
2021-03-20 20:28:06,2021-03-20 20:24:16,44.9853037577122,-93.2337499782443,44.9878330808133,-93.2290537655354,229.694,229.694,804.67,326,NA,41,3.503,4.497,15,18,NA,6553.5,655.35,6553.5,"lap","stop",129,138,85,95,NA,"distance","running",255,"generic",127,127,0.359375,0,1.9921875
2021-03-20 20:31:49,2021-03-20 20:28:07,44.9878304824233,-93.2290062401444,44.9878860544413,-93.2188041228801,222.75,220.004,804.67,305,NA,44,3.658,3.844,15,7,NA,6553.5,655.35,6553.5,"lap","stop",141,144,83,86,NA,"distance","running",255,"generic",127,127,0.5390625,0.5,1.9921875
2021-03-20 20:35:38,2021-03-20 20:31:50,44.9878868088126,-93.2187579385936,44.9880626611412,-93.20855230093,229.491,224.465,804.67,305,NA,44,3.585,3.919,15,6,NA,6553.5,655.35,6553.5,"lap","stop",144,146,82,89,NA,"distance","running",255,"generic",127,127,0.4296875,0,1.9921875
2021-03-20 20:39:34,2021-03-20 20:35:39,44.9880640860647,-93.2085058651865,44.985469635576,-93.199378894642,235.257,235.257,804.67,323,NA,47,3.42,3.62,24,12,NA,6553.5,655.35,6553.5,"lap","stop",147,150,82,85,NA,"distance","running",255,"generic",127,127,0.2578125,0.5,1.9921875
2021-03-20 20:43:27,2021-03-20 20:39:35,44.9854509439319,-93.1993453670293,44.9796780757606,-93.1934699881822,233.28,233.28,804.67,315,NA,47,3.449,3.555,27,24,NA,6553.5,655.35,6553.5,"lap","stop",148,155,81,83,NA,"distance","running",255,"generic",127,127,0.6015625,0,1.9921875
2021-03-20 20:47:03,2021-03-20 20:43:28,44.9796507507563,-93.1934361252934,44.9764217901975,-93.1845140084624,216.548,216.548,804.67,294,NA,40,3.716,3.891,16,23,NA,6553.5,655.35,6553.5,"lap","stop",145,149,82,84,NA,"distance","running",255,"generic",127,127,0.2734375,0.5,1.9921875
2021-03-20 20:50:44,2021-03-20 20:47:04,44.9764103908092,-93.1844715960324,44.9774047359824,-93.174607437104,220.314,220.314,804.67,304,NA,41,3.652,3.723,5,19,NA,6553.5,655.35,6553.5,"lap","stop",146,149,82,85,NA,"distance","running",255,"generic",127,127,0.6796875,0.5,1.9921875
2021-03-20 20:54:34,2021-03-20 20:50:45,44.9774043168873,-93.1745657790452,44.977464415133,-93.1644110195339,229.967,229.967,804.67,316,NA,44,3.499,3.583,17,7,NA,6553.5,655.35,6553.5,"lap","stop",147,150,82,86,NA,"distance","running",255,"generic",127,127,0.6015625,0.5,1.9921875
2021-03-20 20:58:11,2021-03-20 20:54:35,44.9774720426649,-93.1643661763519,44.9775612261146,-93.1543233152479,216.995,216.995,804.67,298,NA,44,3.708,3.882,12,10,NA,6553.5,655.35,6553.5,"lap","stop",150,153,82,85,NA,"distance","running",255,"generic",127,127,0.890625,0.5,1.9921875
2021-03-20 21:01:41,2021-03-20 20:58:12,44.9775779061019,-93.1542747840285,44.9777554348111,-93.1450863741338,210.11,210.11,804.67,292,NA,44,3.83,4.022,12,16,NA,6553.5,655.35,6553.5,"lap","stop",153,158,83,86,NA,"distance","running",255,"generic",127,127,0.8203125,0.5,1.9921875
2021-03-20 21:02:33,2021-03-20 21:01:42,44.9777204822749,-93.1450748071074,44.9778465460986,-93.1435321178287,42.007,42.007,150.79,56,NA,8,3.59,3.844,0,14,NA,6553.5,655.35,6553.5,"lap","stop",152,154,83,87,NA,"session_end","running",255,"generic",127,127,0.5703125,0.5,1.9921875
