"ID","timestamp","avg_cadence","avg_fractional_cadence","avg_heart_rate","avg_speed","avg_stance_time","avg_stance_time_percent","avg_temperature","avg_vertical_oscillation","end_position_lat","end_position_long","event","event_group","event_type","intensity","lap_trigger","max_cadence","max_fractional_cadence","max_heart_rate","max_speed","max_temperature","message_index","sport","start_position_lat","start_position_long","start_time","sub_sport","total_ascent","total_calories","total_cycles","total_descent","total_distance","total_elapsed_time","total_fractional_cycles","total_timer_time","wkt_step_index"
"2021_04_04 18_42_42",2021-04-05 00:31:12,82,0.609375,130,3.318,6553.5,655.35,127,6553.5,44.9861390981823,-93.2191938813776,"lap",255,"stop",NA,"distance",86,0,141,3.788,127,NA,"running",44.9853245448321,-93.2339345477521,2021-04-05 00:23:07,"generic",37,88,669,69,1609.34,485.059,1.9921875,485.059,NA
"2021_04_04 18_42_42",2021-04-05 00:38:33,82,0.390625,141,3.65,6553.5,655.35,127,6553.5,44.9867844209075,-93.237853422761,"lap",255,"stop",NA,"distance",84,0.5,147,3.919,127,NA,"running",44.9861634057015,-93.2192181050777,2021-04-05 00:31:13,"generic",41,80,605,50,1609.34,440.898,1.9921875,440.898,NA
"2021_04_04 18_42_42",2021-04-05 00:42:42,82,0.4765625,143,3.541,6553.5,655.35,127,6553.5,44.9848884344101,-93.23367244564,"lap",255,"stop",NA,"session_end",84,0.5,147,3.648,127,NA,"running",44.986759442836,-93.2378822565079,2021-04-05 00:38:34,"generic",42,42,315,33,820.47,231.676,1.9921875,231.676,NA
