"hrv"
0.985
65.535
65.535
65.535
65.535
2.263
65.535
65.535
65.535
65.535
0.799
65.535
65.535
65.535
65.535
0.855
0.752
65.535
65.535
65.535
0.948
65.535
65.535
65.535
65.535
0.953
65.535
65.535
65.535
65.535
1.075
65.535
65.535
65.535
65.535
0.282
0.354
0.335
65.535
65.535
0.338
0.341
0.283
65.535
65.535
0.415
0.34
0.318
65.535
65.535
0.383
0.366
0.205
65.535
65.535
0.424
0.336
0.294
65.535
65.535
0.371
0.331
0.271
65.535
65.535
0.454
0.276
0.521
65.535
65.535
0.114
0.346
65.535
65.535
65.535
0.866
0.387
0.123
65.535
65.535
0.36
0.351
0.282
65.535
65.535
0.37
0.37
0.291
65.535
65.535
0.534
0.161
0.355
65.535
65.535
0.302
0.401
0.252
65.535
65.535
0.399
0.31
65.535
65.535
65.535
0.394
0.283
0.312
65.535
65.535
0.441
0.294
0.289
65.535
65.535
0.711
0.379
65.535
65.535
65.535
0.314
0.364
65.535
65.535
65.535
0.643
0.314
0.367
65.535
65.535
0.302
0.546
0.138
65.535
65.535
0.386
0.279
0.389
65.535
65.535
0.315
0.236
0.447
65.535
65.535
0.515
0.175
0.359
65.535
65.535
0.483
0.495
65.535
65.535
65.535
0.396
0.3
0.36
65.535
65.535
0.335
0.504
0.154
65.535
65.535
0.285
0.39
65.535
65.535
65.535
0.647
0.558
65.535
65.535
65.535
0.412
0.429
0.246
65.535
65.535
0.353
0.363
0.312
65.535
65.535
0.364
0.693
65.535
65.535
65.535
0.386
0.324
0.264
65.535
65.535
0.525
0.144
0.351
65.535
65.535
0.341
0.375
65.535
65.535
65.535
0.42
0.211
0.364
65.535
65.535
0.393
0.364
0.229
65.535
65.535
0.352
0.419
0.353
65.535
65.535
0.345
0.259
0.359
65.535
65.535
0.394
0.225
0.395
0.328
65.535
0.735
65.535
65.535
65.535
65.535
0.331
0.385
0.458
65.535
65.535
0.296
0.283
0.447
65.535
65.535
0.273
0.682
65.535
65.535
65.535
0.569
0.142
0.349
65.535
65.535
0.338
0.386
65.535
65.535
65.535
0.309
0.327
0.365
65.535
65.535
0.689
0.452
65.535
65.535
65.535
0.313
0.256
0.487
65.535
65.535
0.261
0.43
0.306
65.535
65.535
0.27
0.198
0.274
65.535
65.535
0.544
0.413
0.299
65.535
65.535
0.465
0.217
0.288
65.535
65.535
0.736
0.056
65.535
65.535
65.535
0.254
0.364
0.481
65.535
65.535
0.305
0.24
0.285
65.535
65.535
0.675
0.704
65.535
65.535
65.535
0.39
0.375
65.535
65.535
65.535
0.337
0.299
0.375
0.276
65.535
0.342
0.672
65.535
65.535
65.535
0.422
0.233
65.535
65.535
65.535
0.336
0.428
0.254
65.535
65.535
0.444
0.242
0.35
65.535
65.535
0.329
0.333
0.316
65.535
65.535
0.448
0.219
0.427
65.535
65.535
0.342
0.252
0.446
65.535
65.535
0.273
0.311
0.293
65.535
65.535
0.39
0.167
0.54
65.535
65.535
0.294
0.463
0.262
65.535
65.535
0.755
65.535
65.535
65.535
65.535
0.695
0.292
65.535
65.535
65.535
0.377
0.312
65.535
65.535
65.535
0.677
0.557
0.221
0.296
65.535
0.42
0.273
0.312
65.535
65.535
0.326
0.338
0.328
65.535
65.535
0.489
0.241
65.535
65.535
65.535
1.012
65.535
65.535
65.535
65.535
0.297
0.328
0.359
65.535
65.535
0.651
0.312
65.535
65.535
65.535
0.698
0.302
65.535
65.535
65.535
0.352
0.715
65.535
65.535
65.535
0.388
0.388
65.535
65.535
65.535
0.611
0.674
65.535
65.535
65.535
0.302
0.378
65.535
65.535
65.535
0.347
0.315
0.369
0.306
65.535
0.745
65.535
65.535
65.535
65.535
0.302
0.306
0.336
65.535
65.535
0.705
0.312
65.535
65.535
65.535
0.97
0.372
65.535
