"ID","timestamp","altitude","cadence","distance","fractional_cadence","heart_rate","position_lat","position_long","speed"
"2021_04_03 11_54_14",2021-04-03 17:20:10,277.6,66,0,0.5,95,45.1691576186568,-93.128648372367,0.905
"2021_04_03 11_54_14",2021-04-03 17:20:11,277.6,66,1.65,0.5,96,45.1691592950374,-93.128669494763,1.474
"2021_04_03 11_54_14",2021-04-03 17:20:12,277.6,66,4.04,0.5,96,45.1691586244851,-93.1287000887096,1.474
"2021_04_03 11_54_14",2021-04-03 17:20:13,277.6,66,6.32,0.5,97,45.1691599655896,-93.1287289224565,1.474
"2021_04_03 11_54_14",2021-04-03 17:20:14,277.6,66,8.96,0.5,97,45.1691601332277,-93.1287626177073,2.09
"2021_04_03 11_54_14",2021-04-03 17:20:15,277.6,84,12.14,0,98,45.1691606361419,-93.1288030184805,2.743
"2021_04_03 11_54_14",2021-04-03 17:20:16,277.6,84,15.64,0.5,98,45.1691639050841,-93.1288475263864,2.743
"2021_04_03 11_54_14",2021-04-03 17:20:17,277.8,84,19.37,0.5,98,45.169166084379,-93.1288948841393,3.639
"2021_04_03 11_54_14",2021-04-03 17:20:18,277.6,84,26.83,0.5,99,45.1691663358361,-93.1289898511022,3.807
"2021_04_03 11_54_14",2021-04-03 17:20:19,277.6,83,26.83,0.5,99,45.1691663358361,-93.1289898511022,3.807
"2021_04_03 11_54_14",2021-04-03 17:20:20,277.6,83,30.15,0.5,99,45.1691657491028,-93.1290320958942,3.574
"2021_04_03 11_54_14",2021-04-03 17:20:21,277.4,83,33.56,0.5,99,45.1691654138267,-93.1290756817907,3.527
"2021_04_03 11_54_14",2021-04-03 17:20:22,277.6,84,36.98,0.5,99,45.1691680122167,-93.1291191000491,3.35
"2021_04_03 11_54_14",2021-04-03 17:20:23,277.6,84,40.41,0.5,99,45.1691697724164,-93.1291626859456,3.359
"2021_04_03 11_54_14",2021-04-03 17:20:24,277.4,84,43.76,0.5,97,45.1691683474928,-93.1292052660137,3.303
"2021_04_03 11_54_14",2021-04-03 17:20:25,277.4,84,47.04,0.5,96,45.1691673416644,-93.1292470078915,3.238
"2021_04_03 11_54_14",2021-04-03 17:20:26,277.2,86,50.24,0.5,97,45.1691654976457,-93.1292876601219,3.219
"2021_04_03 11_54_14",2021-04-03 17:20:27,277.4,86,53.49,0.5,100,45.1691653300077,-93.1293291505426,3.219
"2021_04_03 11_54_14",2021-04-03 17:20:28,277.4,85,56.72,0.5,100,45.169166252017,-93.1293703056872,3.238
"2021_04_03 11_54_14",2021-04-03 17:20:29,277.6,84,59.91,0.5,103,45.1691655814648,-93.1294107902795,3.256
"2021_04_03 11_54_14",2021-04-03 17:20:30,277.4,83,62.96,0.5,107,45.1691639050841,-93.1294494308531,3.256
"2021_04_03 11_54_14",2021-04-03 17:20:31,277.6,83,66.08,0.5,112,45.1691623963416,-93.1294892448932,3.256
"2021_04_03 11_54_14",2021-04-03 17:20:32,277.6,83,69.09,0.5,117,45.1691625639796,-93.1295274663717,3.228
"2021_04_03 11_54_14",2021-04-03 17:20:33,277.8,83,72.24,0.5,121,45.1691640727222,-93.1295674480498,3.219
"2021_04_03 11_54_14",2021-04-03 17:20:34,277.8,83,78.31,0.5,122,45.1691645756364,-93.129644729197,3.182
"2021_04_03 11_54_14",2021-04-03 17:20:35,277.8,83,78.31,0.5,121,45.1691645756364,-93.129644729197,3.182
"2021_04_03 11_54_14",2021-04-03 17:20:36,277.8,83,81.47,0.5,121,45.1691665034741,-93.1296848785132,3.163
"2021_04_03 11_54_14",2021-04-03 17:20:37,277.8,83,84.66,0.5,121,45.1691679283977,-93.1297254469246,3.154
"2021_04_03 11_54_14",2021-04-03 17:20:38,278,83,88,0.5,124,45.1691698562354,-93.1297678593546,3.154
"2021_04_03 11_54_14",2021-04-03 17:20:39,278,83,91.22,0.5,128,45.1691705267876,-93.1298087630421,3.154
"2021_04_03 11_54_14",2021-04-03 17:20:40,278.2,83,94.49,0.5,132,45.169168766588,-93.1298503372818,3.163
"2021_04_03 11_54_14",2021-04-03 17:20:41,278.2,84,97.8,0.5,133,45.1691664196551,-93.1298923306167,3.163
"2021_04_03 11_54_14",2021-04-03 17:20:42,278.4,84,100.93,0.5,133,45.1691644079983,-93.1299321446568,3.163
"2021_04_03 11_54_14",2021-04-03 17:20:43,278.6,84,104.14,0.5,134,45.1691628992558,-93.1299728807062,3.163
"2021_04_03 11_54_14",2021-04-03 17:20:44,278.6,84,107.2,0.5,133,45.1691590435803,-93.1300115212798,3.163
"2021_04_03 11_54_14",2021-04-03 17:20:45,278.8,84,110.12,0.5,132,45.1691544335335,-93.1300480663776,3.163
"2021_04_03 11_54_14",2021-04-03 17:20:46,278.8,84,113.24,0.5,133,45.169144961983,-93.1300855334848,3.154
"2021_04_03 11_54_14",2021-04-03 17:20:47,278.8,83,116.47,0.5,137,45.1691331434995,-93.130122916773,3.135
"2021_04_03 11_54_14",2021-04-03 17:20:48,279.2,83,123.06,0.5,139,45.1690985262394,-93.1301912292838,3.135
"2021_04_03 11_54_14",2021-04-03 17:20:49,279.2,84,123.06,0.5,136,45.1690985262394,-93.1301912292838,3.135
"2021_04_03 11_54_14",2021-04-03 17:20:50,279.2,85,126.22,0.5,137,45.1690803375095,-93.1302221585065,3.135
"2021_04_03 11_54_14",2021-04-03 17:20:51,279.2,86,129.46,0.5,141,45.1690585445613,-93.1302496511489,3.126
"2021_04_03 11_54_14",2021-04-03 17:20:52,278.8,86,132.78,0.5,138,45.1690355781466,-93.1302767246962,3.126
"2021_04_03 11_54_14",2021-04-03 17:20:53,278.6,86,136.21,0.5,139,45.1690099295229,-93.1303010322154,3.135
"2021_04_03 11_54_14",2021-04-03 17:20:54,278.4,84,139.32,0.5,142,45.1689849514514,-93.1303193047643,3.144
"2021_04_03 11_54_14",2021-04-03 17:20:55,278.4,84,142.68,0.5,145,45.1689567882568,-93.1303348951042,3.144
"2021_04_03 11_54_14",2021-04-03 17:20:56,278.2,84,145.8,0.5,147,45.168928373605,-93.1303401757032,3.144
"2021_04_03 11_54_14",2021-04-03 17:20:57,278,84,149.26,0.5,145,45.1688974443823,-93.1303464621305,3.144
"2021_04_03 11_54_14",2021-04-03 17:20:58,277.8,84,152.66,0.5,145,45.1688666827977,-93.130347551778,3.135
"2021_04_03 11_54_14",2021-04-03 17:20:59,277.6,84,155.87,0.5,147,45.1688378490508,-93.1303473841399,3.135
"2021_04_03 11_54_14",2021-04-03 17:21:00,277.6,84,158.92,0.5,145,45.1688104402274,-93.1303445342928,3.135
"2021_04_03 11_54_14",2021-04-03 17:21:01,277.6,84,162.02,0.5,144,45.1687831152231,-93.1303365714848,3.135
"2021_04_03 11_54_14",2021-04-03 17:21:02,277.6,84,165.2,0.5,144,45.1687552034855,-93.1303270161152,3.126
"2021_04_03 11_54_14",2021-04-03 17:21:03,277.4,84,168.44,0.5,145,45.1687281299382,-93.1303120125085,3.116
"2021_04_03 11_54_14",2021-04-03 17:21:04,277.6,85,171.68,0.5,145,45.1687018107623,-93.1302939075977,3.107
"2021_04_03 11_54_14",2021-04-03 17:21:05,277.6,85,175.01,0.5,145,45.1686766650528,-93.1302708573639,3.107
"2021_04_03 11_54_14",2021-04-03 17:21:06,277.8,85,182.16,0.5,145,45.1686255354434,-93.1302157044411,3.116
"2021_04_03 11_54_14",2021-04-03 17:21:07,277.8,85,182.16,0.5,146,45.1686255354434,-93.1302157044411,3.116
"2021_04_03 11_54_14",2021-04-03 17:21:08,277.8,84,189.42,0,145,45.1685811951756,-93.1301481463015,3.135
"2021_04_03 11_54_14",2021-04-03 17:21:09,277.8,84,189.42,0,143,45.1685811951756,-93.1301481463015,3.135
"2021_04_03 11_54_14",2021-04-03 17:21:10,277.8,83,192.8,0.5,139,45.1685634255409,-93.1301131937653,3.154
"2021_04_03 11_54_14",2021-04-03 17:21:11,278,83,196.14,0.5,134,45.1685496792197,-93.130075475201,3.163
"2021_04_03 11_54_14",2021-04-03 17:21:12,278.2,83,199.53,0.5,130,45.1685361843556,-93.1300366669893,3.172
"2021_04_03 11_54_14",2021-04-03 17:21:13,278.6,83,203.01,0.5,130,45.1685256231576,-93.1299950927496,3.182
"2021_04_03 11_54_14",2021-04-03 17:21:14,279,84,206.29,0.5,132,45.1685183309019,-93.1299546081573,3.191
"2021_04_03 11_54_14",2021-04-03 17:21:15,279.2,84,209.47,0.5,134,45.1685158163309,-93.129914291203,3.2
"2021_04_03 11_54_14",2021-04-03 17:21:16,279.4,84,212.75,0.5,135,45.1685156486928,-93.1298726331443,3.2
"2021_04_03 11_54_14",2021-04-03 17:21:17,279.8,84,216.17,0.5,135,45.168515983969,-93.1298291310668,3.21
"2021_04_03 11_54_14",2021-04-03 17:21:18,280,84,219.38,0.5,136,45.1685177441686,-93.1297883111984,3.21
"2021_04_03 11_54_14",2021-04-03 17:21:19,280.2,84,222.41,0.5,135,45.1685209292918,-93.1297500059009,3.219
"2021_04_03 11_54_14",2021-04-03 17:21:20,280.4,83,225.66,0.5,133,45.1685255393386,-93.1297091860324,3.219
"2021_04_03 11_54_14",2021-04-03 17:21:21,280.6,83,228.93,0.5,133,45.1685299817473,-93.1296681147069,3.219
"2021_04_03 11_54_14",2021-04-03 17:21:22,280.6,83,232.06,0.5,133,45.1685329992324,-93.1296283844858,3.219
"2021_04_03 11_54_14",2021-04-03 17:21:23,280.8,83,235.15,0.5,134,45.1685324124992,-93.129589157179,3.219
