"timestamp","start_time","start_position_lat","start_position_long","end_position_lat","end_position_long","total_elapsed_time","total_timer_time","total_distance","total_cycles","message_index","total_calories","avg_speed","max_speed","total_ascent","total_descent","wkt_step_index","avg_vertical_oscillation","avg_stance_time_percent","avg_stance_time","event","event_type","avg_heart_rate","max_heart_rate","avg_cadence","max_cadence","intensity","lap_trigger","sport","event_group","sub_sport","avg_temperature","max_temperature","avg_fractional_cadence","max_fractional_cadence","total_fractional_cycles"
2021-02-17 17:04:26,2021-02-17 17:00:21,44.9853009916842,-93.2337507326156,44.9797328095883,-93.2347305770963,245.312,245.312,804.67,354,NA,46,3.28,4.05,5,10,NA,6553.5,655.35,6553.5,"lap","stop",137,160,86,94,NA,"distance","running",255,"generic",127,127,0.6796875,0,1.9921875
2021-02-17 17:10:38,2021-02-17 17:04:27,44.9797034729272,-93.2347484305501,44.9742205347866,-93.2302745897323,371.479,244.684,804.67,349,NA,47,3.289,4.012,39,18,NA,6553.5,655.35,6553.5,"lap","stop",145,162,85,93,NA,"distance","running",255,"generic",127,127,0.9453125,0.5,1.9921875
2021-02-17 17:14:28,2021-02-17 17:10:39,44.9741917010397,-93.230268554762,44.9750816915184,-93.2231267541647,230.58,225.679,804.67,316,NA,43,3.566,4.143,38,47,NA,6553.5,655.35,6553.5,"lap","stop",146,153,85,90,NA,"distance","running",255,"generic",127,127,0.1875,0.5,1.9921875
2021-02-17 17:18:24,2021-02-17 17:14:29,44.9751081783324,-93.2231009379029,44.9724898394197,-93.2157338317484,235.914,235.914,804.67,333,NA,52,3.411,3.583,21,8,NA,6553.5,655.35,6553.5,"lap","stop",152,157,84,90,NA,"distance","running",255,"generic",127,127,0.8046875,0.5,1.9921875
2021-02-17 17:22:43,2021-02-17 17:18:25,44.9724764283746,-93.2156991306692,44.968320177868,-93.2082385662943,258.239,258.239,804.67,358,NA,50,3.116,3.275,26,15,NA,6553.5,655.35,6553.5,"lap","stop",154,160,83,90,NA,"distance","running",255,"generic",127,127,0.9453125,0.5,1.9921875
2021-02-17 17:26:53,2021-02-17 17:22:44,44.9683064315468,-93.2082010991871,44.964736411348,-93.1992788985372,249.354,225.006,804.67,316,NA,47,3.576,4.339,16,14,NA,6553.5,655.35,6553.5,"lap","stop",150,155,84,91,NA,"distance","running",255,"generic",127,127,0.421875,0.5,1.9921875
2021-02-17 17:30:41,2021-02-17 17:26:54,44.9647263530642,-93.1992358155549,44.9698016792536,-93.1976721715182,228.217,228.217,804.67,321,NA,47,3.526,3.686,21,25,NA,6553.5,655.35,6553.5,"lap","stop",153,157,84,89,NA,"distance","running",255,"generic",127,127,0.6796875,0.5,1.9921875
2021-02-17 17:34:36,2021-02-17 17:30:42,44.9698303453624,-93.1976676452905,44.9757971707731,-93.194135595113,235.182,229.863,804.67,324,NA,51,3.501,4.087,12,11,NA,6553.5,655.35,6553.5,"lap","stop",152,156,83,87,NA,"distance","running",255,"generic",127,127,0.6640625,0.5,1.9921875
2021-02-17 17:38:31,2021-02-17 17:34:37,44.9758165329695,-93.1941775046289,44.9783464428037,-93.2025718130171,234.883,234.883,804.67,329,NA,51,3.426,3.742,19,11,NA,6553.5,655.35,6553.5,"lap","stop",153,158,84,90,NA,"distance","running",255,"generic",127,127,0.8671875,0.5,1.9921875
2021-02-17 17:42:13,2021-02-17 17:38:32,44.9783800542355,-93.2025692146271,44.9855743255466,-93.2024856470525,221.8,221.8,804.67,312,NA,49,3.628,3.844,13,23,NA,6553.5,655.35,6553.5,"lap","stop",153,159,84,88,NA,"distance","running",255,"generic",127,127,0.8515625,0.5,1.9921875
2021-02-17 17:46:02,2021-02-17 17:42:14,44.985609697178,-93.2024889998138,44.9879796802998,-93.2103409152478,228.752,228.752,804.67,321,NA,53,3.518,3.704,22,15,NA,6553.5,655.35,6553.5,"lap","stop",151,155,84,87,NA,"distance","running",255,"generic",127,127,0.453125,0.5,1.9921875
2021-02-17 17:49:56,2021-02-17 17:46:03,44.9879761599004,-93.2103856746107,44.9877919256687,-93.2205277774483,233.95,233.95,804.67,326,NA,50,3.439,3.555,17,30,NA,6553.5,655.35,6553.5,"lap","stop",150,153,83,92,NA,"distance","running",255,"generic",127,127,0.9765625,0,1.9921875
2021-02-17 17:53:57,2021-02-17 17:49:57,44.9877923447639,-93.2205681782216,44.9878081865609,-93.2307331636548,241.523,232.835,804.67,324,NA,43,3.456,4.078,23,32,NA,6553.5,655.35,6553.5,"lap","stop",150,153,84,119,NA,"distance","running",255,"generic",127,127,0.8125,0,1.9921875
2021-02-17 17:57:48,2021-02-17 17:53:58,44.9878091085702,-93.2307815272361,44.9858856294304,-93.2362174428999,230.409,230.409,804.67,323,NA,51,3.492,3.723,18,18,NA,6553.5,655.35,6553.5,"lap","stop",152,156,84,88,NA,"distance","running",255,"generic",127,127,0.171875,0,1.9921875
2021-02-17 18:08:49,2021-02-17 17:57:49,44.9858645908535,-93.236180478707,44.9850457627326,-93.2341570034623,54.746,54.746,191.17,74,NA,11,3.492,3.518,0,2,NA,6553.5,655.35,6553.5,"lap","stop",153,154,85,88,NA,"session_end","running",255,"generic",127,127,0.6640625,0.5,1.9921875
