"ID","timestamp","avg_cadence","avg_fractional_cadence","avg_heart_rate","avg_speed","avg_stance_time","avg_stance_time_percent","avg_temperature","avg_vertical_oscillation","event","event_group","event_type","first_lap_index","max_cadence","max_fractional_cadence","max_heart_rate","max_speed","max_temperature","message_index","nec_lat","nec_long","num_laps","sport","sport_index","sports_name","sports_sport","sports_sub_sport","start_position_lat","start_position_long","start_time","sub_sport","swc_lat","swc_long","total_ascent","total_calories","total_cycles","total_descent","total_distance","total_elapsed_time","total_fractional_cycles","total_timer_time","total_training_effect","trigger"
"2021_04_03 13_19_54",2021-04-03 13:19:54,"82",0.7421875,"141",3.11,6553.5,655.35,"127",6553.5,"lap","255","stop","0","86",0.5,"151",3.695,"127",NA,45.1692201476544,-93.1246838998049,"3","running","255","Run","running","generic",45.1692201476544,-93.1246838998049,2021-04-03 12:55:31,"generic",45.1584274414927,-93.1378267239779,"70","249","1828","74",4135.38,1336.909,1.9921875,1329.504,2,"activity_end"
