"ID","data","event","event_group","event_type","timestamp"
2020-10-04 18:08:40,0,"timer",0,"start",2020-10-04 17:06:39
2020-10-04 18:08:40,0,"timer",0,"stop_all",2020-10-04 17:15:12
2020-10-04 18:08:40,325,NA,255,"marker",2020-10-04 17:15:12
2020-10-04 18:08:40,0,"timer",0,"start",2020-10-04 17:15:19
2020-10-04 18:08:40,403,NA,255,"marker",2020-10-04 17:16:23
2020-10-04 18:08:40,0,"timer",0,"stop_all",2020-10-04 17:16:24
2020-10-04 18:08:40,93,"recovery_hr",255,"marker",2020-10-04 17:18:24
2020-10-04 18:08:40,0,"timer",0,"start",2020-10-04 17:20:58
2020-10-04 18:08:40,514,NA,255,"marker",2020-10-04 17:28:53
2020-10-04 18:08:40,0,"timer",0,"stop_all",2020-10-04 17:28:54
2020-10-04 18:08:40,0,"timer",0,"start",2020-10-04 17:29:01
2020-10-04 18:08:40,513,NA,255,"marker",2020-10-04 17:29:01
2020-10-04 18:08:40,0,"timer",0,"stop_all",2020-10-04 17:29:02
2020-10-04 18:08:40,125,"recovery_hr",255,"marker",2020-10-04 17:31:02
2020-10-04 18:08:40,0,"timer",0,"start",2020-10-04 17:35:30
2020-10-04 18:08:40,0,"timer",0,"stop_all",2020-10-04 17:35:48
2020-10-04 18:08:40,513,NA,255,"marker",2020-10-04 17:35:48
2020-10-04 18:08:40,97,"recovery_hr",255,"marker",2020-10-04 17:37:48
2020-10-04 18:08:40,0,"timer",0,"start",2020-10-04 17:39:02
2020-10-04 18:08:40,535,NA,255,"marker",2020-10-04 17:39:03
2020-10-04 18:08:40,0,"timer",0,"stop_all",2020-10-04 17:39:04
2020-10-04 18:08:40,0,"timer",0,"start",2020-10-04 17:40:43
2020-10-04 18:08:40,662,NA,255,"marker",2020-10-04 17:54:28
2020-10-04 18:08:40,0,"timer",0,"stop_all",2020-10-04 17:54:29
2020-10-04 18:08:40,0,"timer",0,"start",2020-10-04 17:55:03
2020-10-04 18:08:40,759,NA,255,"marker",2020-10-04 18:06:09
2020-10-04 18:08:40,0,"timer",0,"stop_all",2020-10-04 18:06:10
2020-10-04 18:08:40,0,"timer",0,"start",2020-10-04 18:06:16
2020-10-04 18:08:40,800,NA,255,"marker",2020-10-04 18:08:21
2020-10-04 18:08:40,0,"timer",0,"stop_all",2020-10-04 18:08:22
