"ID","data","event","event_group","event_type","timestamp"
2020-02-23 18:46:55,0,"timer",0,"start",2020-02-23 10:20:45
2020-02-23 18:46:55,101,NA,255,"marker",2020-02-23 10:23:20
2020-02-23 18:46:55,0,"timer",0,"stop_all",2020-02-23 10:23:21
2020-02-23 18:46:55,0,"timer",0,"start",2020-02-23 10:23:51
2020-02-23 18:46:55,101,NA,255,"marker",2020-02-23 10:25:04
2020-02-23 18:46:55,0,"timer",0,"stop_all",2020-02-23 10:25:05
2020-02-23 18:46:55,0,"timer",0,"start",2020-02-23 10:25:27
2020-02-23 18:46:55,101,NA,255,"marker",2020-02-23 10:32:22
2020-02-23 18:46:55,0,"timer",0,"stop_all",2020-02-23 10:32:23
2020-02-23 18:46:55,0,"timer",0,"start",2020-02-23 10:32:45
2020-02-23 18:46:55,0,"timer",0,"stop_all",2020-02-23 11:03:11
2020-02-23 18:46:55,101,NA,255,"marker",2020-02-23 11:03:11
2020-02-23 18:46:55,127,"recovery_hr",255,"marker",2020-02-23 11:05:11
