"ID","data","event","event_group","event_type","timestamp"
2019-07-17 21:34:23,0,"timer",0,"start",2019-07-17 20:49:36
2019-07-17 21:34:23,711,NA,255,"marker",2019-07-17 21:22:51
2019-07-17 21:34:23,0,"timer",0,"stop_all",2019-07-17 21:22:52
2019-07-17 21:34:23,0,"timer",0,"start",2019-07-17 21:23:25
2019-07-17 21:34:23,711,NA,255,"marker",2019-07-17 21:25:02
2019-07-17 21:34:23,0,"timer",0,"stop_all",2019-07-17 21:25:03
2019-07-17 21:34:23,0,"timer",0,"start",2019-07-17 21:26:07
2019-07-17 21:34:23,0,"timer",0,"stop_all",2019-07-17 21:26:26
2019-07-17 21:34:23,711,NA,255,"marker",2019-07-17 21:26:26
2019-07-17 21:34:23,0,"timer",0,"start",2019-07-17 21:26:28
2019-07-17 21:34:23,727,NA,255,"marker",2019-07-17 21:32:33
2019-07-17 21:34:23,0,"timer",0,"stop_all",2019-07-17 21:32:34
