"timestamp","position_lat","position_long","distance","altitude","speed","cadence","fractional_cadence","heart_rate"
2021-03-26 00:25:20,44.9861439596862,-93.2010763976723,4.68,265.4,12.662,0,0,114
2021-03-26 00:25:21,44.9861888028681,-93.2010746374726,9.64,265.8,1.26,0,0,114
2021-03-26 00:25:22,44.9862278625369,-93.2010737154633,13.98,266.2,4.087,54,0,115
2021-03-26 00:25:23,44.9862640723586,-93.2010859530419,18.09,266.2,4.087,91,0.5,116
2021-03-26 00:25:24,44.986304808408,-93.2011069077998,22.77,266.2,3.602,93,0.5,117
2021-03-26 00:25:25,44.9863369949162,-93.201133813709,26.82,266.2,3.602,93,0.5,118
2021-03-26 00:25:26,44.9863585364074,-93.2011612225324,29.93,266.2,3.639,88,0,119
2021-03-26 00:25:27,44.9863859452307,-93.2011885475367,33.46,266.2,3.639,88,0,121
2021-03-26 00:25:28,44.9864201433957,-93.2012176327407,37.61,266.2,3.499,88,0,122
2021-03-26 00:25:29,44.986439589411,-93.2012562733144,41.35,266.4,3.499,87,0.5,124
2021-03-26 00:25:30,44.9864497315139,-93.2012915611267,44.34,266.4,3.648,87,0.5,125
2021-03-26 00:25:31,44.9864623881876,-93.2013307884336,47.7,266.6,3.648,87,0.5,126
2021-03-26 00:25:32,44.9864729493856,-93.2013719435781,51.15,266.6,3.574,86,0.5,127
2021-03-26 00:25:33,44.9864807445556,-93.2014081533998,54.12,266.6,3.564,86,0.5,127
2021-03-26 00:25:34,44.9864946585149,-93.2014622166753,58.66,266.8,3.499,86,0.5,128
2021-03-26 00:25:35,44.9865089077502,-93.2015006896108,62.07,266.8,3.49,85,0.5,129
2021-03-26 00:25:36,44.986526845023,-93.2015336304903,65.34,266.6,3.462,85,0.5,129
2021-03-26 00:25:37,44.9865361489356,-93.2015689183027,68.13,266.4,3.462,85,0.5,130
2021-03-26 00:25:38,44.9865488894284,-93.2016051281244,71.29,266.2,3.368,85,0.5,129
2021-03-26 00:25:39,44.9865623842925,-93.2016441039741,74.68,266,3.284,85,0.5,129
2021-03-26 00:25:40,44.9865735322237,-93.2016827445477,77.95,265.8,3.247,85,0.5,129
2021-03-26 00:25:41,44.9865817464888,-93.2017273362726,81.47,265.6,3.219,85,0.5,129
2021-03-26 00:25:42,44.986592726782,-93.2017699163407,85.01,265.4,3.219,86,0.5,130
2021-03-26 00:25:43,44.9866040423512,-93.2018078863621,88.19,265.2,3.247,86,0.5,131
2021-03-26 00:25:44,44.9866159446537,-93.2018455211073,91.38,265.2,3.266,86,0.5,131
2021-03-26 00:25:45,44.9866292718798,-93.2018833234906,94.71,265,3.275,86,0.5,132
2021-03-26 00:25:46,44.98664050363,-93.201921209693,97.93,264.8,3.275,85,0.5,132
2021-03-26 00:25:47,44.9866507295519,-93.2019626162946,101.38,264.6,3.284,85,0.5,133
2021-03-26 00:25:48,44.9866669904441,-93.2019987422973,104.75,264.4,3.284,85,0.5,134
2021-03-26 00:25:49,44.9866809882224,-93.2020371314138,108.15,264.4,3.284,85,0.5,135
2021-03-26 00:25:50,44.9866915494204,-93.2020756043494,111.39,264.4,3.294,85,0.5,136
2021-03-26 00:25:51,44.9867041222751,-93.2021153345704,114.81,264.4,3.294,85,0.5,135
2021-03-26 00:25:52,44.986730273813,-93.2021528854966,118.92,264.4,3.303,85,0.5,135
2021-03-26 00:25:53,44.9867480434477,-93.2021869998425,122.26,264.4,3.312,85,0.5,135
2021-03-26 00:25:54,44.9867667350918,-93.2022218685597,125.71,264.2,3.34,86,0.5,135
2021-03-26 00:25:55,44.9867788050324,-93.202262185514,129.15,263.8,3.34,86,0.5,135
2021-03-26 00:25:56,44.9867913778871,-93.2023022510111,132.58,263.6,3.35,85,0.5,135
2021-03-26 00:25:57,44.9868093151599,-93.2023359462619,135.9,263.2,3.359,85,0.5,135
2021-03-26 00:25:58,44.9868287611753,-93.2023604214191,138.8,263.2,3.359,85,0.5,136
2021-03-26 00:25:59,44.9868494644761,-93.2023876626045,141.88,263,3.359,85,0.5,136
2021-03-26 00:26:00,44.9868718441576,-93.202418256551,145.31,262.8,3.322,85,0.5,136
2021-03-26 00:26:01,44.9868959002197,-93.2024538796395,149.1,262.8,3.322,84,0.5,136
2021-03-26 00:26:02,44.9869209621102,-93.2024862337857,152.62,263,3.322,84,0.5,136
2021-03-26 00:26:03,44.9869430065155,-93.20252135396,156.28,262.8,3.331,85,0.5,137
2021-03-26 00:26:04,44.986968236044,-93.2025589048862,160.37,262.8,3.331,85,0.5,136
2021-03-26 00:26:05,44.9869938008487,-93.202595366165,164.41,263.2,3.34,85,0.5,136
2021-03-26 00:26:06,44.9870280828327,-93.2026277203113,168.54,263.6,3.359,85,0.5,136
2021-03-26 00:26:07,44.9870492890477,-93.2026656903327,172.35,264,3.368,85,0.5,137
2021-03-26 00:26:08,44.9870692379773,-93.2027048338205,176.15,264.8,3.406,85,0.5,137
2021-03-26 00:26:09,44.9870963115245,-93.2027397025377,180.19,265.4,3.415,85,0.5,137
2021-03-26 00:26:10,44.9871202837676,-93.2027731463313,183.85,266.2,3.434,85,0.5,137
2021-03-26 00:26:11,44.9871403165162,-93.202809439972,187.42,266.8,3.452,86,0.5,137
2021-03-26 00:26:12,44.9871553201228,-93.2028449792415,190.67,267.2,3.462,86,0.5,137
2021-03-26 00:26:13,44.9871707428247,-93.2028815243393,194.02,267.6,3.471,86,0.5,136
2021-03-26 00:26:14,44.9871878419071,-93.2029189076275,197.5,268.2,3.462,86,0.5,136
2021-03-26 00:26:15,44.9872053600848,-93.2029577158391,201.13,268.8,3.462,86,0.5,136
2021-03-26 00:26:16,44.9872209504247,-93.2029945123941,204.51,269.2,3.471,86,0.5,135
2021-03-26 00:26:17,44.9872352834791,-93.2030321471393,207.87,269.4,3.471,86,0.5,133
