"ID","data","event","event_group","event_type","timestamp"
2020-10-08 17:28:54,0,"timer",0,"start",2020-10-08 16:10:06
2020-10-08 17:28:54,236,NA,255,"marker",2020-10-08 16:17:09
2020-10-08 17:28:54,0,"timer",0,"stop_all",2020-10-08 16:17:10
2020-10-08 17:28:54,0,"timer",0,"start",2020-10-08 16:17:15
2020-10-08 17:28:54,294,NA,255,"marker",2020-10-08 16:18:33
2020-10-08 17:28:54,0,"timer",0,"stop_all",2020-10-08 16:18:34
2020-10-08 17:28:54,0,"timer",0,"start",2020-10-08 16:18:51
2020-10-08 17:28:54,990,NA,255,"marker",2020-10-08 16:47:21
2020-10-08 17:28:54,0,"timer",0,"stop_all",2020-10-08 16:47:22
2020-10-08 17:28:54,0,"timer",0,"start",2020-10-08 16:47:29
2020-10-08 17:28:54,990,NA,255,"marker",2020-10-08 16:48:00
2020-10-08 17:28:54,0,"timer",0,"stop_all",2020-10-08 16:48:01
2020-10-08 17:28:54,0,"timer",0,"start",2020-10-08 16:48:29
2020-10-08 17:28:54,1164,NA,255,"marker",2020-10-08 17:07:22
2020-10-08 17:28:54,0,"timer",0,"stop_all",2020-10-08 17:07:23
2020-10-08 17:28:54,115,"recovery_hr",255,"marker",2020-10-08 17:09:23
