"hrv"
0.608
0.615
0.605
65.535
65.535
1.177
65.535
65.535
65.535
65.535
0.65
0.508
65.535
65.535
65.535
0.549
65.535
65.535
65.535
65.535
0.586
0.562
65.535
65.535
65.535
0.545
0.601
65.535
65.535
65.535
2.631
0.5
65.535
65.535
65.535
0.54
65.535
65.535
65.535
65.535
1.891
65.535
65.535
65.535
65.535
7.52
0.467
0.492
65.535
65.535
0.447
0.512
65.535
65.535
65.535
0.891
65.535
65.535
65.535
65.535
0.536
0.465
65.535
65.535
65.535
0.382
0.572
65.535
65.535
65.535
0.458
0.354
65.535
65.535
65.535
0.588
0.461
65.535
65.535
65.535
0.474
0.464
0.46
65.535
65.535
0.479
0.463
65.535
65.535
65.535
0.456
0.481
65.535
65.535
65.535
0.528
0.31
0.388
65.535
65.535
0.62
0.44
65.535
65.535
65.535
0.294
0.379
0.324
65.535
65.535
0.377
0.313
65.535
65.535
65.535
0.616
0.46
65.535
65.535
65.535
0.325
0.604
65.535
65.535
65.535
0.451
0.458
65.535
65.535
65.535
0.56
0.702
65.535
65.535
65.535
0.587
65.535
65.535
65.535
65.535
0.909
0.462
65.535
65.535
65.535
0.445
65.535
65.535
65.535
65.535
1.063
0.306
65.535
65.535
65.535
0.381
0.552
65.535
65.535
65.535
0.447
0.377
0.374
65.535
65.535
0.615
0.409
65.535
65.535
65.535
0.502
0.451
65.535
65.535
65.535
0.438
0.452
65.535
65.535
65.535
0.635
65.535
65.535
65.535
65.535
0.981
0.678
65.535
65.535
65.535
0.447
0.405
65.535
65.535
65.535
0.442
0.803
65.535
65.535
65.535
0.985
65.535
65.535
65.535
65.535
0.73
65.535
65.535
65.535
65.535
0.378
0.391
0.277
65.535
65.535
0.432
0.319
65.535
65.535
65.535
0.576
0.432
0.383
65.535
65.535
0.374
0.322
65.535
65.535
65.535
0.677
0.421
65.535
65.535
65.535
0.453
0.43
65.535
65.535
65.535
0.435
0.373
65.535
65.535
65.535
0.515
65.535
65.535
65.535
65.535
1.281
0.302
65.535
65.535
65.535
0.584
0.438
65.535
65.535
65.535
0.378
0.487
0.444
65.535
65.535
0.899
65.535
65.535
65.535
65.535
0.394
0.436
0.426
65.535
65.535
0.39
0.32
65.535
65.535
65.535
0.368
0.392
0.271
65.535
65.535
1.074
65.535
65.535
65.535
65.535
0.381
0.284
0.415
65.535
65.535
1.1
65.535
65.535
65.535
65.535
1.016
0.524
65.535
65.535
65.535
0.877
0.476
65.535
65.535
65.535
0.228
0.724
65.535
65.535
65.535
0.319
0.717
65.535
65.535
65.535
0.766
65.535
65.535
65.535
65.535
0.714
0.335
65.535
65.535
65.535
0.568
0.436
65.535
65.535
65.535
0.375
0.51
0.168
65.535
65.535
0.552
0.593
65.535
65.535
65.535
1.382
0.243
65.535
65.535
65.535
1.026
0.386
65.535
65.535
65.535
0.522
0.442
65.535
65.535
65.535
0.441
65.535
65.535
65.535
65.535
1.404
65.535
65.535
65.535
65.535
0.699
65.535
65.535
65.535
65.535
0.692
0.314
0.38
65.535
65.535
0.36
0.322
0.283
65.535
65.535
0.428
0.453
65.535
65.535
65.535
0.467
0.482
65.535
65.535
65.535
0.677
65.535
65.535
65.535
65.535
0.702
0.806
65.535
65.535
65.535
0.46
0.438
65.535
65.535
65.535
0.384
0.516
65.535
65.535
65.535
0.441
0.429
0.374
65.535
65.535
0.533
0.475
65.535
65.535
65.535
0.863
65.535
65.535
65.535
65.535
0.522
0.698
65.535
65.535
65.535
0.998
65.535
65.535
65.535
65.535
0.402
0.482
65.535
65.535
65.535
0.891
65.535
65.535
65.535
65.535
0.896
65.535
65.535
65.535
65.535
0.516
0.696
65.535
65.535
65.535
0.691
65.535
65.535
65.535
65.535
1.396
65.535
65.535
65.535
65.535
0.385
0.318
65.535
65.535
65.535
1.303
65.535
65.535
65.535
65.535
0.425
0.321
65.535
65.535
65.535
0.69
0.321
65.535
65.535
65.535
1.087
65.535
65.535
65.535
65.535
0.658
0.421
65.535
65.535
65.535
0.452
0.538
65.535
65.535
65.535
0.679
0.538
65.535
65.535
65.535
0.427
0.436
65.535
65.535
65.535
0.705
0.355
65.535
65.535
65.535
0.257
0.428
65.535
65.535
65.535
1.045
0.262
65.535
65.535
65.535
0.42
0.429
65.535
65.535
65.535
0.63
0.335
65.535
65.535
65.535
0.683
65.535
65.535
65.535
65.535
0.691
0.446
65.535
65.535
65.535
0.687
0.619
65.535
65.535
65.535
0.258
0.772
65.535
65.535
65.535
0.685
0.26
65.535
65.535
65.535
0.434
65.535
65.535
65.535
65.535
0.877
65.535
65.535
65.535
65.535
0.843
65.535
65.535
65.535
65.535
0.891
0.892
65.535
65.535
65.535
0.382
0.315
0.571
65.535
65.535
0.836
65.535
65.535
65.535
65.535
0.443
0.442
65.535
65.535
65.535
1.191
65.535
65.535
65.535
65.535
0.532
65.535
65.535
65.535
65.535
0.854
65.535
65.535
65.535
65.535
0.857
0.433
65.535
65.535
65.535
0.424
65.535
65.535
65.535
65.535
1.289
0.484
65.535
65.535
65.535
0.358
65.535
65.535
65.535
65.535
1.021
65.535
65.535
65.535
65.535
0.691
0.696
65.535
65.535
65.535
0.594
0.418
65.535
65.535
65.535
0.408
0.436
65.535
65.535
65.535
0.443
0.415
0.427
65.535
65.535
0.37
0.926
65.535
65.535
65.535
0.478
0.359
65.535
65.535
65.535
0.317
0.695
65.535
65.535
65.535
0.699
0.409
65.535
65.535
65.535
0.278
65.535
65.535
65.535
65.535
1.393
65.535
65.535
65.535
65.535
1.33
65.535
65.535
65.535
65.535
1.276
0.427
65.535
65.535
65.535
0.471
65.535
65.535
65.535
65.535
0.689
0.533
0.171
0.249
65.535
0.451
0.375
65.535
65.535
65.535
0.332
0.379
0.326
65.535
65.535
0.701
65.535
65.535
65.535
65.535
0.717
0.526
65.535
65.535
65.535
0.419
0.422
65.535
65.535
65.535
0.848
65.535
65.535
65.535
65.535
0.572
0.7
0.403
65.535
65.535
0.296
0.43
65.535
65.535
65.535
0.571
65.535
65.535
65.535
65.535
1.273
65.535
65.535
65.535
65.535
0.836
0.397
65.535
65.535
65.535
0.448
65.535
65.535
65.535
65.535
0.855
0.788
65.535
65.535
65.535
0.66
65.535
65.535
65.535
65.535
0.665
65.535
65.535
65.535
65.535
0.771
0.687
65.535
65.535
65.535
0.68
0.406
65.535
65.535
65.535
0.876
65.535
65.535
65.535
65.535
0.419
0.405
0.424
65.535
65.535
0.45
0.402
65.535
65.535
65.535
0.434
0.368
65.535
65.535
65.535
0.492
0.429
65.535
65.535
65.535
0.432
0.841
65.535
65.535
65.535
1.259
65.535
65.535
65.535
65.535
1.309
0.411
65.535
65.535
65.535
1.038
65.535
65.535
65.535
65.535
0.245
0.759
65.535
65.535
65.535
0.406
65.535
65.535
65.535
65.535
0.687
0.275
0.425
65.535
65.535
0.696
0.591
65.535
65.535
65.535
0.418
65.535
65.535
65.535
65.535
0.841
0.236
65.535
65.535
65.535
1.033
65.535
65.535
65.535
65.535
0.36
0.68
0.391
65.535
65.535
0.306
0.383
65.535
65.535
65.535
0.445
0.436
65.535
65.535
65.535
0.572
0.262
65.535
65.535
65.535
0.866
0.422
65.535
65.535
65.535
0.413
0.382
0.484
65.535
65.535
0.438
0.407
0.428
65.535
65.535
0.34
65.535
65.535
65.535
65.535
0.533
0.851
65.535
65.535
65.535
0.848
65.535
65.535
65.535
65.535
0.539
0.742
65.535
65.535
65.535
2.142
65.535
65.535
65.535
65.535
1.271
0.438
65.535
65.535
65.535
0.448
65.535
65.535
65.535
65.535
0.425
0.864
65.535
65.535
65.535
0.57
0.444
0.256
65.535
65.535
0.432
0.606
65.535
65.535
65.535
0.325
65.535
65.535
65.535
65.535
1.22
0.42
65.535
65.535
65.535
0.432
65.535
65.535
65.535
65.535
0.858
0.849
65.535
65.535
65.535
0.419
0.442
65.535
65.535
65.535
0.419
65.535
65.535
65.535
65.535
1.119
0.714
65.535
65.535
65.535
0.704
65.535
65.535
65.535
65.535
1.267
65.535
65.535
65.535
65.535
0.422
65.535
65.535
65.535
65.535
0.847
0.432
65.535
65.535
65.535
1.691
65.535
65.535
65.535
65.535
0.423
0.433
65.535
65.535
65.535
1.292
65.535
65.535
65.535
65.535
0.423
0.859
65.535
65.535
65.535
0.24
0.694
65.535
65.535
65.535
0.71
65.535
65.535
65.535
65.535
0.515
65.535
65.535
65.535
65.535
0.859
65.535
65.535
65.535
65.535
1.308
65.535
65.535
65.535
65.535
1.455
0.269
65.535
65.535
65.535
0.432
0.426
65.535
65.535
65.535
0.881
0.416
65.535
65.535
65.535
0.881
0.844
65.535
65.535
65.535
0.434
0.277
65.535
65.535
65.535
0.603
0.762
65.535
65.535
65.535
0.533
0.424
65.535
65.535
65.535
0.85
0.263
65.535
65.535
65.535
0.612
0.42
65.535
65.535
65.535
0.879
65.535
65.535
65.535
65.535
0.435
65.535
65.535
65.535
65.535
0.847
0.323
65.535
65.535
65.535
0.988
0.392
65.535
65.535
65.535
0.679
65.535
65.535
65.535
65.535
1.09
0.443
65.535
65.535
65.535
0.548
65.535
