"timestamp","position_lat","position_long","distance","altitude","speed","cadence","fractional_cadence","heart_rate"
2021-03-30 13:26:40,44.9852557294071,-93.2334596291184,0,261.4,1.409,58,0.5,77
2021-03-30 13:26:41,44.9852348584682,-93.2334535941482,2.35,261.4,1.409,58,0.5,78
2021-03-30 13:26:42,44.9852173402905,-93.2334444578737,3.93,261.4,1.428,58,0.5,78
2021-03-30 13:26:43,44.9851911049336,-93.2334613893181,7.12,261.4,1.428,58,0.5,78
2021-03-30 13:26:44,44.9851625226438,-93.2334897201508,11,261.4,1.568,86,0,78
2021-03-30 13:26:45,44.9851326830685,-93.2335212361068,15.13,261.4,2.211,91,0,78
2021-03-30 13:26:46,44.9851034302264,-93.2335538417101,19.23,261.4,3.35,91,0,78
2021-03-30 13:26:47,44.9850742612034,-93.2335835136473,23.18,261.4,3.639,91,0,78
2021-03-30 13:26:48,44.9850451759994,-93.2336082402617,26.87,261.4,3.639,92,0.5,78
2021-03-30 13:26:49,44.9850185215473,-93.2336288597435,30.15,261.2,3.611,92,0.5,78
2021-03-30 13:26:50,44.9849894363433,-93.2336489763111,33.37,261.2,3.592,92,0.5,78
2021-03-30 13:26:51,44.9849664699286,-93.2336497306824,35.61,261.2,3.387,92,0.5,78
2021-03-30 13:26:52,44.9849521368742,-93.233609078452,39.14,261,3.387,92,0.5,78
2021-03-30 13:26:53,44.9849367141724,-93.2335769757628,42.17,261,3.303,91,0,78
2021-03-30 13:26:54,44.9849241413176,-93.233540430665,45.37,260.8,3.312,91,0,78
2021-03-30 13:26:55,44.9849128257483,-93.2335073221475,48.26,260.8,3.312,92,0.5,78
2021-03-30 13:26:56,44.9849033541977,-93.2334755547345,50.98,260.6,3.312,93,0.5,78
2021-03-30 13:26:57,44.9848937988281,-93.2334483973682,53.36,260.4,3.284,93,0.5,78
2021-03-30 13:26:58,44.9848836567253,-93.2334102597088,56.57,260.4,3.228,92,0.5,78
2021-03-30 13:26:59,44.9848732631654,-93.2333661708981,60.23,260.2,3.126,91,0,78
2021-03-30 13:27:00,44.9848572537303,-93.233331553638,63.45,260,3.126,91,0,78
2021-03-30 13:27:01,44.9848418310285,-93.2332902308553,67.13,260,3.154,92,0.5,83
2021-03-30 13:27:02,44.9848237261176,-93.233257709071,70.35,259.8,3.163,93,0.5,86
2021-03-30 13:27:03,44.9848079681396,-93.2332185655832,73.9,259.6,3.191,94,0,86
2021-03-30 13:27:04,44.9847936350852,-93.2331801764667,77.32,259.6,3.228,94,0,87
2021-03-30 13:27:05,44.9847770389169,-93.2331405300647,80.95,259.4,3.275,91,0,88
2021-03-30 13:27:06,44.9847611133009,-93.2331008836627,84.53,259.2,3.303,90,0.5,88
2021-03-30 13:27:07,44.9847417511046,-93.2330617401749,88.26,259,3.331,90,0,88
2021-03-30 13:27:08,44.9847279209644,-93.2330158911645,92.18,258.8,3.331,90,0.5,88
2021-03-30 13:27:09,44.9847155995667,-93.2329682819545,96.18,258.6,3.35,89,0.5,88
2021-03-30 13:27:10,44.9847033619881,-93.2329423818737,98.54,258.4,3.368,89,0.5,88
2021-03-30 13:27:11,44.9846904538572,-93.2329046633095,101.84,258.2,3.368,89,0.5,88
2021-03-30 13:27:12,44.9846753664315,-93.2328635919839,105.48,258,3.34,88,0,88
2021-03-30 13:27:13,44.9846613686532,-93.232824197039,108.94,257.8,3.34,88,0,88
2021-03-30 13:27:14,44.9846471194178,-93.2327945251018,111.7,257.6,3.34,88,0,88
2021-03-30 13:27:15,44.9846338760108,-93.2327599078417,114.78,257.4,3.34,87,0.5,88
2021-03-30 13:27:16,44.9846215546131,-93.2327221054584,118.07,257.2,3.322,87,0.5,88
2021-03-30 13:27:17,44.9846046231687,-93.2326848059893,121.52,257,3.312,88,0,88
2021-03-30 13:27:18,44.9845885299146,-93.2326344307512,125.87,256.8,3.303,88,0,88
2021-03-30 13:27:19,44.9845668207854,-93.2325921021402,129.9,256.6,3.303,88,0,88
2021-03-30 13:27:20,44.9845587741584,-93.2325294055045,134.85,256.4,3.312,88,0,88
2021-03-30 13:27:21,44.9845451954752,-93.2324794493616,139.06,256.2,3.322,88,0,88
2021-03-30 13:27:22,44.9845267552882,-93.2324276492,143.63,256,3.35,88,0,88
2021-03-30 13:27:23,44.9845097400248,-93.2323923613876,146.92,255.8,3.359,87,0.5,88
2021-03-30 13:27:24,44.9844946525991,-93.2323544751853,150.31,255.6,3.387,87,0.5,88
2021-03-30 13:27:25,44.9844818282872,-93.2323186006397,153.43,255.4,3.387,87,0.5,88
2021-03-30 13:27:26,44.9844631366432,-93.2322807144374,156.99,255.2,3.387,87,0.5,88
2021-03-30 13:27:27,44.9844487197697,-93.2322502043098,159.83,255,3.378,87,0.5,88
2021-03-30 13:27:28,44.984431033954,-93.2322175148875,163.06,254.6,3.378,87,0.5,87
2021-03-30 13:27:29,44.9844026193023,-93.2322024274617,166.32,254.4,3.35,87,0.5,87
2021-03-30 13:27:30,44.9843746237457,-93.2321797125041,169.9,254.2,3.34,88,0,86
2021-03-30 13:27:31,44.9843509867787,-93.2321656309068,172.63,254,3.322,88,0,85
2021-03-30 13:27:32,44.9843342229724,-93.2321341149509,175.73,253.8,3.322,88,0,85
2021-03-30 13:27:33,44.9843198060989,-93.2321013417095,178.77,253.4,3.303,89,0,85
2021-03-30 13:27:34,44.9843058083206,-93.2320635393262,182.13,253,3.284,90,0.5,84
2021-03-30 13:27:35,44.9842917267233,-93.232020707801,185.86,252.8,3.284,90,0.5,84
2021-03-30 13:27:36,44.984274962917,-93.2319782115519,189.69,252.6,3.284,90,0.5,84
2021-03-30 13:27:37,44.9842537567019,-93.2319384813309,193.59,252.2,3.303,89,0.5,84
2021-03-30 13:27:38,44.9842242524028,-93.2319204602391,197.02,252,3.331,89,0.5,84
2021-03-30 13:27:39,44.9841974303126,-93.2318922132254,200.74,251.6,3.331,89,0.5,83
2021-03-30 13:27:40,44.9841696862131,-93.2318681571633,204.32,251.2,3.34,89,0.5,83
2021-03-30 13:27:41,44.9841449595988,-93.2318425923586,207.69,251,3.35,90,0.5,83
2021-03-30 13:27:42,44.9841254297644,-93.231806717813,211.25,250.6,3.368,90,0.5,83
2021-03-30 13:27:43,44.9841053970158,-93.2317602820694,215.52,250.2,3.378,90,0.5,83
2021-03-30 13:27:44,44.9840843584388,-93.2317287661135,218.91,250,3.387,89,0.5,83
2021-03-30 13:27:45,44.984063655138,-93.2317011896521,222.04,249.6,3.406,89,0.5,83
2021-03-30 13:27:46,44.9840443767607,-93.2316722720861,225.14,249.2,3.406,89,0.5,83
2021-03-30 13:27:47,44.9840253498405,-93.2316441088915,228.17,248.8,3.415,89,0.5,83
2021-03-30 13:27:48,44.98401068151,-93.2316079828888,231.46,248.4,3.406,89,0,83
2021-03-30 13:27:49,44.9839925765991,-93.2315670792013,235.24,248,3.406,89,0,83
2021-03-30 13:27:50,44.9839749746025,-93.2315247505903,239.11,247.6,3.406,88,0.5,83
2021-03-30 13:27:51,44.9839627370238,-93.2314775604755,243.05,247.2,3.406,88,0.5,83
2021-03-30 13:27:52,44.9839489907026,-93.2314324658364,246.91,246.8,3.406,87,0.5,83
2021-03-30 13:27:53,44.983928957954,-93.2313948310912,250.58,246.4,3.406,87,0.5,83
2021-03-30 13:27:54,44.9839085061103,-93.2313530892134,254.56,246,3.406,87,0.5,83
2021-03-30 13:27:55,44.9839059077203,-93.2313207350671,257.04,245.6,3.406,87,0.5,83
2021-03-30 13:27:56,44.9838836956769,-93.2312944997102,260.12,245.2,3.396,86,0.5,83
2021-03-30 13:27:57,44.9838652554899,-93.2312792446464,262.25,244.8,3.396,86,0.5,83
2021-03-30 13:27:58,44.9838378466666,-93.2312644086778,265.33,244.6,3.387,86,0.5,83
2021-03-30 13:27:59,44.9838083423674,-93.2312857825309,268.34,244.4,3.359,87,0,83
2021-03-30 13:28:00,44.9837848730385,-93.2312877103686,270.94,244,3.359,87,0.5,83
2021-03-30 13:28:01,44.9837592244148,-93.2313103415072,274.28,243.6,3.34,87,0.5,84
2021-03-30 13:28:02,44.9837334919721,-93.2313426118344,278.05,243.2,3.322,88,0.5,86
2021-03-30 13:28:03,44.9837086815387,-93.2313757203519,281.83,242.8,3.322,90,0,87
2021-03-30 13:28:04,44.9836869724095,-93.2313850242645,284.29,242.4,3.322,90,0,87
2021-03-30 13:28:05,44.9836620781571,-93.231410253793,287.7,242,3.312,91,0.5,87
2021-03-30 13:28:06,44.9836388602853,-93.2314276043326,290.61,241.6,3.294,91,0.5,87
2021-03-30 13:28:07,44.9836138822138,-93.2314540073276,294.08,241.2,3.294,90,0.5,88
2021-03-30 13:28:08,44.9835894070566,-93.2314702682197,297.08,240.8,3.294,90,0.5,88
2021-03-30 13:28:09,44.9835609924048,-93.2314779795706,300.2,240.4,3.294,89,0.5,88
2021-03-30 13:28:10,44.9835359305143,-93.2314937375486,303.23,240,3.294,89,0.5,89
2021-03-30 13:28:11,44.9835092760623,-93.2315127644688,306.55,239.6,3.294,89,0.5,89
2021-03-30 13:28:12,44.9834837950766,-93.2315409276634,310.14,239,3.284,89,0.5,89
2021-03-30 13:28:13,44.9834597390145,-93.2315643969923,313.4,238.6,3.284,89,0.5,89
2021-03-30 13:28:14,44.9834318272769,-93.2315897103399,317.08,238,3.284,89,0.5,89
2021-03-30 13:28:15,44.9834047537297,-93.2316063065082,320.36,237.4,3.284,89,0.5,89
2021-03-30 13:28:16,44.9833772610873,-93.2316233217716,323.69,237,3.284,89,0.5,89
2021-03-30 13:28:17,44.9833544623107,-93.2316444441676,326.72,236.6,3.284,89,0.5,89
2021-03-30 13:28:18,44.9833355192095,-93.2316675782204,329.5,236.2,3.284,89,0.5,89
2021-03-30 13:28:19,44.983315737918,-93.2316872756928,332.19,235.6,3.284,89,0,89
2021-03-30 13:28:20,44.9832970462739,-93.2317040394992,334.65,235.2,3.256,89,0,89
2021-03-30 13:28:21,44.983278606087,-93.2317207194865,337.09,234.6,3.238,89,0,89
