"ID","data","event","event_group","event_type","timestamp"
2019-06-14 16:46:23,0,"timer",0,"start",2019-06-14 16:28:23
2019-06-14 16:46:23,62,NA,255,"marker",2019-06-14 16:30:52
2019-06-14 16:46:23,0,"timer",0,"stop_all",2019-06-14 16:30:53
2019-06-14 16:46:23,0,"timer",0,"start",2019-06-14 16:30:59
2019-06-14 16:46:23,584,NA,255,"marker",2019-06-14 16:39:18
2019-06-14 16:46:23,0,"timer",0,"stop_all",2019-06-14 16:39:19
2019-06-14 16:46:23,0,"timer",0,"start",2019-06-14 16:39:27
2019-06-14 16:46:23,700,NA,255,"marker",2019-06-14 16:43:47
2019-06-14 16:46:23,0,"timer",0,"stop_all",2019-06-14 16:43:48
2019-06-14 16:46:23,106,"recovery_hr",255,"marker",2019-06-14 16:45:48
