"timestamp","position_lat","position_long","distance","altitude","speed","cadence","fractional_cadence","heart_rate"
2021-03-27 15:01:38,44.9809665419161,-93.2271437812597,0.57,251.4,0.009,0,0,99
2021-03-27 15:01:39,44.980955645442,-93.2271264307201,2.39,251.4,0,58,0.5,99
2021-03-27 15:01:40,44.9809382110834,-93.2270969264209,5.41,251.2,0.009,58,0.5,100
2021-03-27 15:01:41,44.9809222854674,-93.2270447071642,9.88,251.2,1.782,58,0.5,101
2021-03-27 15:01:42,44.9809067789465,-93.2269680127501,16.17,251,2.911,58,0.5,101
2021-03-27 15:01:43,44.9808996543288,-93.2268852833658,22.75,251,4.684,58,0.5,102
2021-03-27 15:01:44,44.9809007439762,-93.2267972733825,29.69,251,4.684,58,0.5,103
2021-03-27 15:01:45,44.9809103831649,-93.2267118617892,36.51,251.2,5.011,58,0.5,116
2021-03-27 15:01:46,44.9809275660664,-93.2266290485859,43.29,251.2,5.001,58,0.5,121
2021-03-27 15:01:47,44.9809548072517,-93.2265515998006,50.1,251.6,5.001,91,0.5,127
2021-03-27 15:01:48,44.9809890054166,-93.226483957842,56.65,251.8,5.001,98,0.5,132
2021-03-27 15:01:49,44.9810307472944,-93.2264263741672,63.14,252,6.149,98,0.5,137
2021-03-27 15:01:50,44.9810791108757,-93.226380860433,69.61,252.2,6.401,97,0.5,138
2021-03-27 15:01:51,44.981127390638,-93.2263429742306,75.74,252.4,6.401,96,0.5,142
2021-03-27 15:01:52,44.9811810348183,-93.2263137213886,82.13,252.6,6.317,96,0.5,144
2021-03-27 15:01:53,44.9812355171889,-93.2263021543622,88.24,253,6.289,95,0.5,147
2021-03-27 15:01:54,44.9812945257872,-93.2263018190861,94.8,253.4,6.289,95,0.5,148
2021-03-27 15:01:55,44.9813526961952,-93.2263211812824,101.44,253.4,6.289,95,0.5,150
2021-03-27 15:01:56,44.9814077652991,-93.2263550441712,108.12,254,6.289,95,0.5,150
2021-03-27 15:01:57,44.9814592301846,-93.2264013960958,114.91,254.2,6.326,95,0.5,151
2021-03-27 15:01:58,44.9815069232136,-93.2264535315335,121.62,254.2,6.364,95,0.5,151
2021-03-27 15:01:59,44.9815472401679,-93.2265096902847,127.91,254.2,6.373,95,0.5,151
