"timestamp","start_time","start_position_lat","start_position_long","end_position_lat","end_position_long","total_elapsed_time","total_timer_time","total_distance","total_cycles","message_index","total_calories","avg_speed","max_speed","total_ascent","total_descent","wkt_step_index","avg_vertical_oscillation","avg_stance_time_percent","avg_stance_time","event","event_type","avg_heart_rate","max_heart_rate","avg_cadence","max_cadence","intensity","lap_trigger","sport","event_group","sub_sport","avg_temperature","max_temperature","avg_fractional_cadence","max_fractional_cadence","total_fractional_cycles"
2021-02-09 21:46:53,2021-02-09 21:42:42,44.9851642828435,-93.2338826637715,44.9801550898701,-93.2316582743078,250.519,243.297,804.67,353,NA,43,3.307,3.891,13,9,NA,6553.5,655.35,6553.5,"lap","stop",130,142,86,97,NA,"distance","running",255,"generic",127,127,0.6953125,0.5,1.9921875
2021-02-09 21:50:36,2021-02-09 21:46:54,44.9801411759108,-93.2316130958498,44.977691648528,-93.2224494963884,222.442,222.442,804.67,317,NA,43,3.617,3.732,9,9,NA,6553.5,655.35,6553.5,"lap","stop",141,145,85,89,NA,"distance","running",255,"generic",127,127,0.6484375,0,1.9921875
2021-02-09 21:54:26,2021-02-09 21:50:37,44.9776749685407,-93.2224111910909,44.9790873192251,-93.2269136141986,230.283,230.283,804.67,323,NA,46,3.494,3.816,13,18,NA,6553.5,655.35,6553.5,"lap","stop",145,150,84,86,NA,"distance","running",255,"generic",127,127,0.515625,0.5,1.9921875
2021-02-09 21:59:26,2021-02-09 21:54:27,44.979121433571,-93.2269119378179,44.9802270065993,-93.2305437326431,300.051,102.445,372.51,139,NA,21,3.636,3.723,11,4,NA,6553.5,655.35,6553.5,"lap","stop",148,151,84,93,NA,"manual","running",255,"generic",127,127,0.2109375,0.5,1.9921875
2021-02-09 22:00:06,2021-02-09 21:59:26,44.9802260007709,-93.2305929344147,44.9799923971295,-93.2333056535572,40,40,218.04,68,NA,5,5.451,6.13,0,0,NA,6553.5,655.35,6553.5,"lap","stop",136,154,95,98,NA,"time","running",255,"generic",127,127,0.8046875,0.5,1.9921875
2021-02-09 22:00:41,2021-02-09 22:00:07,44.9799853563309,-93.2333662547171,44.9800163693726,-93.2327516097575,35,35,107.82,47,NA,8,3.081,5.207,2,11,NA,6553.5,655.35,6553.5,"lap","stop",155,157,84,93,NA,"time","running",255,"generic",127,127,0.5,0.5,1.9921875
2021-02-09 22:01:21,2021-02-09 22:00:42,44.9800208117813,-93.2327200938016,44.9797718692571,-93.2349478360265,40,40,182.83,61,NA,9,4.571,5.048,2,0,NA,6553.5,655.35,6553.5,"lap","stop",158,163,90,93,NA,"time","running",255,"generic",127,127,0.8125,0.5,1.9921875
2021-02-09 22:01:56,2021-02-09 22:01:22,44.9797623138875,-93.2350246980786,44.9795784987509,-93.2363485358655,35,35,115.21,46,NA,8,3.292,4.815,2,10,NA,6553.5,655.35,6553.5,"lap","stop",161,163,82,92,NA,"time","running",255,"generic",127,127,0.2421875,0.5,1.9921875
2021-02-09 22:02:36,2021-02-09 22:01:57,44.9795624893159,-93.2363875955343,44.9794512614608,-93.2388342730701,40,40,197.96,59,NA,9,4.949,5.197,18,0,NA,6553.5,655.35,6553.5,"lap","stop",160,166,89,93,NA,"time","running",255,"generic",127,127,0.6484375,0.5,1.9921875
2021-02-09 22:03:11,2021-02-09 22:02:37,44.9794371798635,-93.2388904318213,44.9787549767643,-93.2399675063789,35,35,118.86,46,NA,8,3.396,4.983,0,37,NA,6553.5,655.35,6553.5,"lap","stop",165,167,82,88,NA,"time","running",255,"generic",127,127,0.2109375,0.5,1.9921875
