"ID","data","event","event_group","event_type","timestamp"
2018-09-07 09:02:24,0,"timer",0,"start",2018-09-07 07:48:54
2018-09-07 09:02:24,0,"timer",0,"stop_all",2018-09-07 07:53:33
2018-09-07 09:02:24,120,NA,255,"marker",2018-09-07 07:53:33
2018-09-07 09:02:24,0,"timer",0,"start",2018-09-07 07:53:45
2018-09-07 09:02:24,678,NA,255,"marker",2018-09-07 08:00:35
2018-09-07 09:02:24,0,"timer",0,"stop_all",2018-09-07 08:00:36
2018-09-07 09:02:24,0,"timer",0,"start",2018-09-07 08:00:50
2018-09-07 09:02:24,1558,NA,255,"marker",2018-09-07 08:17:03
2018-09-07 09:02:24,0,"timer",0,"stop_all",2018-09-07 08:17:04
2018-09-07 09:02:24,0,"timer",0,"start",2018-09-07 08:17:11
2018-09-07 09:02:24,2039,NA,255,"marker",2018-09-07 08:29:59
2018-09-07 09:02:24,0,"timer",0,"stop_all",2018-09-07 08:30:00
2018-09-07 09:02:24,0,"timer",0,"start",2018-09-07 08:30:07
2018-09-07 09:02:24,2227,NA,255,"marker",2018-09-07 08:38:00
2018-09-07 09:02:24,0,"timer",0,"stop_all",2018-09-07 08:38:01
2018-09-07 09:02:24,0,"timer",0,"start",2018-09-07 08:38:07
2018-09-07 09:02:24,2244,NA,255,"marker",2018-09-07 08:40:05
2018-09-07 09:02:24,0,"timer",0,"stop_all",2018-09-07 08:40:06
2018-09-07 09:02:24,0,"timer",0,"start",2018-09-07 08:40:12
2018-09-07 09:02:24,2275,NA,255,"marker",2018-09-07 08:51:23
2018-09-07 09:02:24,0,"timer",0,"stop_all",2018-09-07 08:51:24
2018-09-07 09:02:24,0,"timer",0,"start",2018-09-07 08:51:33
2018-09-07 09:02:24,2300,NA,255,"marker",2018-09-07 08:59:11
2018-09-07 09:02:24,0,"timer",0,"stop_all",2018-09-07 08:59:12
2018-09-07 09:02:24,0,"timer",0,"start",2018-09-07 08:59:16
2018-09-07 09:02:24,2358,NA,255,"marker",2018-09-07 09:01:55
2018-09-07 09:02:24,0,"timer",0,"stop_all",2018-09-07 09:01:56
