"ID","timestamp","avg_cadence","avg_fractional_cadence","avg_heart_rate","avg_speed","avg_stance_time","avg_stance_time_percent","avg_temperature","avg_vertical_oscillation","end_position_lat","end_position_long","event","event_group","event_type","intensity","lap_trigger","max_cadence","max_fractional_cadence","max_heart_rate","max_speed","max_temperature","message_index","sport","start_position_lat","start_position_long","start_time","sub_sport","total_ascent","total_calories","total_cycles","total_descent","total_distance","total_elapsed_time","total_fractional_cycles","total_timer_time","wkt_step_index"
"2021_04_03 11_54_14",2021-04-03 17:28:04,83,0.2734375,145,3.397,6553.5,655.35,127,6553.5,45.1686422154307,-93.1282578594983,"lap",255,"stop",NA,"distance",86,0.5,165,3.807,127,NA,"running",45.1691576186568,-93.128648372367,2021-04-03 17:20:10,"generic",16,99,656,12,1609.34,473.809,1.9921875,473.809,NA
"2021_04_03 11_54_14",2021-04-03 17:54:14,82,0.8515625,167,3.71,6553.5,655.35,127,6553.5,45.1691727899015,-93.1288453470916,"lap",255,"stop",NA,"session_end",83,0,170,3.602,127,NA,"running",45.168666606769,-93.1282286904752,2021-04-03 17:28:05,"generic",0,6,34,6,102.35,27.588,1.9921875,27.588,NA
