"ID","avg_cadence","avg_fractional_cadence","avg_heart_rate","avg_speed","avg_stance_time","avg_stance_time_percent","avg_temperature","avg_vertical_oscillation","end_position_lat","end_position_long","event","event_group","event_type","intensity","lap_trigger","max_cadence","max_fractional_cadence","max_heart_rate","max_speed","max_temperature","message_index","sport","start_position_lat","start_position_long","start_time","sub_sport","timestamp","total_ascent","total_calories","total_cycles","total_descent","total_distance","total_elapsed_time","total_fractional_cycles","total_timer_time","wkt_step_index"
2019-11-07 11:52:58,87,0.8515625,172,3.437,6553.5,655.35,127,6553.5,536588012,-1111707578,"lap",255,"stop",NA,"distance",94,0,182,3.742,127,NA,"running",536712591,-1111767409,2019-11-07 10:40:23,"generic",2019-11-07 10:48:31,23,111,683,46,1609.34,487.437,1.9921875,468.306,NA
2019-11-07 11:52:58,85,0.5859375,160,3.364,6553.5,655.35,127,6553.5,536599733,-1111469428,"lap",255,"stop",NA,"distance",89,0.5,176,3.527,127,NA,"running",536588132,-1111707141,2019-11-07 10:48:32,"generic",2019-11-07 10:56:29,31,109,681,17,1609.34,478.407,1.9921875,478.407,NA
2019-11-07 11:52:58,86,0.1328125,161,4.214,6553.5,655.35,127,6553.5,536607270,-1111241931,"lap",255,"stop",NA,"distance",89,0.5,173,4.553,127,NA,"running",536599733,-1111469428,2019-11-07 10:56:30,"generic",2019-11-07 11:02:52,15,98,551,32,1609.34,381.903,1.9921875,381.903,NA
2019-11-07 11:52:58,86,0.140625,172,4.327,6553.5,655.35,127,6553.5,536671410,-1111205545,"lap",255,"stop",NA,"distance",89,0.5,178,4.395,127,NA,"running",536607330,-1111241285,2019-11-07 11:02:53,"generic",2019-11-07 11:09:04,13,98,533,15,1609.34,371.936,1.9921875,371.936,NA
2019-11-07 11:52:58,85,0.015625,175,4.249,6553.5,655.35,127,6553.5,536586500,-1111166847,"lap",255,"stop",NA,"distance",86,0.5,179,4.339,127,NA,"running",536671872,-1111205561,2019-11-07 11:09:05,"generic",2019-11-07 11:15:22,23,101,533,17,1609.34,378.723,1.9921875,378.723,NA
2019-11-07 11:52:58,84,0.21875,175,4.238,6553.5,655.35,127,6553.5,536609189,-1111169871,"lap",255,"stop",NA,"manual",87,0.5,176,4.283,127,NA,"running",536586500,-1111166847,2019-11-07 11:15:23,"generic",2019-11-07 11:16:44,3,21,112,5,344.57,81.312,1.9921875,81.312,NA
2019-11-07 11:52:58,81,0.6171875,156,3.031,6553.5,655.35,127,6553.5,536684163,-1111235557,"lap",255,"stop",NA,"manual",85,0.5,175,4.264,127,NA,"running",536609273,-1111170299,2019-11-07 11:16:44,"generic",2019-11-07 11:21:51,7,66,409,5,931.07,307.176,1.9921875,307.176,NA
2019-11-07 11:52:58,87,0.234375,166,4.244,6553.5,655.35,127,6553.5,536617115,-1111239597,"lap",255,"stop",NA,"manual",91,0,174,4.628,127,NA,"running",536683949,-1111235932,2019-11-07 11:21:51,"generic",2019-11-07 11:24:33,7,40,234,6,689.56,162.477,1.9921875,162.477,NA
2019-11-07 11:52:58,85,0.140625,152,3.134,6553.5,655.35,127,6553.5,536599045,-1111450208,"lap",255,"stop",NA,"distance",87,0.5,173,4.339,127,NA,"running",536616708,-1111239794,2019-11-07 11:24:33,"generic",2019-11-07 11:34:39,31,90,726,20,1609.34,605.72,1.9921875,513.499,NA
2019-11-07 11:52:58,84,0.96875,148,3.242,6553.5,655.35,127,6553.5,536589200,-1111690628,"lap",255,"stop",NA,"distance",86,0.5,158,3.387,127,NA,"running",536599059,-1111450663,2019-11-07 11:34:40,"generic",2019-11-07 11:42:55,16,66,701,25,1609.34,496.46,1.9921875,496.46,NA
2019-11-07 11:52:58,84,0.8671875,149,3.164,6553.5,655.35,127,6553.5,536699544,-1111764848,"lap",255,"stop",NA,"distance",89,0.5,157,3.443,127,NA,"running",536589061,-1111691060,2019-11-07 11:42:56,"generic",2019-11-07 11:51:43,47,70,715,20,1609.34,527.704,1.9921875,508.572,NA
2019-11-07 11:52:58,85,0.609375,155,3.125,6553.5,655.35,127,6553.5,536709303,-1111767943,"lap",255,"stop",NA,"session_end",89,0,158,3.228,127,NA,"running",536699911,-1111764839,2019-11-07 11:51:44,"generic",2019-11-07 11:52:58,0,5,42,3,96.67,30.936,1.9921875,30.936,NA
