"ID","timestamp","avg_cadence","avg_fractional_cadence","avg_heart_rate","avg_speed","avg_stance_time","avg_stance_time_percent","avg_temperature","avg_vertical_oscillation","event","event_group","event_type","first_lap_index","max_cadence","max_fractional_cadence","max_heart_rate","max_speed","max_temperature","message_index","nec_lat","nec_long","num_laps","sport","sport_index","sports_name","sports_sport","sports_sub_sport","start_position_lat","start_position_long","start_time","sub_sport","swc_lat","swc_long","total_ascent","total_calories","total_cycles","total_descent","total_distance","total_elapsed_time","total_fractional_cycles","total_timer_time","total_training_effect","trigger"
"2021_04_03 11_54_14",2021-04-03 11:54:14,"83",0.25,"146",3.414,6553.5,655.35,"127",6553.5,"lap","255","stop","0","86",0.5,"170",3.807,"127",NA,45.1691776514053,-93.1281591206789,"2","running","255","Run","running","generic",45.1691576186568,-93.128648372367,2021-04-03 11:20:10,"generic",45.1685024052858,-93.1303677521646,"16","105","690","18",1711.69,501.397,1.9921875,501.397,1.8,"activity_end"
