"timestamp","position_lat","position_long","distance","altitude","speed","heart_rate","cadence","fractional_cadence"
2021-03-27 13:51:08,44.9852284044027,-93.2332300487906,1.5,258.6,1.502,94,58,0.5
2021-03-27 13:51:09,44.9852248840034,-93.2332562841475,3.33,258,1.829,94,58,0.5
2021-03-27 13:51:10,44.9852145742625,-93.233278831467,3.33,256.6,2.071,97,58,0.5
2021-03-27 13:51:11,44.9851970560849,-93.2332766521722,4.78,254.6,2.071,98,58,0.5
2021-03-27 13:51:12,44.9851751793176,-93.233284028247,7.24,253.8,1.997,100,91,0.5
2021-03-27 13:51:13,44.9851454235613,-93.2333181425929,11.22,253.4,1.997,100,91,0.5
2021-03-27 13:51:14,44.9851169250906,-93.2333509996533,14.98,252.6,2.846,102,92,0.5
2021-03-27 13:51:15,44.9850899353623,-93.2333797495812,18.4,252,3.303,102,92,0.5
2021-03-27 13:51:16,44.9850586708635,-93.2334009557962,21.87,251.6,3.499,104,91,0.5
2021-03-27 13:51:17,44.9850248079747,-93.233410762623,25.38,251.4,3.714,105,91,0.5
2021-03-27 13:51:18,44.9849979020655,-93.2334039732814,28.06,251.8,3.732,106,90,0.5
2021-03-27 13:51:19,44.9849761929363,-93.233387041837,30.51,252.2,3.732,108,90,0.5
2021-03-27 13:51:20,44.9849592614919,-93.2333582919091,33.38,252.6,3.732,109,90,0.5
2021-03-27 13:51:21,44.9849431682378,-93.233326273039,36.43,253.2,3.779,111,89,0.5
2021-03-27 13:51:22,44.9849298410118,-93.2332918234169,39.49,253.6,3.835,113,89,0.5
2021-03-27 13:51:23,44.984917268157,-93.233249662444,43.1,254,3.835,114,89,0.5
2021-03-27 13:51:24,44.9849055334926,-93.2332064118236,46.75,254.4,3.835,116,89,0.5
2021-03-27 13:51:25,44.984890697524,-93.2331674359739,50.21,254.6,3.816,117,88,0.5
2021-03-27 13:51:26,44.9848782923073,-93.2331211678684,54.1,255,3.807,118,87,0.5
2021-03-27 13:51:27,44.9848665576428,-93.2330686971545,58.44,255.2,3.788,119,87,0.5
2021-03-27 13:51:28,44.9848547391593,-93.2330124545842,63.07,255.2,3.779,119,87,0.5
2021-03-27 13:51:29,44.9848383944482,-93.2329770829529,66.32,255,3.751,121,87,0.5
2021-03-27 13:51:30,44.9848182778805,-93.232935089618,70.27,255.4,3.723,123,86,0.5
2021-03-27 13:51:31,44.9848032742739,-93.2328861393034,74.47,255.6,3.704,124,86,0.5
2021-03-27 13:51:32,44.9847896955907,-93.2328376919031,78.57,255.8,3.686,126,86,0.5
2021-03-27 13:51:33,44.9847773741931,-93.2327865622938,82.82,255.8,3.667,127,87,0.5
2021-03-27 13:51:34,44.9847591016442,-93.2327515259385,86.1,255.4,3.667,128,87,0.5
2021-03-27 13:51:35,44.9847430922091,-93.2326910924166,91.19,255.2,3.658,129,87,0.5
2021-03-27 13:51:36,44.9847294297069,-93.2326559722424,94.26,255.2,3.639,129,87,0.5
2021-03-27 13:51:37,44.9847122468054,-93.2326390407979,96.07,255,3.639,128,87,0.5
2021-03-27 13:51:38,44.9846982490271,-93.2326130568981,98.44,255,3.639,129,86,0.5
2021-03-27 13:51:39,44.9846849218011,-93.2325898390263,100.54,255.2,3.62,131,86,0.5
2021-03-27 13:51:40,44.9846751149744,-93.2325397152454,104.63,255.2,3.62,132,86,0.5
2021-03-27 13:51:41,44.9846594408154,-93.2325226999819,106.38,255,3.602,134,86,0.5
2021-03-27 13:51:42,44.9846426770091,-93.2324873283505,109.59,255,3.583,136,86,0.5
2021-03-27 13:51:43,44.9846177827567,-93.232504511252,109.59,254.8,3.583,136,86,0.5
2021-03-27 13:51:44,44.9846038687974,-93.2324810419232,111.82,255,3.574,137,86,0.5
2021-03-27 13:51:45,44.9845882784575,-93.2324361149222,115.76,255,3.564,137,86,0.5
2021-03-27 13:51:46,44.9845718499273,-93.2324050180614,118.69,254.8,3.555,138,86,0.5
2021-03-27 13:51:47,44.9845546670258,-93.2323857396841,120.79,254.8,3.555,138,86,0.5
2021-03-27 13:51:48,44.9845285993069,-93.2324219495058,120.79,254.6,3.536,139,86,0.5
2021-03-27 13:51:49,44.9845144338906,-93.2324153278023,121.88,254.6,3.527,140,86,0.5
2021-03-27 13:51:50,44.9844935629517,-93.2324203569442,122.72,255,3.527,139,85,0.5
2021-03-27 13:51:51,44.9844772182405,-93.2323879189789,125.85,254.8,3.527,140,85,0.5
2021-03-27 13:51:52,44.9844571016729,-93.2323624379933,128.64,254.8,3.536,139,85,0.5
2021-03-27 13:51:53,44.9844410922378,-93.2323191873729,132.49,254.6,3.536,140,85,0.5
2021-03-27 13:51:54,44.9844245798886,-93.2322878390551,135.49,254.6,3.536,140,85,0.5
2021-03-27 13:51:55,44.9844057206064,-93.2322703208774,137.64,254.4,3.527,140,85,0.5
2021-03-27 13:51:56,44.9843878671527,-93.2322324346751,141.2,254.4,3.527,139,86,0.5
2021-03-27 13:51:57,44.9843717738986,-93.2321936264634,144.74,254.4,3.518,139,86,0.5
