"ID","data","event","event_group","event_type","timestamp"
2019-11-10 12:02:21,0,"timer",0,"start",2019-11-10 10:24:33
2019-11-10 12:02:21,990,NA,255,"marker",2019-11-10 10:51:45
2019-11-10 12:02:21,0,"timer",0,"stop_all",2019-11-10 10:51:46
2019-11-10 12:02:21,0,"timer",0,"start",2019-11-10 10:51:48
2019-11-10 12:02:21,1164,NA,255,"marker",2019-11-10 10:59:32
2019-11-10 12:02:21,0,"timer",0,"stop_all",2019-11-10 10:59:33
2019-11-10 12:02:21,0,"timer",0,"start",2019-11-10 11:00:18
2019-11-10 12:02:21,1164,NA,255,"marker",2019-11-10 11:02:08
2019-11-10 12:02:21,0,"timer",0,"stop_all",2019-11-10 11:02:09
2019-11-10 12:02:21,0,"timer",0,"start",2019-11-10 11:02:36
2019-11-10 12:02:21,2592,NA,255,"marker",2019-11-10 11:45:16
2019-11-10 12:02:21,0,"timer",0,"stop_all",2019-11-10 11:45:17
2019-11-10 12:02:21,0,"timer",0,"start",2019-11-10 11:45:21
2019-11-10 12:02:21,2592,NA,255,"marker",2019-11-10 11:49:43
2019-11-10 12:02:21,0,"timer",0,"stop_all",2019-11-10 11:49:44
2019-11-10 12:02:21,110,"recovery_hr",255,"marker",2019-11-10 11:51:44
