"ID","timestamp","avg_cadence","avg_fractional_cadence","avg_heart_rate","avg_speed","avg_stance_time","avg_stance_time_percent","avg_temperature","avg_vertical_oscillation","event","event_group","event_type","first_lap_index","max_cadence","max_fractional_cadence","max_heart_rate","max_speed","max_temperature","message_index","nec_lat","nec_long","num_laps","sport","sport_index","sports_name","sports_sport","sports_sub_sport","start_position_lat","start_position_long","start_time","sub_sport","swc_lat","swc_long","total_ascent","total_calories","total_cycles","total_descent","total_distance","total_elapsed_time","total_fractional_cycles","total_timer_time","total_training_effect","trigger"
"2021_04_03 08_14_44",2021-04-03 08:14:44,"82",0.6015625,"156",3.953,6553.5,655.35,"127",6553.5,"lap","255","stop","0","88",0.5,"172",4.749,"127",NA,45.0568272918463,-93.1277108564973,"8","running","255","Run","running","generic",45.0135158188641,-93.1508568953723,2021-04-03 07:20:03,"generic",45.0135060958564,-93.1511306483299,"215","661","4425","208",12710.01,3267.139,1.9921875,3214.972,3.1,"activity_end"
