"sports_name","sports_sport","sports_sub_sport","timestamp","start_time","start_position_lat","start_position_long","total_elapsed_time","total_timer_time","total_distance","total_cycles","nec_lat","nec_long","swc_lat","swc_long","message_index","total_calories","avg_speed","max_speed","total_ascent","total_descent","first_lap_index","num_laps","avg_vertical_oscillation","avg_stance_time_percent","avg_stance_time","event","event_type","sport","sub_sport","avg_heart_rate","max_heart_rate","avg_cadence","max_cadence","total_training_effect","event_group","trigger","avg_temperature","max_temperature","avg_fractional_cadence","max_fractional_cadence","total_fractional_cycles","sport_index"
"Run","running","generic",2021-03-25 17:32:55,2021-03-25 17:07:41,44.9854091182351,-93.2336233276874,1396.389,1396.389,4834.97,"1920",44.991447860375,-93.2011281140149,44.984343778342,-93.2379107549787,NA,"279",3.462,3.826,"121","102","0","7",6553.5,655.35,6553.5,"lap","stop","running","generic","145","153","82","92",2.1,"255","activity_end","127","127",0.5859375,0.5,1.9921875,"255"
