"ID","data","event","event_group","event_type","timestamp"
2018-02-27 14:53:45,0,"timer",0,"start",2018-02-27 14:17:43
2018-02-27 14:53:45,1106,NA,255,"marker",2018-02-27 14:45:05
2018-02-27 14:53:45,0,"timer",0,"stop_all",2018-02-27 14:45:06
2018-02-27 14:53:45,0,"timer",0,"start",2018-02-27 14:45:22
2018-02-27 14:53:45,1164,NA,255,"marker",2018-02-27 14:49:17
2018-02-27 14:53:45,0,"timer",0,"stop_all",2018-02-27 14:49:18
2018-02-27 14:53:45,0,"timer",0,"start",2018-02-27 14:49:28
2018-02-27 14:53:45,0,"timer",0,"stop_all",2018-02-27 14:50:45
2018-02-27 14:53:45,1222,NA,255,"marker",2018-02-27 14:50:45
2018-02-27 14:53:45,0,"timer",0,"start",2018-02-27 14:50:53
2018-02-27 14:53:45,0,"timer",0,"stop_all",2018-02-27 14:53:35
2018-02-27 14:53:45,1222,NA,255,"marker",2018-02-27 14:53:35
