"ID","data","event","event_group","event_type","timestamp"
2019-09-14 20:22:23,0,"timer",0,"start",2019-09-14 18:32:49
2019-09-14 20:22:23,141,NA,255,"marker",2019-09-14 18:33:08
2019-09-14 20:22:23,0,"timer",0,"stop_all",2019-09-14 18:33:09
2019-09-14 20:22:23,0,"timer",0,"start",2019-09-14 18:33:12
2019-09-14 20:22:23,1106,NA,255,"marker",2019-09-14 19:10:03
2019-09-14 20:22:23,0,"timer",0,"stop_all",2019-09-14 19:10:04
2019-09-14 20:22:23,0,"timer",0,"start",2019-09-14 19:10:07
2019-09-14 20:22:23,0,"timer",0,"stop_all",2019-09-14 19:17:03
2019-09-14 20:22:23,1164,NA,255,"marker",2019-09-14 19:17:03
2019-09-14 20:22:23,0,"timer",0,"start",2019-09-14 19:17:13
2019-09-14 20:22:23,1280,NA,255,"marker",2019-09-14 19:39:27
2019-09-14 20:22:23,0,"timer",0,"stop_all",2019-09-14 19:39:28
2019-09-14 20:22:23,0,"timer",0,"start",2019-09-14 19:39:30
2019-09-14 20:22:23,1280,NA,255,"marker",2019-09-14 19:39:50
2019-09-14 20:22:23,0,"timer",0,"stop_all",2019-09-14 19:39:51
2019-09-14 20:22:23,92,"recovery_hr",255,"marker",2019-09-14 19:41:51
2019-09-14 20:22:23,0,"timer",0,"start",2019-09-14 19:43:52
2019-09-14 20:22:23,1280,NA,255,"marker",2019-09-14 19:44:20
2019-09-14 20:22:23,0,"timer",0,"stop_all",2019-09-14 19:44:21
2019-09-14 20:22:23,95,"recovery_hr",255,"marker",2019-09-14 19:46:21
2019-09-14 20:22:23,0,"timer",0,"start",2019-09-14 19:52:14
2019-09-14 20:22:23,1280,NA,255,"marker",2019-09-14 19:53:10
2019-09-14 20:22:23,0,"timer",0,"stop_all",2019-09-14 19:53:11
2019-09-14 20:22:23,87,"recovery_hr",255,"marker",2019-09-14 19:55:11
2019-09-14 20:22:23,0,"timer",0,"start",2019-09-14 19:55:25
2019-09-14 20:22:23,1280,NA,255,"marker",2019-09-14 19:56:24
2019-09-14 20:22:23,0,"timer",0,"stop_all",2019-09-14 19:56:25
2019-09-14 20:22:23,98,"recovery_hr",255,"marker",2019-09-14 19:58:25
2019-09-14 20:22:23,0,"timer",0,"start",2019-09-14 20:01:42
2019-09-14 20:22:23,1280,NA,255,"marker",2019-09-14 20:01:43
2019-09-14 20:22:23,0,"timer",0,"stop_all",2019-09-14 20:01:44
2019-09-14 20:22:23,70,"recovery_hr",255,"marker",2019-09-14 20:03:44
2019-09-14 20:22:23,0,"timer",0,"start",2019-09-14 20:04:55
2019-09-14 20:22:23,0,"timer",0,"stop_all",2019-09-14 20:19:42
2019-09-14 20:22:23,1280,NA,255,"marker",2019-09-14 20:19:42
2019-09-14 20:22:23,91,"recovery_hr",255,"marker",2019-09-14 20:21:42
