"ID","data","event","event_group","event_type","timestamp"
2020-05-01 08:53:12,0,"timer",0,"start",2020-05-01 08:19:05
2020-05-01 08:53:12,4,NA,255,"marker",2020-05-01 08:22:19
2020-05-01 08:53:12,0,"timer",0,"stop_all",2020-05-01 08:22:20
2020-05-01 08:53:12,0,"timer",0,"start",2020-05-01 08:23:07
2020-05-01 08:53:12,120,NA,255,"marker",2020-05-01 08:29:07
2020-05-01 08:53:12,0,"timer",0,"stop_all",2020-05-01 08:29:08
2020-05-01 08:53:12,0,"timer",0,"start",2020-05-01 08:29:13
2020-05-01 08:53:12,294,NA,255,"marker",2020-05-01 08:44:14
2020-05-01 08:53:12,0,"timer",0,"stop_all",2020-05-01 08:44:15
2020-05-01 08:53:12,0,"timer",0,"start",2020-05-01 08:45:10
2020-05-01 08:53:12,294,NA,255,"marker",2020-05-01 08:52:54
2020-05-01 08:53:12,0,"timer",0,"stop_all",2020-05-01 08:52:55
