"ID","active_time_zone","activity_class","activity_tracker_enabled","autosync_min_steps","autosync_min_time","avg_cadence","avg_fractional_cadence","avg_heart_rate","avg_speed","avg_stance_time","avg_stance_time_percent","avg_temperature","avg_vertical_oscillation","backlight_mode","dist_setting","elev_setting","event","event.1","event_group","event_type","first_lap_index","gender","hardware_version","height","height_setting","hr_calc_type","hr_setting","language","local_timestamp","manufacturer","max_cadence","max_fractional_cadence","max_heart_rate","max_heart_rate.1","max_speed","max_temperature","message_index","mounting_side","move_alert_enabled","name","nec_lat","nec_long","num_laps","num_sessions","number","position_setting","product","resting_heart_rate","serial_number","sleep_time","software_version","speed_setting","sport","sport_index","start_position_lat","start_position_long","start_time","sub_sport","swc_lat","swc_long","temperature_setting","time_created","time_mode","time_offset","time_zone_offset","TimeMinutes","timestamp","total_ascent","total_calories","total_cycles","total_descent","total_distance","total_elapsed_time","total_fractional_cycles","total_timer_time","total_training_effect","trigger","TRIMP","TRIMP.hour","type","type.1","user_running_step_length","user_walking_step_length","utc_offset","wake_time","weight","weight_setting"
2019-03-29 09:02:02,0,NA,1,2000,240,82,0.953125,140,3.243,6553.5,655.35,127,6553.5,"manual","statute","statute","lap","activity",255,"stop",0,"male",255,1.8,"statute","percent_hrr","max","english",2019-03-29 04:02:02,"garmin",87,0.5,199,150,3.704,127,NA,"left",0,"Run",536639996,-1112232875,2,1,65535,"degree_minute_second","fr235",48,3935516471,81000,790,"statute","running",255,536609515,-1112266726,2019-03-29 08:53:21,"generic",536599001,-1112326891,"statute",2019-03-29 08:53:22,"hour12",4294949296,0,8.30891666666667,2019-03-29 09:02:02,44,84,687,65,1616.94,507.622,1.9921875,498.535,1.6,"activity_end",11.3873542363367,1.37049806769876,"activity","manual",0,0,0,27000,66.7,"statute"
