"ID","data","event","event_group","event_type","timestamp"
2020-06-01 19:27:21,0,"timer",0,"start",2020-06-01 19:05:16
2020-06-01 19:27:21,0,"timer",0,"stop_all",2020-06-01 19:10:59
2020-06-01 19:27:21,120,NA,255,"marker",2020-06-01 19:10:59
2020-06-01 19:27:21,0,"timer",0,"start",2020-06-01 19:11:37
2020-06-01 19:27:21,120,NA,255,"marker",2020-06-01 19:11:53
2020-06-01 19:27:21,0,"timer",0,"stop_all",2020-06-01 19:11:54
2020-06-01 19:27:21,0,"timer",0,"start",2020-06-01 19:12:25
2020-06-01 19:27:21,178,NA,255,"marker",2020-06-01 19:17:17
2020-06-01 19:27:21,0,"timer",0,"stop_all",2020-06-01 19:17:18
2020-06-01 19:27:21,0,"timer",0,"start",2020-06-01 19:17:20
2020-06-01 19:27:21,605,NA,255,"marker",2020-06-01 19:27:01
2020-06-01 19:27:21,0,"timer",0,"stop_all",2020-06-01 19:27:02
