"ID","avg_cadence","avg_fractional_cadence","avg_heart_rate","avg_speed","avg_stance_time","avg_stance_time_percent","avg_temperature","avg_vertical_oscillation","end_position_lat","end_position_long","event","event_group","event_type","intensity","lap_trigger","max_cadence","max_fractional_cadence","max_heart_rate","max_speed","max_temperature","message_index","sport","start_position_lat","start_position_long","start_time","sub_sport","timestamp","total_ascent","total_calories","total_cycles","total_descent","total_distance","total_elapsed_time","total_fractional_cycles","total_timer_time","wkt_step_index"
2020-08-09 10:37:10,84,0.25,136,3.28,6553.5,655.35,127,6553.5,539038681,-1111128944,"lap",255,"stop",NA,"distance",87,0,145,3.452,127,NA,"running",539084806,-1111174423,2020-08-09 09:07:30,"generic",2020-08-09 09:15:41,29,93,696,36,1609.34,490.681,1.9921875,490.681,NA
2020-08-09 10:37:10,83,0.3046875,147,3.465,6553.5,655.35,127,6553.5,538933978,-1111143806,"lap",255,"stop",NA,"distance",84,0.5,150,3.564,127,NA,"running",539038351,-1111128950,2020-08-09 09:15:42,"generic",2020-08-09 09:23:25,40,92,643,37,1609.34,464.421,1.9921875,464.421,NA
2020-08-09 10:37:10,83,0.0390625,150,3.5,6553.5,655.35,127,6553.5,538839473,-1111256661,"lap",255,"stop",NA,"distance",86,0.5,157,3.62,127,NA,"running",538933989,-1111144332,2020-08-09 09:23:26,"generic",2020-08-09 09:31:04,31,94,634,38,1609.34,459.786,1.9921875,459.786,NA
2020-08-09 10:37:10,82,0.5234375,153,3.51,6553.5,655.35,127,6553.5,538799322,-1111298524,"lap",255,"stop",NA,"distance",84,0.5,157,3.611,127,NA,"running",538839471,-1111257288,2020-08-09 09:31:05,"generic",2020-08-09 09:38:43,31,97,629,27,1609.34,458.485,1.9921875,458.485,NA
2020-08-09 10:37:10,81,0.984375,155,3.564,6553.5,655.35,127,6553.5,538747225,-1111359805,"lap",255,"stop",NA,"distance",85,0.5,159,3.704,127,NA,"running",538798967,-1111298481,2020-08-09 09:38:44,"generic",2020-08-09 09:46:15,31,97,616,31,1609.34,451.595,1.9921875,451.595,NA
2020-08-09 10:37:10,81,0.96875,161,3.617,6553.5,655.35,127,6553.5,538695454,-1111308563,"lap",255,"stop",NA,"distance",87,0,164,4.022,127,NA,"running",538746816,-1111359740,2020-08-09 09:46:16,"generic",2020-08-09 09:53:40,31,101,606,20,1609.34,444.885,1.9921875,444.885,NA
2020-08-09 10:37:10,81,0.90625,162,3.792,6553.5,655.35,127,6553.5,538782224,-1111182750,"lap",255,"stop",NA,"distance",84,0,167,3.919,127,NA,"running",538695435,-1111307952,2020-08-09 09:53:41,"generic",2020-08-09 10:00:44,21,84,575,19,1609.34,424.406,1.9921875,424.406,NA
2020-08-09 10:37:10,81,0.90625,119,3.862,6553.5,655.35,127,6553.5,538811206,-1111090333,"lap",255,"stop",NA,"distance",84,0.5,146,3.966,127,NA,"running",538782228,-1111182150,2020-08-09 10:00:45,"generic",2020-08-09 10:07:40,21,81,565,26,1609.34,416.694,1.9921875,416.694,NA
2020-08-09 10:37:10,80,0.8515625,123,3.486,6553.5,655.35,127,6553.5,538914424,-1110952708,"lap",255,"stop",NA,"distance",83,0,164,3.947,127,NA,"running",538811199,-1111089755,2020-08-09 10:07:41,"generic",2020-08-09 10:15:26,13,87,621,21,1609.34,465.309,1.9921875,461.663,NA
2020-08-09 10:37:10,81,0.1796875,162,3.493,6553.5,655.35,127,6553.5,539045215,-1110912582,"lap",255,"stop",NA,"distance",84,0.5,165,3.732,127,NA,"running",538914753,-1110952458,2020-08-09 10:15:27,"generic",2020-08-09 10:23:21,17,80,621,13,1609.34,474.933,1.9921875,460.695,NA
2020-08-09 10:37:10,81,0.078125,160,3.183,6553.5,655.35,127,6553.5,539042916,-1111155939,"lap",255,"stop",NA,"distance",83,0.5,164,3.732,127,NA,"running",539045284,-1110913080,2020-08-09 10:23:22,"generic",2020-08-09 10:31:46,19,93,680,22,1609.34,505.565,1.9921875,505.565,NA
2020-08-09 10:37:10,85,0.84375,117,5.824,6553.5,655.35,127,6553.5,539083712,-1111176268,"lap",255,"stop",NA,"session_end",97,0,158,6.615,127,NA,"running",539042938,-1111156431,2020-08-09 10:31:47,"generic",2020-08-09 10:37:10,11,2,57,0,255.26,235.588,1.9921875,43.829,NA
