"ID","altitude","cadence","distance","fractional_cadence","heart_rate","position_lat","position_long","speed","timestamp"
2018-10-03 19:32:33,788.4,0,0,0,87,536571769,-1112295047,1.176,2018-10-03 18:15:59
2018-10-03 19:32:33,788.6,0,0.24,0,86,536571822,-1112294948,0,2018-10-03 18:16:00
2018-10-03 19:32:33,782.8,57,13.02,0.5,86,536571890,-1112289588,1.409,2018-10-03 18:16:01
2018-10-03 19:32:33,782.8,57,13.02,0.5,86,536571890,-1112289588,1.409,2018-10-03 18:16:02
2018-10-03 19:32:33,782.4,58,17.78,0.5,86,536571887,-1112288121,1.586,2018-10-03 18:16:03
2018-10-03 19:32:33,781,58,20.15,0.5,87,536571694,-1112287487,1.736,2018-10-03 18:16:04
2018-10-03 19:32:33,779.6,58,24.2,0.5,88,536571522,-1112286349,2.174,2018-10-03 18:16:05
2018-10-03 19:32:33,776.8,86,27.99,0,89,536571226,-1112285637,2.893,2018-10-03 18:16:06
2018-10-03 19:32:33,773.6,87,31.81,0,90,536570981,-1112284680,3.014,2018-10-03 18:16:07
2018-10-03 19:32:33,771.6,87,35.73,0,91,536570730,-1112283953,3.788,2018-10-03 18:16:08
2018-10-03 19:32:33,770.4,86,38.26,0,91,536570504,-1112283655,3.826,2018-10-03 18:16:09
2018-10-03 19:32:33,769.4,86,41.05,0,91,536570300,-1112283189,3.826,2018-10-03 18:16:10
2018-10-03 19:32:33,768.8,85,43.83,0.5,92,536570022,-1112282979,3.266,2018-10-03 18:16:11
2018-10-03 19:32:33,768.4,85,47.04,0.5,93,536569680,-1112282852,3.247,2018-10-03 18:16:12
2018-10-03 19:32:33,768,85,50.42,0.5,95,536569315,-1112282792,3.266,2018-10-03 18:16:13
2018-10-03 19:32:33,767.6,86,53.74,0,98,536568954,-1112282700,3.462,2018-10-03 18:16:14
2018-10-03 19:32:33,766.8,87,56.65,0,98,536568636,-1112282566,3.564,2018-10-03 18:16:15
2018-10-03 19:32:33,766.2,87,59.52,0,100,536568317,-1112282496,3.564,2018-10-03 18:16:16
2018-10-03 19:32:33,765.8,88,62.32,0,102,536568015,-1112282439,3.49,2018-10-03 18:16:17
2018-10-03 19:32:33,765.4,88,65.26,0,104,536567698,-1112282371,3.406,2018-10-03 18:16:18
2018-10-03 19:32:33,765,88,68.17,0,105,536567392,-1112282265,3.331,2018-10-03 18:16:19
2018-10-03 19:32:33,764.6,87,71.22,0,106,536567064,-1112282218,3.312,2018-10-03 18:16:20
2018-10-03 19:32:33,764.2,86,74.42,0,107,536566725,-1112282113,3.312,2018-10-03 18:16:21
2018-10-03 19:32:33,763.8,86,77.64,0,109,536566383,-1112282008,3.312,2018-10-03 18:16:22
2018-10-03 19:32:33,763.4,86,81,0,110,536566023,-1112281954,3.331,2018-10-03 18:16:23
2018-10-03 19:32:33,763,86,84.14,0,111,536565685,-1112281930,3.34,2018-10-03 18:16:24
2018-10-03 19:32:33,762.8,86,87.24,0,113,536565353,-1112281963,3.34,2018-10-03 18:16:25
2018-10-03 19:32:33,762.8,86,90.28,0,114,536565028,-1112282017,3.34,2018-10-03 18:16:26
2018-10-03 19:32:33,762.8,86,93.25,0,114,536564713,-1112282083,3.34,2018-10-03 18:16:27
2018-10-03 19:32:33,762.8,84,96.33,0.5,115,536564388,-1112282166,3.34,2018-10-03 18:16:28
2018-10-03 19:32:33,762.6,84,99.47,0.5,116,536564050,-1112282189,3.359,2018-10-03 18:16:29
2018-10-03 19:32:33,762.4,84,102.58,0.5,117,536563715,-1112282192,3.359,2018-10-03 18:16:30
2018-10-03 19:32:33,762.2,84,105.43,0.5,117,536563408,-1112282163,3.35,2018-10-03 18:16:31
2018-10-03 19:32:33,762.2,85,108.18,0.5,119,536563114,-1112282157,3.34,2018-10-03 18:16:32
2018-10-03 19:32:33,762.4,85,110.84,0.5,119,536562831,-1112282084,3.312,2018-10-03 18:16:33
2018-10-03 19:32:33,762.4,85,113.75,0.5,120,536562518,-1112282102,3.275,2018-10-03 18:16:34
2018-10-03 19:32:33,762.4,85,116.48,0.5,122,536562229,-1112282169,3.247,2018-10-03 18:16:35
2018-10-03 19:32:33,762.4,85,119.17,0.5,122,536561942,-1112282204,3.219,2018-10-03 18:16:36
2018-10-03 19:32:33,763,85,122.25,0.5,123,536561612,-1112282257,3.182,2018-10-03 18:16:37
2018-10-03 19:32:33,764.2,85,126.07,0.5,124,536561199,-1112282278,3.163,2018-10-03 18:16:38
2018-10-03 19:32:33,765,84,129.63,0.5,125,536560818,-1112282218,3.144,2018-10-03 18:16:39
2018-10-03 19:32:33,765.8,84,133.52,0.5,126,536560407,-1112282107,3.135,2018-10-03 18:16:40
2018-10-03 19:32:33,765.8,83,136.83,0.5,127,536560065,-1112281950,3.144,2018-10-03 18:16:41
2018-10-03 19:32:33,766.6,83,140.69,0.5,127,536559662,-1112281796,3.135,2018-10-03 18:16:42
2018-10-03 19:32:33,767,83,144.18,0.5,128,536559300,-1112281653,3.144,2018-10-03 18:16:43
2018-10-03 19:32:33,767.4,83,146.76,0.5,129,536559022,-1112281594,3.135,2018-10-03 18:16:44
2018-10-03 19:32:33,767.8,83,148.77,0.5,128,536558801,-1112281571,3.135,2018-10-03 18:16:45
2018-10-03 19:32:33,768.2,84,150.23,0,129,536558635,-1112281562,3.098,2018-10-03 18:16:46
2018-10-03 19:32:33,768.2,84,151.76,0,128,536558467,-1112281541,3.042,2018-10-03 18:16:47
2018-10-03 19:32:33,768.4,83,153.62,0,128,536558272,-1112281468,1.698,2018-10-03 18:16:48
2018-10-03 19:32:33,768.4,83,156,0,128,536558017,-1112281425,1.689,2018-10-03 18:16:49
2018-10-03 19:32:33,768.6,81,158.66,0,128,536557733,-1112281371,1.875,2018-10-03 18:16:50
2018-10-03 19:32:33,768.6,81,161.49,0,128,536557428,-1112281346,2.277,2018-10-03 18:16:51
2018-10-03 19:32:33,768.6,81,164.15,0,128,536557141,-1112281316,2.277,2018-10-03 18:16:52
2018-10-03 19:32:33,768.8,81,166.67,0,127,536556869,-1112281306,2.277,2018-10-03 18:16:53
2018-10-03 19:32:33,769,84,169.79,0,127,536556534,-1112281293,2.361,2018-10-03 18:16:54
2018-10-03 19:32:33,769.2,85,172.79,0,127,536556212,-1112281284,2.389,2018-10-03 18:16:55
2018-10-03 19:32:33,769.4,85,175.72,0.5,127,536555897,-1112281248,2.585,2018-10-03 18:16:56
2018-10-03 19:32:33,769.4,85,178.56,0.5,127,536555595,-1112281184,2.706,2018-10-03 18:16:57
2018-10-03 19:32:33,769.6,87,181.57,0,128,536555274,-1112281133,2.771,2018-10-03 18:16:58
2018-10-03 19:32:33,770,87,184.85,0,128,536554920,-1112281189,2.799,2018-10-03 18:16:59
2018-10-03 19:32:33,770.2,87,188.15,0,128,536554568,-1112281289,2.846,2018-10-03 18:17:00
2018-10-03 19:32:33,770.6,86,191.48,0,128,536554217,-1112281457,2.883,2018-10-03 18:17:01
2018-10-03 19:32:33,770.6,85,194.65,0.5,129,536553879,-1112281524,2.911,2018-10-03 18:17:02
2018-10-03 19:32:33,770.6,84,197.83,0.5,129,536553538,-1112281610,2.93,2018-10-03 18:17:03
2018-10-03 19:32:33,770.6,84,200.65,0.5,130,536553238,-1112281682,2.911,2018-10-03 18:17:04
2018-10-03 19:32:33,770.8,84,203.83,0.5,131,536552912,-1112281877,2.911,2018-10-03 18:17:05
2018-10-03 19:32:33,770.8,84,206.74,0.5,131,536552628,-1112282077,2.874,2018-10-03 18:17:06
2018-10-03 19:32:33,770.8,84,209.32,0.5,131,536552364,-1112282209,2.855,2018-10-03 18:17:07
