"ID","data","event","event_group","event_type","timestamp"
2020-07-31 19:30:19,0,"timer",0,"start",2020-07-31 18:19:09
2020-07-31 19:30:19,584,NA,255,"marker",2020-07-31 18:38:47
2020-07-31 19:30:19,0,"timer",0,"stop_all",2020-07-31 18:38:48
2020-07-31 19:30:19,0,"timer",0,"start",2020-07-31 18:39:29
2020-07-31 19:30:19,647,NA,255,"marker",2020-07-31 18:40:50
2020-07-31 19:30:19,0,"timer",0,"stop_all",2020-07-31 18:40:51
2020-07-31 19:30:19,126,"recovery_hr",255,"marker",2020-07-31 18:42:51
2020-07-31 19:30:19,0,"timer",0,"start",2020-07-31 18:50:31
2020-07-31 19:30:19,734,NA,255,"marker",2020-07-31 18:51:56
2020-07-31 19:30:19,0,"timer",0,"stop_all",2020-07-31 18:51:57
2020-07-31 19:30:19,0,"timer",0,"start",2020-07-31 18:52:00
2020-07-31 19:30:19,816,NA,255,"marker",2020-07-31 19:00:27
2020-07-31 19:30:19,0,"timer",0,"stop_all",2020-07-31 19:00:28
2020-07-31 19:30:19,0,"timer",0,"start",2020-07-31 19:02:18
2020-07-31 19:30:19,932,NA,255,"marker",2020-07-31 19:08:50
2020-07-31 19:30:19,0,"timer",0,"stop_all",2020-07-31 19:08:51
2020-07-31 19:30:19,131,"recovery_hr",255,"marker",2020-07-31 19:10:51
