"ID","avg_cadence","avg_fractional_cadence","avg_heart_rate","avg_pos_vertical_speed","avg_speed","avg_stance_time","avg_stance_time_percent","avg_temperature","avg_vertical_oscillation","end_position_lat","end_position_long","event","event_group","event_type","intensity","jump_count","lap_trigger","max_cadence","max_fractional_cadence","max_heart_rate","max_speed","max_temperature","message_index","num_active_lengths","sport","start_position_lat","start_position_long","start_time","sub_sport","timestamp","total_ascent","total_calories","total_cycles","total_descent","total_distance","total_elapsed_time","total_flow","total_fractional_cycles","total_grit","total_moving_time","total_timer_time","wkt_step_index"
2019-02-02 14:43:20,-1,-1,-1,0,3.294,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2019-02-02 13:46:20,-1,2019-02-02 14:43:20,-1,714,-1,-1,11265.41,3420,0,-1,0,3420,3420,-1
