"ID","data","event","event_group","event_type","timestamp"
2020-08-08 11:14:25,0,"timer",0,"start",2020-08-08 10:18:15
2020-08-08 11:14:25,990,NA,255,"marker",2020-08-08 10:58:28
2020-08-08 11:14:25,0,"timer",0,"stop_all",2020-08-08 10:58:29
2020-08-08 11:14:25,0,"timer",0,"start",2020-08-08 11:00:22
2020-08-08 11:14:25,990,NA,255,"marker",2020-08-08 11:00:36
2020-08-08 11:14:25,0,"timer",0,"stop_all",2020-08-08 11:00:37
2020-08-08 11:14:25,98,"recovery_hr",255,"marker",2020-08-08 11:02:37
2020-08-08 11:14:25,0,"timer",0,"start",2020-08-08 11:03:37
2020-08-08 11:14:25,990,NA,255,"marker",2020-08-08 11:03:48
2020-08-08 11:14:25,0,"timer",0,"stop_all",2020-08-08 11:03:49
2020-08-08 11:14:25,0,"timer",0,"start",2020-08-08 11:05:34
2020-08-08 11:14:25,990,NA,255,"marker",2020-08-08 11:05:46
2020-08-08 11:14:25,0,"timer",0,"stop_all",2020-08-08 11:05:47
2020-08-08 11:14:25,0,"timer",0,"start",2020-08-08 11:07:34
2020-08-08 11:14:25,990,NA,255,"marker",2020-08-08 11:07:47
2020-08-08 11:14:25,0,"timer",0,"stop_all",2020-08-08 11:07:48
